edad,horas_ejercicio_semanal,calorias_diarias,horas_sueno,pasos_diarios
29.72,3.95,2576.82,6.44,9869.31
19.91,3.06,2631.22,6.61,8739.85
29.39,3.42,2858.32,6.01,5765.35
34.24,2.53,2623.92,6.58,7917.02
26.43,2.63,2966.9,6.29,9940.98
28.45,3.29,2789.33,6.12,5483.47
29.3,1.84,2812.84,6.87,9273.11
18.4,2.64,2758.24,5.73,12645.22
36.69,2.14,2915.93,6.78,10123.63
26.39,2.11,2917.47,6.84,10828.06
32.02,0.89,2850.26,6.06,8436.68
29.65,4.34,2884.72,6.09,9935.86
35.03,2.31,2768.19,6.39,6564.29
31.62,4.16,2881.33,6.64,9591.73
29.06,4.07,2749.32,6.42,9308.78
26.43,1.71,2800.33,6.72,8579.82
33.19,1.91,2758.8,7.38,10632.01
22.51,5.56,2731.42,6.25,6922.43
32.58,4.75,2696.63,5.64,7625.88
25.6,2.97,2870.15,6.91,8190.92
35.01,3.26,2996.59,7.34,5940.78
30.65,2.37,2975.67,6.7,8453.86
32.58,3.43,2611.52,5.96,4562.14
30.33,2.28,2993.38,6.44,10093.91
22.99,0.97,2752.28,5.94,8093.27
26.56,1.68,2890.11,6.82,6958.21
32.69,3.02,2664.07,5.82,6331.25
30.67,1.87,2821.3,6.35,7530.84
34.72,2.93,2847.06,6.0,9376.52
31.61,1.93,2577.31,6.56,9095.48
26.13,2.22,2891.24,6.32,6588.92
26.82,3.85,3001.89,6.59,6307.92
30.41,3.25,2773.8,6.51,9313.8
20.74,2.99,3004.03,6.01,6555.31
36.69,3.88,2771.55,6.81,8119.82
31.77,3.48,2927.44,6.48,8247.51
34.91,4.45,2467.21,6.01,8624.12
23.68,2.54,3162.82,7.62,9716.54
34.98,2.57,3024.32,6.74,5474.07
38.93,1.7,2757.31,6.42,4177.68
24.72,2.57,2504.19,7.21,6865.11
33.09,3.96,2843.2,7.42,11603.06
30.0,4.3,2583.41,6.43,12044.35
23.82,3.96,2866.73,6.67,11662.35
31.97,1.21,2861.73,6.01,7614.04
33.33,4.08,2658.79,6.43,4435.77
27.6,1.16,2968.15,6.4,3313.92
34.66,3.9,2920.84,6.59,6771.92
23.33,2.63,2946.37,6.67,7603.85
24.02,3.7,2801.33,6.78,10601.25
30.55,1.67,2587.67,6.62,9735.61
30.1,4.17,2946.68,5.89,8454.81
27.13,1.54,2759.44,6.03,6220.31
33.24,2.33,2591.53,6.23,6078.44
32.12,2.0,3002.81,6.36,8508.26
33.43,1.25,3114.91,7.03,9394.1
29.51,3.09,2793.81,5.92,8783.76
32.41,4.81,3123.87,6.32,5930.8
28.22,5.67,2813.7,6.98,9301.34
38.22,3.1,2742.93,6.35,8851.82
26.75,4.12,2705.43,6.73,5858.67
38.42,3.23,3045.56,6.43,6431.36
30.14,3.5,2682.98,6.63,9376.99
24.5,2.66,2910.29,6.39,7530.98
35.47,3.2,2716.13,6.83,11178.29
30.5,3.54,2730.95,5.73,9002.26
33.4,2.42,2954.54,6.32,7026.74
34.9,2.92,2742.99,6.65,7979.59
31.35,2.94,2739.28,6.77,8126.77
27.63,3.83,2969.92,7.25,6543.22
33.9,1.93,3039.61,6.3,6174.82
30.0,2.95,2896.7,7.24,9402.78
32.74,4.91,2701.78,6.17,9690.55
21.39,4.16,2723.41,7.16,9207.56
31.79,4.35,2811.99,6.91,11030.64
27.45,3.02,2848.14,6.04,6916.45
36.61,3.32,2651.82,6.65,11348.54
32.49,4.0,2908.46,6.47,6198.16
30.96,4.56,2812.83,6.81,5974.63
31.95,1.05,2542.64,6.39,4480.08
26.01,1.68,2660.66,6.35,7108.41
36.49,4.31,2724.38,7.18,6992.56
37.97,2.72,2789.07,6.45,9051.87
31.57,2.33,3083.39,6.91,8487.78
36.36,1.75,2835.73,6.39,5614.05
27.72,2.44,2673.88,7.33,7214.55
26.81,1.6,2833.09,6.16,7257.08
30.16,5.09,2747.19,6.19,4448.04
31.74,2.98,2848.71,7.26,6038.11
28.42,2.94,2887.09,6.28,6458.37
32.15,3.59,2981.38,7.3,10867.25
31.23,3.96,2796.36,6.95,8382.9
26.01,3.95,3045.84,6.42,9324.34
32.08,4.07,2936.2,5.59,5002.73
33.45,2.37,2693.88,6.49,10388.43
30.69,2.7,3131.48,6.55,10602.2
34.61,3.77,2849.05,7.08,4003.31
25.13,2.47,2674.73,7.29,6589.37
31.87,2.99,3047.94,6.16,8991.53
25.32,3.4,3111.67,6.9,9288.78
41.74,0.0,2811.47,6.01,5461.82
43.53,1.52,2261.78,6.32,5494.0
42.13,2.33,2541.0,5.03,11365.03
45.53,1.91,2592.5,5.45,7942.35
50.75,2.3,2602.86,5.91,11953.56
41.3,0.75,2632.49,5.47,4807.29
49.8,0.44,2709.88,5.51,5796.08
41.25,0.12,2593.63,5.79,2802.9
40.93,0.93,2533.75,6.39,4057.04
48.93,0.91,2526.63,5.79,10564.59
49.43,1.25,2489.93,6.65,4747.12
49.09,0.84,2741.76,5.4,10606.28
38.68,0.84,2483.62,5.25,3015.93
42.76,0.07,2752.42,7.16,3471.67
48.95,2.13,2603.42,5.61,5181.05
45.2,1.09,2506.17,5.21,5847.0
39.85,0.79,2711.31,4.95,8215.41
47.2,0.1,2469.06,6.65,7081.85
41.57,0.0,2714.87,5.8,5000.84
53.61,2.57,2638.29,5.85,5680.04
52.42,1.67,2492.66,5.9,5234.25
47.9,0.0,2695.15,6.61,3804.83
51.53,1.92,2698.39,5.89,3868.89
45.31,2.11,2808.35,7.41,8466.92
48.67,1.15,2773.91,6.08,1612.4
52.09,2.92,2688.43,6.64,9881.66
46.18,1.26,2397.03,6.48,5176.81
43.78,0.0,3040.75,5.98,4145.98
36.82,1.44,2347.35,5.65,7775.42
44.6,1.29,2770.87,6.2,9564.52
48.95,0.28,2677.63,6.31,8682.32
49.54,1.69,2388.65,5.66,7204.44
47.42,0.0,2577.63,6.1,8608.47
42.4,2.19,2585.82,6.74,1880.41
35.51,0.0,2835.0,7.24,4747.61
42.62,0.0,2471.6,6.51,3813.19
43.54,0.86,2552.85,7.12,8939.13
43.5,1.52,2179.51,5.62,5079.65
47.97,1.2,2912.26,6.42,8028.98
54.53,0.11,2407.32,6.8,7286.06
45.59,0.39,2658.84,5.46,3930.46
43.96,0.0,2581.75,5.71,4591.3
43.76,0.73,2582.36,7.04,9105.16
45.6,2.29,2745.78,5.41,4138.84
41.02,0.99,2900.83,5.2,6299.68
45.58,2.03,2645.27,6.92,4121.9
47.16,2.75,2717.91,6.72,5246.51
46.01,0.29,2659.2,6.26,5889.21
47.2,0.78,2783.16,5.97,4121.12
47.08,3.61,2516.68,5.74,3694.93
36.49,2.73,2793.57,6.17,6687.06
48.06,0.0,2799.89,6.95,3972.63
41.78,1.46,2794.86,6.14,4054.42
39.74,1.0,2481.17,7.3,3746.27
39.7,1.99,2569.7,5.46,5813.02
47.08,0.11,2643.1,5.99,8264.88
43.93,0.0,2353.25,5.78,9615.67
36.93,0.19,2887.09,5.35,4257.8
47.29,0.31,2597.79,5.91,11160.75
38.09,1.98,2651.11,6.25,3588.71
45.67,0.0,2496.14,6.31,8600.52
46.14,0.25,2361.16,7.3,4267.93
49.25,0.0,2491.27,6.28,3909.78
53.55,2.21,2639.46,6.69,4212.59
38.45,2.53,2721.22,6.04,5874.13
44.75,0.61,2629.12,7.01,7391.93
43.67,0.64,2662.41,7.44,7607.68
47.08,1.54,2539.34,6.32,3734.44
46.04,2.77,2689.32,5.4,3624.82
43.31,1.49,2866.91,5.67,3800.07
42.88,0.16,2726.86,6.17,5732.75
39.64,0.0,2745.72,6.27,5495.63
49.74,0.0,2652.92,6.42,3719.58
47.2,1.09,2329.43,6.28,6647.05
49.41,0.21,2411.96,6.0,11430.17
43.51,1.23,2681.88,5.62,4788.68
41.85,0.34,2598.03,6.24,4959.57
39.82,0.0,2679.17,7.11,7343.19
46.72,0.0,2901.76,6.61,4658.84
40.01,2.87,2730.69,6.32,7605.51
53.87,2.07,2826.6,6.62,4275.5
38.72,3.08,2617.04,5.78,10397.09
46.31,1.65,2454.7,5.7,6827.46
52.52,0.48,2589.58,5.55,4511.94
47.88,2.59,2455.14,5.92,4587.14
45.84,0.96,2880.49,5.75,4766.88
40.35,1.27,2742.27,6.72,9294.6
38.37,0.95,2693.69,5.71,2955.0
48.7,0.0,2822.47,5.52,4396.94
52.23,2.93,2236.39,7.17,4652.01
42.89,1.59,2705.86,5.73,5962.35
39.53,1.4,2364.08,6.09,5349.34
33.2,0.93,2598.69,6.27,2421.05
40.29,1.2,2543.89,5.32,5040.43
44.45,0.28,2719.11,6.74,5761.08
52.68,1.74,2641.07,6.38,4492.57
48.23,0.0,2842.12,6.94,7648.26
46.46,1.22,2491.66,5.59,8206.58
43.08,1.67,2727.64,6.06,5811.87
42.2,0.76,2629.2,6.02,6553.3
51.75,1.45,2305.65,6.16,813.47
45.96,0.0,2434.65,5.13,4989.35
34.91,0.0,2573.02,6.07,8411.57
41.77,1.28,2800.21,5.14,4983.75
40.88,1.81,2683.47,6.22,4230.57
42.38,0.0,2389.85,4.72,11466.45
47.7,1.63,2574.74,4.89,10365.79
44.48,0.35,2963.21,6.49,7122.18
44.63,0.77,2620.02,5.67,8733.39
51.3,0.0,2541.08,5.41,657.75
41.66,0.0,2688.51,6.76,4109.88
53.95,2.16,2737.41,6.2,4872.1
41.78,1.04,2517.89,6.52,5433.65
45.43,0.54,2690.46,5.9,4824.13
43.65,0.86,2540.8,7.61,0.0
45.59,1.59,2729.48,5.64,6926.46
47.13,1.53,2630.54,7.05,7304.77
47.08,0.91,2686.75,5.96,9844.56
41.39,2.31,2463.35,5.01,4108.06
39.61,2.16,2452.17,6.29,3911.61
57.02,1.5,2770.19,6.19,0.0
42.68,1.07,2585.71,5.37,5295.44
48.36,1.79,2651.31,5.45,8162.67
37.28,1.38,2544.85,5.99,4531.76
43.66,2.27,2761.77,6.21,11144.27
44.39,2.08,2490.59,4.52,5384.17
47.27,0.0,2575.59,6.63,6352.78
31.93,0.0,2741.48,5.7,2728.55
45.8,0.16,2811.13,5.2,6689.33
39.48,2.17,2505.72,6.56,1249.63
46.56,0.0,2952.74,5.99,7664.88
40.03,1.47,2656.38,6.73,7738.63
40.89,1.44,2412.27,6.26,9262.3
43.69,2.4,2666.43,6.0,3552.08
39.95,1.22,2531.06,5.91,6385.35
42.72,0.0,2678.13,6.29,7353.16
39.27,0.0,2592.29,5.75,7061.48
36.2,0.0,2613.37,5.49,3923.28
49.89,0.35,2435.91,6.37,259.24
38.78,0.78,2778.21,5.91,6832.7
44.14,0.0,2391.9,6.02,5634.0
48.61,2.76,2400.42,6.65,4639.99
42.05,0.0,2666.12,5.93,7833.47
41.04,2.62,2888.51,6.01,5892.19
46.09,2.42,2536.53,5.64,2833.93
50.37,2.08,2726.18,6.26,1364.51
39.39,0.17,2793.2,6.21,3290.49
44.28,1.41,2746.64,6.54,11743.23
36.68,0.0,2543.98,5.65,7734.66
43.11,2.09,2403.61,5.73,6452.67
45.16,0.91,2202.64,6.48,5564.01
40.9,0.51,2552.69,6.15,5406.26
42.81,0.0,2812.06,5.46,8801.27
38.24,0.0,2397.65,6.78,4822.57
45.37,0.0,2726.04,4.98,7384.61
50.07,2.34,2428.97,6.47,5163.77
39.73,0.52,2619.09,5.24,10656.38
42.01,0.8,2727.4,7.13,7781.49
47.41,1.79,2481.29,5.07,8989.34
50.82,3.17,2630.69,6.69,4597.42
37.83,2.59,2525.28,5.95,8539.53
44.19,0.0,2726.93,5.78,5249.81
46.36,0.0,2642.36,6.11,6264.08
44.51,3.83,2610.17,6.38,9924.11
33.11,3.72,2880.5,5.46,3497.34
47.41,1.23,2719.22,5.51,6487.79
52.29,0.0,2475.74,6.39,7051.21
45.56,2.16,2584.54,4.98,7248.01
40.05,0.87,2586.34,5.65,4918.12
42.54,0.86,2614.46,7.82,11007.03
53.5,2.07,3054.41,5.42,2892.16
49.37,1.4,2666.75,6.69,9501.32
48.07,0.0,2233.54,5.65,8916.16
46.71,0.61,2502.3,6.31,10562.13
41.83,1.79,2252.17,6.39,2188.25
44.04,1.61,2540.64,6.68,3914.8
44.63,1.31,2242.28,5.88,9580.66
47.64,2.12,2443.11,7.19,1495.11
52.24,0.57,2326.27,5.65,2144.5
50.37,1.21,2669.15,6.14,4828.06
38.19,0.0,2600.1,6.15,6460.79
46.08,0.46,2654.53,5.33,9821.34
48.54,1.92,2581.18,5.83,5555.36
47.97,0.53,2349.03,6.1,4540.23
41.98,0.44,2692.43,5.74,6747.34
58.99,0.0,2946.0,7.46,7127.03
38.87,2.2,2673.66,5.5,7058.98
39.8,1.66,2523.33,6.71,5572.83
46.12,1.99,2342.95,6.51,1307.79
55.16,0.0,2436.55,5.99,3797.72
40.99,0.81,2681.55,5.48,9408.65
43.72,0.66,2793.16,5.54,6448.97
50.17,0.66,2646.96,5.69,5225.95
44.91,0.26,2743.98,4.93,8683.6
43.39,0.58,2727.38,5.4,3287.72
47.72,2.02,2691.18,5.11,5459.16
46.31,0.0,2481.47,6.81,6330.62
49.95,3.13,2631.31,6.37,4940.69
51.2,1.58,2447.29,6.47,6241.83
46.47,0.95,2603.14,6.35,5549.53
46.4,2.09,2659.56,6.1,2641.58
46.03,0.0,2902.18,6.88,6435.55
47.35,0.2,2364.25,5.63,2811.96
45.26,0.85,2686.67,6.06,6397.48
45.0,2.64,2866.62,6.45,9297.93
50.74,0.94,2736.59,5.21,5325.54
52.28,1.54,2749.93,7.86,3188.44
37.76,0.29,2705.79,6.02,5695.23
45.05,1.58,2833.7,6.09,4003.27
41.69,3.01,2404.25,6.75,7426.82
43.51,2.19,2350.53,6.55,5644.83
46.93,0.9,2598.86,6.02,10103.43
48.21,1.81,2210.99,6.08,8791.18
44.46,1.69,2821.52,5.1,5632.61
35.82,1.61,2819.73,5.67,7717.46
40.37,2.33,2522.0,6.31,5056.23
49.3,2.33,2533.26,6.27,6081.5
31.85,0.85,2586.98,6.73,5132.56
50.7,1.77,2609.36,5.93,7839.49
47.5,0.54,2622.89,5.17,9439.17
51.32,0.0,2700.48,6.63,7916.76
44.05,0.68,2568.93,6.86,8212.65
35.11,0.91,2769.77,6.54,8215.28
47.07,0.0,2680.27,5.9,7323.01
51.12,2.03,2490.75,6.63,3265.71
49.44,0.0,2840.32,8.06,10082.33
41.82,4.26,2355.51,6.07,10330.59
45.42,2.8,2583.41,5.21,5438.69
42.44,0.69,2774.05,5.65,5110.33
41.07,1.01,2469.85,6.38,7469.79
49.59,1.36,2655.72,5.04,7321.95
39.25,0.29,2697.8,6.1,5515.33
40.71,1.23,2445.11,6.23,2999.94
39.7,0.83,2586.95,6.92,6733.68
37.85,0.89,2571.83,6.79,7323.45
45.7,1.22,2500.69,6.52,7741.97
50.58,0.0,3014.3,4.7,6838.3
44.11,1.05,2462.64,6.55,5349.32
37.77,1.2,2780.89,6.42,8385.6
49.03,1.15,2529.3,6.15,6158.04
53.09,0.74,2404.41,4.96,4884.18
41.9,2.37,2618.51,5.53,5566.43
42.7,0.58,2716.84,5.3,1809.67
47.48,1.27,2765.69,4.79,5562.62
52.78,2.56,2881.21,6.0,7652.25
42.5,0.9,3130.14,5.52,6815.48
38.6,1.26,2645.09,7.58,9649.59
48.03,0.88,2480.64,5.9,5368.86
48.84,2.48,2681.52,6.78,7169.55
45.03,0.69,2552.08,5.06,7902.58
42.32,2.54,2766.67,5.68,11622.86
49.77,0.88,2366.51,6.06,6347.44
47.53,0.0,3026.3,5.46,3493.95
41.31,1.82,2754.09,5.75,8035.03
45.24,0.63,2296.88,5.87,10477.75
38.51,1.74,2472.37,5.86,5225.88
48.29,0.0,2746.89,7.11,8018.6
43.74,1.01,2811.74,6.23,8948.95
42.91,0.45,2371.0,6.29,8440.96
44.84,0.0,2728.34,6.32,6301.34
45.19,0.34,2249.48,6.37,4323.66
49.3,0.31,2583.92,5.95,5804.93
47.84,0.94,2800.17,5.81,7100.64
44.25,0.0,2500.73,6.1,8179.73
48.67,1.38,2328.75,6.69,6801.47
46.92,2.64,2626.32,6.68,5088.22
42.95,1.34,2491.15,5.86,7332.91
44.4,1.97,2713.32,6.46,8064.2
44.29,2.31,2440.64,5.88,6911.06
47.43,2.48,2460.93,6.02,3993.15
43.24,3.24,2236.22,5.72,5564.63
43.13,0.4,2630.59,5.89,8274.77
54.45,0.14,2571.04,6.8,2680.76
49.51,1.94,2386.09,6.06,976.37
41.35,1.85,2634.88,6.08,9619.4
47.74,1.93,2784.87,5.13,7227.4
45.57,3.27,2561.2,5.81,7456.15
46.88,1.01,2648.27,5.86,3415.64
45.66,1.51,2649.2,5.5,7770.07
50.71,0.0,2383.22,6.01,6660.6
46.66,3.56,2970.19,5.74,2197.61
44.7,0.6,2515.25,6.05,9418.28
50.0,0.63,2718.1,6.07,6380.84
46.12,0.58,2738.46,5.43,5049.4
45.58,0.23,2574.87,5.76,5092.82
46.51,0.12,2709.22,6.05,1163.47
44.55,0.37,2644.25,6.71,7424.01
45.04,0.0,2344.82,6.15,6628.46
42.18,0.06,2540.19,5.6,5534.21
41.39,3.34,2489.74,6.24,9068.36
40.21,1.88,2516.89,7.02,2678.74
38.32,2.11,2365.28,6.55,4567.75
40.78,2.41,2802.76,6.33,3959.98
44.16,3.2,2888.36,6.44,5330.89
45.49,0.0,2776.04,6.86,6161.93
43.7,0.0,2828.7,6.65,7032.03
33.69,0.04,2537.97,6.34,5167.26
52.56,0.44,2485.47,6.64,3894.35
50.22,0.64,2459.85,5.35,10046.42
47.14,0.46,2715.93,5.1,11787.94
54.16,1.26,2640.87,6.09,6343.89
40.31,1.04,2586.1,6.04,4183.73
54.06,0.13,2833.13,5.67,9541.09
40.37,0.0,2672.89,6.5,2527.78
46.15,0.0,2449.04,4.88,5196.54
38.89,0.34,2477.44,5.68,4329.32
45.07,0.7,2722.76,5.71,3217.11
46.85,0.0,2787.51,5.02,5327.94
44.26,0.41,2699.3,6.9,3925.99
48.43,0.0,2941.44,5.18,6030.37
45.48,0.85,2894.3,5.65,6065.23
42.49,0.0,2679.39,6.54,4508.8
42.28,0.0,2449.06,6.39,5110.77
48.89,0.0,2364.2,5.34,5445.96
41.86,0.82,2530.27,6.41,7943.63
49.39,0.0,2735.58,6.17,5643.77
50.87,2.09,2928.8,7.4,7979.28
36.99,1.49,2675.14,6.24,7405.95
50.44,0.92,2810.37,5.92,7371.67
54.89,0.04,2555.84,5.49,9330.83
46.21,1.46,2712.1,5.55,3313.46
47.88,1.83,2748.2,5.5,4864.36
49.98,1.17,2243.67,6.82,10231.92
43.68,2.92,2525.58,6.01,5382.44
45.87,1.55,2770.95,6.34,0.0
38.69,2.1,2649.4,6.91,5512.88
45.67,1.16,2384.63,4.58,6323.85
47.39,1.81,2162.58,6.77,0.0
47.48,0.04,2534.16,6.03,9201.45
50.11,0.45,2587.11,6.26,4287.09
41.28,1.42,2440.89,5.5,6788.55
42.44,1.41,2625.76,5.55,5457.64
54.1,1.61,2691.15,6.29,2907.96
44.28,2.32,2720.72,7.43,3430.78
45.96,0.0,2175.93,6.6,3755.8
44.68,0.0,2363.43,6.76,8605.61
41.06,1.28,2545.17,5.88,5645.91
52.79,0.13,2702.99,5.64,4747.52
42.47,5.05,2688.06,5.53,3756.94
39.59,1.62,2684.94,5.71,8870.76
42.84,0.91,2530.98,4.77,9514.08
35.39,0.38,2541.03,5.57,8843.39
41.87,0.42,2468.9,5.66,7181.85
40.35,1.04,2738.27,5.89,6695.59
47.96,1.13,2434.31,6.08,3081.75
41.77,0.45,2753.01,6.22,5410.03
49.26,0.67,2637.41,5.99,4358.74
51.71,2.61,2591.89,5.65,1618.77
48.75,2.66,2481.79,4.82,8536.9
43.97,1.3,2356.0,5.65,4330.01
45.68,0.0,2483.42,5.42,8870.26
37.68,1.65,2540.6,6.28,8116.19
44.36,2.87,2173.58,6.55,7336.12
40.87,2.64,2564.48,6.56,7470.92
48.33,1.88,2766.38,6.45,4523.25
57.35,2.71,2702.1,5.92,10458.84
47.4,1.06,2510.68,5.69,6103.5
35.44,1.75,2608.45,5.55,6724.64
43.27,0.18,2499.89,5.1,4442.22
45.59,1.35,2626.78,6.6,3765.2
45.42,2.6,2877.22,5.9,7145.51
41.49,0.29,2774.33,5.25,6522.03
46.18,0.0,2693.74,5.5,4105.55
39.04,1.12,2511.28,5.48,2547.78
40.46,0.73,2734.99,6.03,2952.18
48.1,1.78,2296.36,6.64,8870.72
40.12,0.46,2554.58,5.79,4528.19
47.58,3.06,2705.07,4.65,5186.62
38.43,0.0,2733.28,5.89,9480.82
53.47,2.5,2720.58,5.91,3306.84
41.28,0.08,2653.07,5.87,4255.21
43.93,0.0,2564.77,5.62,4154.96
46.59,1.29,2696.84,6.13,9883.36
42.29,0.69,2428.49,6.04,10784.12
45.69,0.0,2447.96,5.99,7803.75
47.76,0.0,2611.11,6.25,7880.12
49.61,0.99,2631.18,5.74,4607.15
48.8,2.17,2271.39,5.71,10673.59
44.18,1.7,2681.93,6.83,6642.47
44.3,1.07,2739.09,6.34,8047.46
56.28,1.57,2586.09,6.5,5746.74
49.56,0.97,3027.4,6.74,5356.72
40.58,0.0,2477.07,6.32,9991.3
45.48,0.0,2535.0,6.56,7295.34
43.39,0.76,2528.89,5.05,9483.3
44.35,0.81,2586.29,6.12,6612.79
39.1,2.02,2540.83,5.89,3963.92
43.02,1.91,2346.77,7.01,4599.98
53.7,1.73,2501.62,6.56,6247.12
47.78,0.66,2582.43,5.62,4496.4
33.04,0.0,2821.14,6.22,3342.09
50.84,1.49,2996.4,6.1,8883.4
50.23,1.63,2840.39,6.27,4692.31
43.28,0.0,2460.43,5.39,6331.66
48.44,0.0,2474.75,6.22,6710.72
40.87,0.17,2571.32,5.86,4588.43
42.74,1.14,2921.22,6.17,9481.92
52.19,0.04,2570.22,5.57,3318.86
43.7,0.95,2361.05,5.65,6627.9
36.03,0.75,2509.79,6.7,6590.68
44.7,0.81,2736.27,5.37,5869.79
44.62,0.14,2724.19,5.41,2887.41
50.75,0.23,2563.96,5.97,8089.96
45.07,0.0,2723.01,5.54,7784.43
42.98,1.46,2190.83,5.47,4378.64
50.02,1.69,2618.69,6.06,7697.97
45.58,0.08,2754.92,5.1,6899.78
41.4,2.82,2450.08,5.4,2926.53
50.54,0.62,2449.46,7.23,3950.57
45.93,2.84,2264.04,6.28,8731.88
45.01,0.23,2886.18,5.55,6742.6
45.85,0.0,2470.37,6.25,4645.67
39.86,1.48,2643.39,6.34,3939.66
42.47,1.3,2708.71,6.6,4763.05
45.02,1.04,2872.17,5.92,4933.25
44.07,0.23,2572.3,6.59,3969.69
51.11,0.96,2502.9,4.78,1819.77
46.04,0.39,2631.15,5.37,8736.03
49.1,0.64,2831.13,6.1,8329.52
45.05,2.01,2569.37,6.2,2944.19
50.07,1.22,2428.12,5.45,6327.15
46.91,1.73,2322.66,6.16,3834.63
45.06,0.72,2380.17,5.63,5372.24
44.94,0.59,2755.59,5.83,5172.56
40.42,0.0,2542.29,6.61,4973.2
47.43,0.56,2490.65,6.55,10807.07
44.81,0.0,2471.13,5.4,4943.22
42.59,0.29,2615.31,5.37,4060.17
50.31,0.9,2556.9,5.75,4169.8
39.0,1.68,2550.84,5.98,8505.06
42.97,0.68,2842.88,5.61,2034.95
49.93,1.42,2876.84,6.62,4169.71
46.51,0.0,2310.2,6.21,9472.37
44.77,0.93,2658.97,6.24,6585.57
46.2,0.0,2460.16,5.24,6460.61
45.86,0.0,2555.31,6.7,11117.15
37.72,0.78,2655.67,4.31,6591.24
43.32,2.53,2561.71,6.5,4300.35
52.76,1.45,2641.48,6.56,5323.02
41.84,1.02,2721.13,5.74,3274.96
43.47,0.98,2653.02,6.76,9014.25
42.4,0.14,2483.57,5.96,7378.95
44.58,0.35,2486.74,6.04,8698.59
42.2,1.51,2340.85,6.2,8911.16
47.34,0.0,2446.29,7.91,5005.89
45.95,1.71,2953.17,6.81,3732.59
48.71,0.53,2457.44,6.42,5875.89
39.96,1.99,2385.19,5.45,3905.37
43.37,2.15,2657.59,6.09,6395.9
43.92,0.0,2580.13,5.51,8717.03
47.19,0.3,2564.79,6.49,5596.46
41.19,0.0,2853.63,6.08,6359.99
49.4,0.0,2698.84,5.33,5774.77
50.69,0.0,2504.6,6.05,7926.55
40.25,3.93,2523.59,5.49,4397.32
42.64,1.73,2509.53,6.09,728.53
42.45,3.3,2757.45,5.48,7130.09
57.64,1.99,2544.53,6.02,8370.8
42.94,0.11,2277.23,6.45,7071.3
53.05,0.54,2591.3,5.97,4463.45
38.92,1.71,2323.34,5.77,3275.97
40.25,1.53,2993.16,6.12,7186.79
41.7,0.31,2426.18,6.42,6339.55
40.94,0.0,2570.86,5.34,5698.1
43.71,4.95,2646.48,6.16,10373.91
41.6,0.83,2548.04,6.79,3727.68
41.07,0.61,2547.79,6.34,10260.09
50.56,1.14,2675.93,6.03,6076.28
50.87,0.71,2874.72,6.38,1594.63
49.56,1.15,2738.15,6.27,5569.91
47.52,2.54,2866.13,6.45,8302.79
45.45,0.85,2411.61,4.79,5123.87
42.61,0.0,2657.13,5.07,2460.53
40.42,0.81,2627.94,6.6,5605.17
46.74,0.44,2663.2,5.1,3942.79
39.37,2.71,2847.72,6.24,7180.35
40.23,2.41,2560.26,5.79,7856.16
50.53,1.13,2527.01,5.4,3464.95
54.12,0.0,2696.12,6.21,4306.07
46.89,0.0,2279.92,6.12,7815.94
50.31,1.02,2557.37,7.27,3938.77
43.82,1.4,2575.84,5.63,3402.82
38.58,0.55,2434.34,6.86,3171.14
47.94,0.42,2790.27,6.21,6844.89
47.73,0.29,2408.8,5.6,6741.98
45.34,0.97,2575.54,6.48,4358.29
43.84,0.0,2652.77,6.34,6012.2
49.62,0.0,2843.62,6.02,9665.12
40.27,0.25,2598.1,6.16,3662.26
41.29,2.45,2768.51,5.64,1315.82
40.16,0.02,2726.11,5.5,7092.18
45.41,1.22,2622.22,6.46,5735.04
39.78,1.27,2403.89,5.87,4295.94
41.72,2.56,2341.78,5.95,7564.99
41.61,2.52,2619.17,6.17,8014.14
43.75,0.93,2502.31,6.16,700.13
37.86,0.43,2765.47,5.14,4433.77
45.42,0.2,2734.25,6.77,11562.04
50.99,0.71,2566.77,6.07,7400.17
45.65,0.48,2391.61,5.88,7622.65
52.4,1.66,2691.93,6.26,8814.95
51.4,1.5,2416.77,6.14,6040.97
48.73,1.71,2463.48,6.46,7912.04
45.36,2.51,2423.71,6.32,7723.35
45.11,3.24,2575.07,6.43,7293.7
48.67,1.15,2810.63,6.81,5227.17
43.12,2.32,2599.09,6.53,6412.94
35.96,0.58,2520.22,5.9,4587.93
47.36,2.42,2325.39,5.33,6030.75
39.57,2.27,2699.38,7.0,3195.62
40.38,2.21,2459.53,5.86,4102.5
45.0,1.11,2621.15,5.72,5322.45
44.54,0.2,2536.24,4.96,3735.11
38.22,0.0,2750.87,6.2,4787.96
45.79,0.95,2571.7,6.09,5606.58
49.64,2.84,2589.39,5.09,6965.43
39.58,0.63,2687.43,6.27,8278.22
51.11,1.94,2979.25,5.7,4886.92
37.51,2.01,2759.92,7.61,9204.25
55.16,0.66,2584.05,5.66,8252.67
43.03,2.58,2600.58,5.74,7209.83
45.7,0.0,2505.53,5.48,6368.76
35.92,0.0,2429.0,6.77,6765.89
44.7,0.0,2500.5,5.78,8848.92
46.1,0.02,2461.01,5.57,8936.59
44.59,1.4,2717.61,6.42,9203.87
42.3,1.35,2407.18,5.17,6099.18
40.46,1.47,2839.98,6.38,7331.92
50.43,1.72,2735.37,7.07,9224.51
45.15,0.0,2603.69,6.34,4503.08
52.4,0.0,2600.06,6.38,5235.8
42.47,1.48,2499.69,6.52,6038.49
42.91,0.24,2648.62,7.03,8159.04
48.91,0.0,2795.86,6.73,8196.41
37.21,2.17,2473.43,6.26,5445.93
