Employee_ID,Weekly_Hours,Projects_Completed,Experience_Years,Performance_Score,Satisfaction_Score,Teamwork_Score,Department,Education_Level,Work_Model,Gender
3896,57,3,11,73,79,1,Finance,PhD,Remote,Female
3897,35,3,14,41,96,0,HR,Master,Remote,Male
3898,32,6,12,46,38,0,HR,Master,Hybrid,Female
3899,49,6,30,43,93,1,Finance,PhD,On-site,Other
3900,32,3,6,96,63,4,Sales,Bachelor,On-site,Male
3901,30,3,29,85,98,9,Engineering,High School,Hybrid,Female
3902,35,8,12,61,42,6,Engineering,High School,Hybrid,Female
3903,59,3,14,41,57,4,Marketing,Bachelor,On-site,Female
3904,38,4,12,100,92,4,HR,Master,Hybrid,Other
3905,53,5,13,65,70,8,Engineering,Master,Remote,Female
3906,46,2,12,80,71,8,HR,Master,Hybrid,Other
3907,46,4,1,86,72,2,HR,Bachelor,Hybrid,Other
3908,60,8,0,48,74,6,Sales,Bachelor,Remote,Other
3909,32,4,4,53,38,9,Marketing,PhD,Remote,Male
3910,53,2,22,91,63,8,Finance,PhD,Remote,Male
3911,46,4,25,52,63,5,Finance,High School,On-site,Male
3912,38,3,29,52,59,8,Engineering,Master,Hybrid,Other
3913,35,6,11,83,78,2,Marketing,High School,Hybrid,Other
3914,46,3,28,61,93,6,Engineering,Master,Hybrid,Male
3915,45,3,2,80,66,0,Marketing,PhD,Hybrid,Male
3916,53,6,9,74,81,7,HR,High School,Remote,Male
3917,37,5,13,94,55,10,Marketing,Master,Hybrid,Female
3918,46,3,7,90,52,7,Finance,Master,On-site,Other
3919,36,9,29,80,94,8,Finance,Bachelor,On-site,Other
3920,44,3,24,40,69,3,HR,PhD,Remote,Male
3921,52,8,11,98,78,0,Marketing,Bachelor,Remote,Other
3922,44,2,22,99,81,10,HR,High School,Hybrid,Other
3923,44,5,14,42,45,1,Marketing,Master,On-site,Other
3924,42,5,1,55,34,0,HR,Master,Hybrid,Male
3925,32,6,17,88,58,1,Engineering,Master,On-site,Male
3926,52,6,13,81,47,6,Engineering,Bachelor,Remote,Male
3927,56,4,18,49,75,7,Sales,High School,Remote,Other
3928,40,5,17,81,72,1,HR,PhD,Remote,Female
3929,41,5,17,100,58,5,Engineering,High School,On-site,Male
3930,38,6,27,91,48,10,HR,High School,Hybrid,Female
3931,44,2,16,95,62,1,Engineering,PhD,On-site,Female
3932,48,5,10,44,59,9,Finance,Master,Remote,Other
3933,50,6,8,85,69,9,Finance,Bachelor,On-site,Male
3934,34,7,15,69,30,4,Engineering,High School,On-site,Male
3935,47,3,29,50,76,4,Finance,PhD,On-site,Other
3936,33,5,9,95,69,7,Sales,Bachelor,Remote,Male
3937,47,5,25,44,31,2,Finance,PhD,Remote,Female
3938,59,5,29,89,48,7,Marketing,High School,Remote,Other
3939,53,3,3,76,69,3,Finance,Master,On-site,Male
3940,56,1,3,82,85,6,Sales,High School,Hybrid,Other
3941,45,6,15,54,55,5,Marketing,Master,Remote,Female
3942,45,4,18,61,77,3,Marketing,Master,Remote,Female
3943,55,2,14,67,45,2,Sales,PhD,Remote,Female
3944,48,2,13,73,51,9,HR,PhD,Remote,Female
3945,35,8,23,55,80,5,Sales,Master,Hybrid,Female
3946,31,4,13,89,48,3,Marketing,Bachelor,Remote,Female
3947,45,6,5,52,70,5,Sales,PhD,Remote,Female
3948,36,6,16,43,85,9,HR,Master,On-site,Other
3949,39,6,28,83,55,8,Marketing,Bachelor,Remote,Female
3950,53,6,13,68,83,9,HR,Bachelor,On-site,Other
3951,58,4,9,56,57,5,Finance,Bachelor,On-site,Other
3952,47,5,5,72,44,3,Sales,PhD,Hybrid,Male
3953,54,2,24,86,63,4,Sales,Master,Hybrid,Female
3954,43,4,19,41,75,1,Marketing,Bachelor,On-site,Male
3955,36,5,12,95,41,10,Finance,High School,Hybrid,Female
3956,33,2,12,100,79,2,Finance,Master,Hybrid,Other
3957,49,11,4,98,66,2,HR,PhD,On-site,Other
3958,41,7,18,82,51,9,Sales,Master,On-site,Other
3959,50,4,10,52,91,7,Finance,PhD,Remote,Other
3960,48,3,24,74,63,1,HR,Master,Remote,Female
3961,53,4,12,91,54,3,Marketing,Bachelor,Hybrid,Other
3962,46,3,28,93,40,5,Engineering,PhD,On-site,Female
3963,45,4,18,99,41,4,HR,Bachelor,Remote,Female
3964,52,3,2,49,75,10,HR,Bachelor,Remote,Male
3965,39,4,25,92,51,3,Finance,High School,Remote,Other
3966,33,7,14,40,88,5,Sales,PhD,On-site,Other
3967,52,8,18,63,96,0,HR,Master,On-site,Other
3968,43,7,24,56,57,8,Engineering,PhD,On-site,Other
3969,50,4,2,87,82,9,Sales,Master,On-site,Other
3970,47,3,8,95,80,0,Engineering,PhD,Hybrid,Other
3971,55,5,30,97,39,9,HR,Bachelor,Hybrid,Male
3972,31,4,3,44,85,2,HR,Master,Hybrid,Other
3973,46,0,11,49,38,8,HR,High School,On-site,Male
3974,30,5,29,68,85,8,Finance,Bachelor,Hybrid,Other
3975,30,7,23,59,31,1,Sales,Master,Remote,Male
3976,31,7,18,92,62,1,Sales,PhD,On-site,Other
3977,47,7,29,66,45,6,Finance,PhD,On-site,Male
3978,32,9,21,42,75,2,Sales,PhD,On-site,Other
3979,34,4,10,100,52,10,HR,Master,Remote,Other
3980,52,4,29,72,44,5,HR,Bachelor,On-site,Male
3981,44,5,20,64,68,2,Engineering,Master,Remote,Other
3982,55,5,22,96,82,10,Sales,Bachelor,Remote,Male
3983,53,2,4,79,56,2,HR,Master,On-site,Female
3984,55,7,29,79,78,4,Finance,Bachelor,Hybrid,Female
3985,32,4,30,69,76,2,Marketing,PhD,On-site,Other
3986,40,3,10,64,80,4,Marketing,High School,Hybrid,Other
3987,50,4,9,54,47,0,Sales,High School,On-site,Other
3988,36,5,13,48,37,5,Marketing,High School,Hybrid,Female
3989,54,6,29,45,88,4,Engineering,Bachelor,Hybrid,Female
3990,31,4,11,89,36,7,Sales,Bachelor,Remote,Female
3991,32,2,4,44,50,7,Engineering,Bachelor,Remote,Female
3992,39,7,12,46,58,1,Finance,PhD,Hybrid,Other
3993,53,4,9,46,100,10,Engineering,Bachelor,On-site,Female
3994,59,10,7,52,46,6,Finance,High School,Hybrid,Male
3995,40,5,11,51,84,2,HR,Master,Remote,Male
3996,35,6,19,59,52,3,Marketing,Master,On-site,Male
3997,42,6,19,93,96,4,Engineering,PhD,On-site,Male
3998,60,5,4,45,96,7,HR,Bachelor,Hybrid,Other
3999,36,4,12,67,92,3,Finance,PhD,Hybrid,Male
4000,55,5,30,45,83,0,Sales,Bachelor,On-site,Male
4001,31,5,11,88,70,9,Finance,Master,Hybrid,Other
4002,46,5,2,50,30,3,Marketing,Bachelor,Remote,Male
4003,46,6,16,78,95,7,Finance,High School,Hybrid,Other
4004,48,8,26,60,64,1,Marketing,PhD,Remote,Other
4005,34,4,23,47,77,3,Finance,PhD,Hybrid,Other
4006,48,8,13,59,86,0,Sales,Bachelor,On-site,Female
4007,37,6,19,48,100,10,HR,High School,Hybrid,Other
4008,37,4,11,44,83,9,Finance,Master,On-site,Other
4009,38,9,29,95,79,10,Engineering,High School,Remote,Other
4010,35,8,12,99,71,8,Marketing,Master,Hybrid,Other
4011,30,2,5,64,36,8,HR,High School,Remote,Female
4012,59,11,24,44,77,0,Marketing,PhD,On-site,Female
4013,53,8,5,80,77,9,HR,Master,On-site,Female
4014,49,3,20,44,47,0,Finance,Bachelor,Hybrid,Male
4015,57,8,12,87,41,1,Engineering,Bachelor,On-site,Female
4016,30,5,0,40,32,5,HR,PhD,On-site,Male
4017,47,5,26,87,94,6,Finance,PhD,Remote,Male
4018,52,7,9,80,89,4,Engineering,Bachelor,Remote,Female
4019,30,5,14,85,42,6,Engineering,Bachelor,Remote,Other
4020,41,6,7,100,93,1,Sales,PhD,On-site,Female
4021,56,5,22,82,65,2,Engineering,High School,Hybrid,Male
4022,56,10,2,89,95,9,HR,High School,Remote,Female
4023,56,4,30,53,40,8,Finance,Master,Remote,Male
4024,45,8,7,67,74,0,Sales,PhD,On-site,Male
4025,39,4,18,43,70,3,Engineering,High School,On-site,Other
4026,59,4,15,92,70,8,Engineering,PhD,Remote,Other
4027,32,5,14,97,55,2,Engineering,PhD,On-site,Other
4028,43,5,0,61,46,5,Sales,Master,Hybrid,Other
4029,32,4,17,66,38,8,Finance,Master,Hybrid,Other
4030,55,5,29,59,98,3,Marketing,Bachelor,Hybrid,Other
4031,59,2,25,80,92,4,Sales,Master,Remote,Male
4032,52,1,3,77,61,8,Sales,PhD,Hybrid,Other
4033,38,3,14,87,41,4,Engineering,Master,On-site,Male
4034,48,4,25,72,89,10,Finance,PhD,On-site,Male
4035,53,4,29,60,90,7,Engineering,PhD,Hybrid,Male
4036,57,1,27,89,36,4,Marketing,PhD,On-site,Female
4037,50,7,27,49,53,5,Marketing,PhD,Remote,Male
4038,34,4,11,92,63,9,Finance,Bachelor,On-site,Female
4039,54,4,10,49,97,7,HR,PhD,Hybrid,Other
4040,47,4,20,85,66,3,Sales,Bachelor,On-site,Female
4041,46,4,13,69,89,5,Finance,Master,Hybrid,Other
4042,40,4,0,89,37,3,Engineering,PhD,Remote,Male
4043,41,3,29,62,93,1,Engineering,Master,On-site,Female
4044,53,4,5,71,98,6,HR,Bachelor,Remote,Other
4045,41,6,8,42,36,6,HR,High School,Remote,Other
4046,59,5,7,94,61,10,HR,Master,On-site,Female
4047,41,5,2,90,34,9,Sales,High School,Remote,Male
4048,52,5,5,99,58,8,Engineering,High School,Remote,Female
4049,35,7,11,83,82,3,HR,Master,Hybrid,Female
4050,48,3,1,93,83,1,Finance,High School,Hybrid,Other
4051,34,4,21,97,49,7,Sales,Master,Hybrid,Female
4052,54,4,30,95,36,10,Sales,Bachelor,Hybrid,Other
4053,40,3,20,84,87,6,HR,Master,Remote,Female
4054,33,5,29,73,99,3,Sales,Master,On-site,Male
4055,60,8,11,95,41,3,HR,PhD,Remote,Other
4056,43,4,21,62,53,10,HR,High School,Hybrid,Female
4057,60,6,18,45,51,10,Engineering,Master,Hybrid,Female
4058,57,6,7,42,98,0,Sales,Bachelor,Remote,Female
4059,43,4,25,46,67,5,HR,Master,Hybrid,Male
4060,51,1,26,71,75,7,Sales,Master,On-site,Male
4061,40,7,24,48,59,4,Sales,Bachelor,Remote,Other
4062,44,2,5,49,68,9,Marketing,Bachelor,Remote,Male
4063,37,4,17,53,71,2,Engineering,Bachelor,Hybrid,Female
4064,34,7,14,80,79,9,Engineering,High School,Hybrid,Other
4065,34,6,16,72,74,10,Sales,Master,Hybrid,Male
4066,39,11,29,53,87,3,Sales,High School,On-site,Male
4067,36,3,1,46,71,9,Sales,PhD,Hybrid,Other
4068,48,4,22,45,34,6,Sales,Master,Remote,Female
4069,32,6,20,55,46,10,HR,Bachelor,Hybrid,Male
4070,49,3,28,62,72,5,HR,Master,Remote,Other
4071,53,2,0,46,41,8,HR,High School,Hybrid,Other
4072,37,5,29,47,55,0,Finance,High School,Remote,Other
4073,59,2,26,72,32,1,Sales,Master,Hybrid,Female
4074,47,8,10,90,56,2,Finance,Bachelor,Hybrid,Male
4075,49,3,18,60,72,5,Sales,Bachelor,On-site,Other
4076,46,4,14,71,66,1,Finance,Bachelor,On-site,Other
4077,60,6,20,53,64,9,Finance,PhD,Remote,Female
4078,41,1,26,90,69,8,Sales,High School,On-site,Female
4079,53,4,30,61,33,9,Finance,Bachelor,On-site,Female
4080,34,1,4,46,71,4,Engineering,Master,On-site,Male
4081,50,4,10,61,84,10,HR,High School,Hybrid,Other
4082,56,4,4,86,98,5,Finance,PhD,Hybrid,Other
4083,43,0,14,83,65,0,HR,Bachelor,Hybrid,Female
4084,47,8,16,99,80,3,Finance,Master,Remote,Other
4085,35,0,25,44,70,3,Sales,PhD,On-site,Female
4086,38,6,6,83,31,3,HR,PhD,On-site,Other
4087,41,3,27,47,56,2,Marketing,Master,On-site,Other
4088,42,7,11,79,31,4,HR,Bachelor,On-site,Female
4089,38,1,5,50,48,4,Marketing,PhD,Hybrid,Male
4090,53,5,9,55,64,7,HR,High School,On-site,Other
4091,36,6,23,73,61,0,Sales,PhD,On-site,Other
4092,39,3,16,69,43,9,Engineering,High School,On-site,Female
4093,37,8,3,61,40,4,Marketing,High School,Remote,Other
4094,36,5,25,52,48,8,Engineering,Master,On-site,Male
4095,32,3,24,70,77,10,HR,High School,Hybrid,Female
4096,58,8,30,59,96,8,Sales,Bachelor,On-site,Male
4097,56,4,24,43,93,8,Engineering,High School,On-site,Other
4098,43,9,7,42,87,6,HR,High School,On-site,Other
4099,59,2,10,71,77,0,Finance,High School,On-site,Male
4100,47,2,26,62,34,6,Sales,High School,Remote,Male
4101,55,3,25,86,89,1,Engineering,High School,Remote,Female
4102,38,6,6,95,33,7,Sales,Master,Hybrid,Female
4103,49,6,23,65,35,7,HR,Master,Hybrid,Other
4104,48,4,15,72,66,0,HR,PhD,Remote,Male
4105,51,4,24,78,91,1,HR,Master,Hybrid,Other
4106,55,8,12,74,36,8,Sales,PhD,On-site,Female
4107,31,5,10,79,76,2,Sales,PhD,Remote,Other
4108,53,5,18,51,56,0,Finance,High School,On-site,Other
4109,54,6,16,66,74,2,HR,High School,On-site,Male
4110,52,6,2,86,82,1,Finance,Bachelor,Remote,Female
4111,46,9,13,50,60,4,Finance,Master,On-site,Female
4112,56,4,18,92,48,3,Sales,Master,Hybrid,Male
4113,49,9,30,61,81,5,Finance,Bachelor,Hybrid,Other
4114,51,5,13,58,42,9,Engineering,Master,On-site,Other
4115,37,3,20,54,55,8,HR,PhD,Remote,Male
4116,39,4,14,49,68,8,Sales,Bachelor,On-site,Other
4117,36,5,0,67,60,9,HR,PhD,Hybrid,Female
4118,41,4,27,49,67,0,Sales,Master,Remote,Other
4119,56,5,29,59,97,10,Marketing,High School,Remote,Female
4120,41,3,17,63,82,2,HR,Master,Hybrid,Female
4121,33,3,7,51,31,9,Finance,Master,Hybrid,Other
4122,44,1,21,45,99,5,Sales,Master,Remote,Female
4123,55,2,10,61,68,6,Marketing,Master,Remote,Other
4124,30,7,1,44,95,0,HR,High School,Remote,Female
4125,46,9,28,74,46,0,Marketing,Master,Remote,Female
4126,31,4,0,55,73,1,Marketing,PhD,Hybrid,Male
4127,59,6,6,66,35,1,Marketing,Master,Hybrid,Other
4128,53,4,5,79,62,4,Engineering,Master,Remote,Other
4129,35,7,21,71,33,3,Sales,High School,On-site,Male
4130,46,4,10,83,44,0,Finance,Master,On-site,Male
4131,52,4,10,99,77,4,HR,Master,Hybrid,Other
4132,39,3,29,90,57,5,Marketing,Bachelor,Remote,Male
4133,57,4,18,97,64,1,HR,Bachelor,On-site,Male
4134,45,4,12,95,66,7,Finance,PhD,On-site,Female
4135,41,4,4,77,66,8,Marketing,High School,On-site,Female
4136,37,6,2,91,85,1,HR,Master,On-site,Female
4137,52,3,18,92,71,0,HR,PhD,On-site,Other
4138,52,6,13,66,57,6,Marketing,Master,Remote,Female
4139,44,4,28,86,89,0,Marketing,PhD,On-site,Other
4140,58,3,1,96,57,7,Engineering,PhD,Hybrid,Other
4141,38,8,13,41,71,4,Engineering,Master,On-site,Female
4142,39,5,15,70,45,1,Marketing,Bachelor,On-site,Male
4143,34,3,21,62,67,2,Engineering,High School,Hybrid,Female
4144,50,3,30,66,73,8,Engineering,High School,On-site,Female
4145,38,6,21,92,92,10,Engineering,PhD,On-site,Female
4146,60,4,12,41,85,2,Marketing,High School,On-site,Female
4147,53,4,26,43,89,7,Marketing,Master,Remote,Other
4148,54,5,30,52,96,8,Marketing,Master,Remote,Male
4149,36,4,28,70,53,6,Engineering,Master,Remote,Other
4150,38,4,25,76,87,0,Finance,Master,On-site,Other
4151,38,2,10,62,61,0,HR,High School,Remote,Male
4152,54,5,12,77,55,0,Engineering,PhD,Remote,Female
4153,56,5,2,74,55,9,Engineering,Master,Hybrid,Female
4154,47,4,3,62,36,0,Finance,Bachelor,Remote,Male
4155,30,6,18,40,94,3,Sales,Master,Remote,Other
4156,54,8,15,53,44,6,HR,Master,On-site,Female
4157,56,2,9,93,40,0,Finance,High School,Hybrid,Female
4158,60,3,5,57,87,6,HR,Bachelor,Hybrid,Other
4159,59,7,7,52,77,5,Finance,Bachelor,Hybrid,Female
4160,57,7,18,92,46,0,Finance,Bachelor,Remote,Male
4161,57,3,12,41,44,1,Sales,Master,Remote,Male
4162,47,7,30,95,96,8,Finance,Master,On-site,Other
4163,37,3,11,73,65,3,HR,Master,Hybrid,Female
4164,51,4,4,56,88,8,Finance,Master,Hybrid,Male
4165,50,9,14,78,63,5,HR,PhD,On-site,Female
4166,47,6,20,55,44,2,Finance,High School,Hybrid,Female
4167,50,1,17,68,37,10,Engineering,High School,Hybrid,Other
4168,47,4,22,42,100,0,Engineering,Master,Remote,Male
4169,35,5,8,88,72,4,Sales,High School,On-site,Male
4170,44,2,22,64,54,6,Marketing,High School,Hybrid,Female
4171,57,8,30,41,49,7,Finance,PhD,On-site,Male
4172,57,7,11,77,68,10,Finance,High School,On-site,Male
4173,46,5,23,57,87,4,Finance,PhD,Hybrid,Male
4174,44,7,24,91,82,0,HR,PhD,Hybrid,Male
4175,59,2,5,61,90,1,HR,PhD,On-site,Female
4176,38,8,7,92,55,2,Marketing,Master,Remote,Male
4177,47,3,5,67,96,4,Marketing,High School,Remote,Other
4178,53,3,12,85,36,6,Finance,PhD,Remote,Male
4179,44,5,0,95,99,0,Finance,Master,Remote,Other
4180,50,2,20,52,96,0,Sales,High School,Remote,Male
4181,46,6,11,47,57,0,Sales,High School,Remote,Female
4182,53,7,9,42,44,7,HR,PhD,On-site,Other
4183,37,4,30,58,69,10,Marketing,Bachelor,On-site,Male
4184,43,4,17,67,35,0,Engineering,High School,Remote,Female
4185,56,6,25,70,57,9,HR,Master,Hybrid,Female
4186,57,3,10,79,66,1,Sales,Master,Hybrid,Female
4187,58,3,7,96,49,7,HR,Bachelor,On-site,Female
4188,57,5,4,77,46,5,Engineering,PhD,Remote,Female
4189,42,2,29,70,61,1,HR,High School,On-site,Other
4190,35,6,8,55,54,5,HR,Master,Hybrid,Male
4191,33,4,26,45,91,0,Engineering,PhD,On-site,Male
4192,55,7,0,68,53,3,Sales,Bachelor,On-site,Male
4193,39,6,4,63,47,8,Engineering,Master,Remote,Female
4194,34,5,26,44,70,0,Marketing,High School,On-site,Other
4195,55,7,21,76,70,1,Finance,Bachelor,On-site,Female
4196,37,4,12,77,50,2,Finance,High School,On-site,Other
4197,51,5,21,66,69,4,Marketing,PhD,Hybrid,Other
4198,34,6,9,79,62,2,Marketing,Master,Hybrid,Female
4199,38,2,11,72,61,5,Finance,High School,Hybrid,Male
4200,47,3,22,84,59,6,HR,Master,Remote,Other
4201,42,4,0,78,55,6,Marketing,Bachelor,On-site,Female
4202,40,3,15,45,84,7,Marketing,Bachelor,Remote,Female
4203,41,5,18,93,65,6,Engineering,Master,Remote,Male
4204,38,5,10,67,75,9,Sales,Master,Hybrid,Female
4205,47,6,7,88,91,9,HR,High School,On-site,Other
4206,58,4,15,92,59,5,Sales,High School,On-site,Other
4207,57,4,21,40,41,1,Finance,Bachelor,Hybrid,Male
4208,58,1,10,63,100,5,Finance,High School,Remote,Female
4209,52,3,9,53,81,4,Engineering,High School,On-site,Female
4210,49,4,0,65,48,0,Finance,Master,Hybrid,Male
4211,54,2,19,68,96,4,Sales,High School,On-site,Other
4212,52,2,14,56,82,3,Marketing,High School,Hybrid,Female
4213,46,3,16,94,83,8,Engineering,Bachelor,On-site,Female
4214,40,6,12,62,64,4,Marketing,Master,Hybrid,Other
4215,43,8,8,63,75,4,Sales,High School,Hybrid,Female
4216,52,3,18,74,36,2,HR,PhD,Hybrid,Female
4217,58,10,12,85,43,0,Sales,High School,Remote,Male
4218,31,8,28,90,64,7,HR,PhD,Hybrid,Female
4219,54,4,28,72,66,3,HR,Bachelor,Hybrid,Male
4220,44,5,15,76,57,4,Marketing,Master,Remote,Female
4221,44,4,12,42,63,6,HR,Master,On-site,Other
4222,36,7,0,74,89,2,HR,High School,Hybrid,Other
4223,46,6,29,87,42,7,Finance,High School,Hybrid,Other
4224,60,3,30,86,70,7,Sales,Bachelor,On-site,Other
4225,45,5,17,55,91,4,Finance,Bachelor,Hybrid,Female
4226,30,2,29,80,65,9,Marketing,Master,On-site,Male
4227,39,1,1,44,58,4,Finance,Bachelor,On-site,Male
4228,58,6,27,52,31,1,Finance,High School,On-site,Other
4229,46,6,21,78,43,8,HR,PhD,On-site,Male
4230,52,4,29,77,75,5,Engineering,Bachelor,On-site,Male
4231,50,4,8,55,45,3,HR,PhD,Remote,Other
4232,39,4,27,56,80,6,HR,PhD,On-site,Female
4233,38,5,12,50,64,0,HR,High School,On-site,Female
4234,32,2,10,54,45,6,Finance,PhD,Remote,Male
4235,50,8,8,49,45,7,Finance,Master,On-site,Male
4236,37,3,8,62,36,4,Sales,Master,Remote,Male
4237,37,5,26,88,100,3,Finance,PhD,Hybrid,Female
4238,33,7,23,46,45,5,Finance,PhD,Hybrid,Female
4239,45,9,23,55,44,7,Sales,Bachelor,On-site,Male
4240,33,1,8,45,65,5,Engineering,High School,Remote,Male
4241,40,7,11,91,74,2,HR,Bachelor,Remote,Female
4242,42,4,8,80,64,1,Marketing,PhD,Remote,Female
4243,48,1,16,80,67,0,HR,PhD,On-site,Female
4244,56,4,19,42,65,4,Engineering,PhD,Hybrid,Other
4245,40,6,29,90,70,1,Engineering,Master,On-site,Female
4246,56,7,14,91,78,1,Engineering,PhD,On-site,Female
4247,58,5,27,95,52,10,Finance,High School,Hybrid,Other
4248,58,9,28,52,79,6,Marketing,Master,Hybrid,Other
4249,36,9,13,98,60,7,Marketing,PhD,Hybrid,Male
4250,44,1,27,70,32,3,Sales,Bachelor,On-site,Female
4251,52,4,28,84,90,9,Sales,Bachelor,On-site,Other
4252,47,4,16,84,36,2,Marketing,Bachelor,Remote,Male
4253,59,7,17,64,81,9,Sales,Master,Remote,Female
4254,48,6,27,80,69,9,HR,High School,Remote,Male
4255,36,6,19,68,48,6,Sales,Bachelor,On-site,Male
4256,39,4,13,64,47,3,HR,High School,Hybrid,Male
4257,37,2,26,42,66,8,Finance,High School,Hybrid,Male
4258,34,2,20,74,70,8,Sales,High School,Hybrid,Male
4259,53,6,1,84,70,4,Finance,Bachelor,Remote,Male
4260,45,8,30,47,66,5,Sales,Master,Hybrid,Male
4261,54,8,16,43,73,9,Finance,High School,Hybrid,Female
4262,54,8,5,93,39,3,Sales,High School,On-site,Female
4263,39,3,22,60,63,4,Sales,High School,On-site,Male
4264,55,5,6,95,61,9,Sales,PhD,Hybrid,Other
4265,49,1,13,98,48,2,Finance,PhD,Remote,Female
4266,50,7,3,82,100,5,Finance,High School,On-site,Male
4267,46,4,4,54,40,3,Sales,Master,Remote,Male
4268,46,2,18,66,47,6,Sales,Master,On-site,Male
4269,39,2,18,55,42,2,Marketing,Bachelor,Remote,Other
4270,38,3,17,47,85,7,Marketing,High School,On-site,Female
4271,30,3,20,58,59,3,Finance,High School,Hybrid,Male
4272,52,6,1,89,85,1,Marketing,Bachelor,Hybrid,Male
4273,37,7,28,64,72,8,Sales,Master,On-site,Other
4274,34,3,2,76,70,6,Finance,Master,Remote,Male
4275,35,3,19,98,55,3,Marketing,PhD,On-site,Female
4276,57,7,4,97,48,1,Engineering,PhD,Hybrid,Other
4277,40,4,6,95,68,5,Engineering,High School,Remote,Female
4278,39,8,30,87,68,2,Sales,High School,Hybrid,Female
4279,34,4,5,64,93,6,Sales,Bachelor,On-site,Other
4280,34,3,14,92,67,1,Marketing,PhD,Hybrid,Male
4281,43,3,20,57,58,0,Sales,PhD,Hybrid,Male
4282,42,5,20,50,63,6,Finance,PhD,Hybrid,Female
4283,30,2,14,54,91,9,Engineering,High School,Remote,Female
4284,39,2,17,66,76,9,Engineering,Master,Remote,Other
4285,32,4,0,46,55,3,Sales,PhD,On-site,Female
4286,39,9,13,70,73,2,HR,High School,Hybrid,Male
4287,54,6,16,78,76,7,Finance,Bachelor,Remote,Other
4288,60,7,4,71,50,2,Finance,PhD,Hybrid,Female
4289,59,2,11,83,54,8,HR,Bachelor,On-site,Other
4290,41,2,14,96,42,7,HR,High School,Remote,Other
4291,44,3,18,44,51,1,Engineering,High School,On-site,Female
4292,51,1,9,84,63,4,Finance,High School,Hybrid,Male
4293,53,8,1,94,84,5,Sales,High School,Remote,Male
4294,57,3,9,63,80,5,HR,PhD,Hybrid,Female
4295,50,4,9,48,54,3,Marketing,Master,Hybrid,Female
4296,52,3,29,54,57,5,Marketing,PhD,On-site,Female
4297,31,4,9,47,49,6,Finance,High School,Remote,Other
4298,48,5,28,56,64,5,HR,PhD,On-site,Female
4299,36,3,25,42,67,3,HR,Bachelor,Hybrid,Other
4300,44,3,8,58,40,3,Marketing,Bachelor,Hybrid,Female
4301,44,4,27,59,68,6,Sales,Master,Remote,Female
4302,60,6,24,45,59,3,HR,High School,Hybrid,Other
4303,51,7,21,71,39,1,Marketing,Bachelor,Remote,Female
4304,43,10,4,72,70,7,Sales,PhD,Remote,Female
4305,33,4,4,99,33,8,Finance,PhD,On-site,Other
4306,51,6,20,74,97,6,HR,PhD,Remote,Male
4307,39,7,19,47,84,7,Engineering,PhD,Remote,Male
4308,40,4,13,68,52,2,Finance,Bachelor,Hybrid,Female
4309,40,2,10,73,76,8,Marketing,Master,Hybrid,Female
4310,39,9,3,44,42,2,Marketing,High School,Remote,Male
4311,38,5,17,84,92,2,Engineering,PhD,Hybrid,Male
4312,48,3,8,79,36,3,Finance,High School,Remote,Female
4313,44,5,20,68,64,3,Finance,High School,On-site,Other
4314,51,3,20,84,38,3,Finance,Bachelor,Hybrid,Male
4315,56,4,12,96,72,9,Engineering,PhD,Hybrid,Other
4316,59,8,22,63,62,4,Marketing,Bachelor,Remote,Other
4317,31,5,9,78,97,8,Finance,PhD,Remote,Female
4318,45,7,11,90,69,1,Finance,High School,Hybrid,Male
4319,54,6,17,83,73,2,HR,PhD,On-site,Female
4320,36,3,0,56,53,2,Finance,High School,Remote,Other
4321,37,4,1,97,37,10,Sales,Master,Remote,Other
4322,36,4,16,48,96,8,Sales,Bachelor,Remote,Male
4323,36,2,15,89,75,4,Marketing,Bachelor,Hybrid,Male
4324,53,2,27,57,38,3,Finance,Bachelor,Hybrid,Female
4325,49,7,30,96,81,3,Marketing,High School,On-site,Other
4326,57,9,21,100,31,7,Finance,High School,Remote,Male
4327,56,4,22,75,74,2,Sales,PhD,On-site,Other
4328,47,6,16,88,73,10,HR,Master,Hybrid,Other
4329,32,5,7,53,87,8,HR,Bachelor,Hybrid,Male
4330,30,4,25,87,38,7,HR,PhD,Hybrid,Male
4331,42,5,18,100,43,0,Sales,High School,Hybrid,Other
4332,51,6,2,59,44,5,Finance,Master,Hybrid,Male
4333,38,3,3,89,82,0,Sales,PhD,Remote,Male
4334,59,8,26,89,65,6,Finance,Bachelor,On-site,Other
4335,54,3,27,55,65,5,Marketing,Bachelor,Remote,Female
4336,44,4,12,81,96,3,Sales,Master,Hybrid,Female
4337,34,4,13,93,61,3,Finance,Master,Remote,Other
4338,40,8,25,93,62,10,Engineering,High School,Remote,Other
4339,60,2,28,42,51,8,HR,PhD,Hybrid,Other
4340,52,6,13,58,80,3,Finance,Master,On-site,Male
4341,43,8,8,81,85,10,Finance,Bachelor,Remote,Female
4342,52,4,30,61,88,10,Marketing,Master,On-site,Female
4343,58,6,11,97,93,0,Sales,Master,Hybrid,Male
4344,58,2,23,52,50,7,Marketing,Master,On-site,Male
4345,58,12,24,84,91,2,Marketing,Bachelor,Remote,Female
4346,57,3,12,89,94,0,Engineering,High School,Remote,Male
4347,50,10,7,70,47,6,Finance,Master,Remote,Female
4348,40,9,20,44,49,4,Engineering,High School,Remote,Female
