age,months_active,monthly_spend,support_calls,contract_type,has_discount,churn
71,31,36.2,1,1_ano,0,0
41,8,26.73,1,2_anos,0,0
74,30,146.88,2,mes_a_mes,0,1
36,13,143.75,0,mes_a_mes,0,0
19,16,143.03,3,mes_a_mes,1,0
39,2,183.99,0,1_ano,0,0
37,45,76.3,2,mes_a_mes,0,1
50,18,116.62,5,mes_a_mes,1,1
25,35,127.7,2,2_anos,1,0
42,45,196.1,1,mes_a_mes,1,0
63,19,69.35,6,mes_a_mes,0,1
26,13,191.7,3,mes_a_mes,0,0
51,51,38.26,4,1_ano,0,0
74,4,155.16,0,2_anos,0,0
40,19,130.25,3,mes_a_mes,0,0
22,50,165.21,3,mes_a_mes,1,0
72,25,15.45,2,1_ano,0,0
42,38,24.84,4,mes_a_mes,1,1
25,51,23.24,1,1_ano,0,0
33,57,122.66,3,mes_a_mes,0,0
71,31,124.56,4,1_ano,1,0
65,36,182.16,4,2_anos,0,0
62,4,98.84,2,mes_a_mes,1,1
69,56,22.93,2,mes_a_mes,1,0
32,39,49.81,2,2_anos,0,0
18,7,11.53,0,mes_a_mes,0,1
39,58,157.58,0,1_ano,0,0
20,55,164.96,2,2_anos,0,0
55,58,199.61,0,mes_a_mes,0,1
71,16,88.32,0,mes_a_mes,0,1
31,59,13.67,2,mes_a_mes,0,0
53,48,54.6,0,mes_a_mes,0,0
35,5,121.68,5,mes_a_mes,1,1
64,47,192.77,1,mes_a_mes,0,0
58,23,29.68,0,mes_a_mes,1,0
35,36,33.1,4,mes_a_mes,0,1
20,32,143.33,1,1_ano,0,0
27,24,136.77,5,mes_a_mes,1,1
66,25,57.6,0,1_ano,0,0
56,45,164.5,2,2_anos,1,0
64,28,34.47,1,1_ano,0,0
18,19,185.89,3,mes_a_mes,1,0
44,7,48.2,2,mes_a_mes,0,1
74,44,25.46,0,mes_a_mes,0,1
44,58,74.51,1,mes_a_mes,1,0
28,41,45.69,5,1_ano,0,0
66,17,110.12,3,mes_a_mes,0,0
22,2,140.5,6,mes_a_mes,0,1
24,16,103.28,2,mes_a_mes,0,0
36,39,135.52,2,mes_a_mes,0,0
74,18,79.33,1,2_anos,1,0
73,39,15.31,1,mes_a_mes,0,0
46,1,195.07,1,1_ano,1,0
32,3,165.69,3,mes_a_mes,0,1
52,21,23.95,2,1_ano,1,0
64,30,95.34,3,1_ano,0,0
54,11,130.65,2,mes_a_mes,0,1
72,22,46.21,4,1_ano,0,0
29,47,119.82,2,mes_a_mes,0,1
47,57,111.39,0,2_anos,0,0
37,25,49.57,2,mes_a_mes,1,0
54,3,36.83,3,2_anos,0,0
20,30,154.2,1,mes_a_mes,0,1
26,24,71.29,5,mes_a_mes,0,1
58,45,56.37,2,mes_a_mes,0,1
56,36,150.2,1,mes_a_mes,1,0
43,23,149.85,3,2_anos,0,0
19,54,62.52,1,mes_a_mes,0,1
40,8,175.79,0,2_anos,0,0
40,54,140.77,2,2_anos,1,0
38,4,75.7,3,mes_a_mes,0,1
33,50,91.22,6,mes_a_mes,0,1
26,39,148.07,2,mes_a_mes,0,0
30,43,50.2,1,2_anos,0,0
45,31,99.06,1,2_anos,0,0
44,29,134.18,3,mes_a_mes,0,1
68,59,112.5,2,mes_a_mes,1,0
69,36,125.58,2,mes_a_mes,1,0
34,13,113.78,4,2_anos,0,0
55,41,47.85,3,2_anos,1,0
53,9,87.94,1,mes_a_mes,0,1
18,55,111.08,1,2_anos,0,0
35,21,158.21,6,2_anos,1,0
68,51,134.24,1,mes_a_mes,0,1
26,3,91.05,1,mes_a_mes,0,1
30,25,195.14,1,2_anos,0,0
57,25,30.48,0,2_anos,1,0
72,12,49.29,3,mes_a_mes,0,1
62,29,74.85,1,mes_a_mes,0,1
32,11,53.43,2,mes_a_mes,0,1
60,52,128.83,0,mes_a_mes,0,0
61,11,17.51,1,2_anos,0,0
63,49,43.71,1,mes_a_mes,1,0
21,26,65.74,4,1_ano,0,0
50,53,139.84,0,mes_a_mes,1,0
41,14,176.41,0,mes_a_mes,1,0
53,16,161.71,3,mes_a_mes,0,0
68,56,44.6,1,mes_a_mes,0,1
58,10,117.43,3,2_anos,0,0
27,31,15.7,2,mes_a_mes,1,0
53,31,69.0,1,1_ano,0,0
37,36,163.14,1,mes_a_mes,0,0
58,10,96.77,0,1_ano,0,0
62,26,38.49,0,mes_a_mes,0,1
61,20,93.33,1,mes_a_mes,1,0
28,44,47.63,2,1_ano,0,0
29,9,84.71,2,1_ano,0,0
35,15,102.69,2,mes_a_mes,0,1
47,9,76.42,1,1_ano,0,0
61,7,188.02,3,mes_a_mes,0,1
65,26,116.88,3,mes_a_mes,0,1
54,24,170.15,0,1_ano,0,0
37,12,154.54,2,1_ano,0,0
42,20,135.62,3,mes_a_mes,0,0
29,56,104.41,3,mes_a_mes,0,1
38,14,10.41,0,mes_a_mes,1,0
42,22,126.56,4,mes_a_mes,0,1
28,16,77.63,3,mes_a_mes,0,0
26,29,32.37,3,mes_a_mes,0,1
67,32,94.48,3,1_ano,0,0
42,19,149.76,3,1_ano,0,0
52,55,192.72,2,mes_a_mes,1,0
69,35,81.08,2,1_ano,0,0
49,43,113.12,3,mes_a_mes,1,0
66,32,171.74,2,2_anos,0,0
31,55,73.46,1,1_ano,0,0
18,53,37.03,3,1_ano,0,0
34,20,63.56,3,mes_a_mes,1,0
42,51,180.83,2,2_anos,0,0
25,40,40.28,2,2_anos,1,0
22,20,72.55,1,mes_a_mes,0,0
22,8,98.28,0,mes_a_mes,0,1
58,58,170.95,6,mes_a_mes,0,1
52,35,188.17,3,mes_a_mes,1,0
36,42,90.9,6,mes_a_mes,0,1
40,13,187.07,1,2_anos,0,0
26,41,40.68,3,1_ano,0,0
71,6,39.8,3,mes_a_mes,0,1
47,47,190.36,2,mes_a_mes,0,0
67,16,106.84,1,2_anos,0,0
33,5,45.32,0,mes_a_mes,0,1
50,53,102.72,2,2_anos,0,0
19,45,158.81,1,mes_a_mes,0,0
31,51,167.11,1,mes_a_mes,0,0
63,34,174.15,1,1_ano,0,0
18,6,118.22,1,mes_a_mes,1,1
43,59,174.72,4,mes_a_mes,1,1
42,33,106.91,2,mes_a_mes,0,1
33,15,125.34,6,1_ano,0,0
32,15,154.16,0,mes_a_mes,0,1
43,14,90.83,3,mes_a_mes,0,1
64,39,23.98,2,2_anos,0,0
61,5,76.53,0,mes_a_mes,1,1
33,52,128.55,2,mes_a_mes,0,1
31,57,46.54,1,mes_a_mes,1,0
46,26,38.19,1,mes_a_mes,1,0
41,48,65.69,1,mes_a_mes,1,0
64,17,16.1,1,mes_a_mes,0,0
72,43,151.25,1,mes_a_mes,0,1
32,47,59.16,1,1_ano,1,0
36,52,33.61,4,mes_a_mes,1,1
25,16,142.83,4,2_anos,0,0
51,35,170.16,0,1_ano,0,0
19,38,13.78,2,mes_a_mes,0,0
44,53,54.38,1,mes_a_mes,1,0
27,23,189.59,0,2_anos,0,0
52,13,83.2,3,1_ano,0,0
40,33,188.33,1,1_ano,0,0
66,29,62.1,1,mes_a_mes,0,0
25,53,51.43,5,mes_a_mes,0,1
45,46,50.68,0,1_ano,0,0
40,34,26.19,3,1_ano,0,0
21,34,180.32,5,2_anos,0,0
31,27,196.17,2,2_anos,0,0
70,15,191.36,2,mes_a_mes,1,0
59,59,171.89,2,mes_a_mes,0,0
46,50,170.91,2,mes_a_mes,0,0
18,9,135.61,2,mes_a_mes,1,1
21,26,166.98,1,mes_a_mes,0,1
49,3,49.59,4,mes_a_mes,1,1
50,36,83.7,3,mes_a_mes,1,0
66,47,131.76,1,mes_a_mes,0,0
43,5,176.21,1,2_anos,0,0
34,20,135.49,2,mes_a_mes,1,0
56,20,169.41,2,mes_a_mes,0,0
40,5,100.05,1,mes_a_mes,0,1
49,10,146.29,1,mes_a_mes,0,1
69,16,196.2,4,1_ano,1,0
32,25,39.16,3,mes_a_mes,0,0
30,44,186.11,2,mes_a_mes,0,0
19,25,109.25,0,2_anos,0,0
36,30,132.21,3,mes_a_mes,0,0
41,14,176.8,3,1_ano,0,0
62,22,87.83,2,mes_a_mes,0,1
41,43,89.55,4,mes_a_mes,0,1
28,28,110.16,1,mes_a_mes,0,1
39,30,13.63,3,2_anos,1,0
32,19,104.37,4,mes_a_mes,0,1
27,38,65.31,4,1_ano,1,0
58,42,186.31,3,2_anos,0,0
44,20,26.67,0,mes_a_mes,1,0
26,35,97.27,2,1_ano,0,0
69,22,190.02,2,mes_a_mes,1,0
45,15,181.2,2,1_ano,1,0
18,11,143.26,2,1_ano,0,0
34,54,121.98,2,mes_a_mes,1,0
48,34,63.34,3,1_ano,1,0
61,57,79.72,1,mes_a_mes,1,0
27,24,27.13,2,1_ano,0,0
54,6,159.36,2,1_ano,0,0
46,17,71.54,2,mes_a_mes,0,1
35,28,136.88,5,mes_a_mes,0,1
64,50,77.94,2,1_ano,0,0
55,31,98.22,1,1_ano,0,0
56,36,115.45,2,mes_a_mes,1,0
66,55,162.35,1,mes_a_mes,0,1
23,9,50.12,1,mes_a_mes,0,1
57,10,85.77,3,mes_a_mes,1,1
29,21,34.72,3,mes_a_mes,0,1
70,58,24.39,1,mes_a_mes,0,1
31,34,124.89,4,mes_a_mes,0,1
61,31,45.93,2,1_ano,0,0
72,29,21.36,3,mes_a_mes,0,0
27,43,180.45,1,mes_a_mes,0,0
71,43,111.52,2,mes_a_mes,1,0
37,11,35.58,3,mes_a_mes,0,1
32,33,20.15,0,2_anos,0,0
48,58,32.77,2,mes_a_mes,1,0
24,46,99.55,1,2_anos,0,0
58,1,137.01,2,2_anos,0,0
27,21,131.84,0,mes_a_mes,1,0
27,23,37.44,3,mes_a_mes,1,0
65,57,130.36,5,2_anos,0,0
56,9,86.92,5,2_anos,0,1
45,56,98.3,1,2_anos,0,0
47,1,162.27,3,2_anos,1,0
54,21,73.17,5,mes_a_mes,1,1
72,22,37.93,1,mes_a_mes,0,0
20,54,175.96,0,1_ano,0,0
67,4,50.3,4,mes_a_mes,1,1
60,1,65.87,0,2_anos,1,0
32,51,144.25,3,mes_a_mes,1,0
38,10,139.87,3,1_ano,0,0
69,15,162.08,1,2_anos,1,0
54,52,44.93,1,mes_a_mes,0,0
73,36,76.93,1,mes_a_mes,0,0
29,29,33.92,1,mes_a_mes,0,0
21,52,112.8,2,mes_a_mes,1,0
64,46,65.59,4,mes_a_mes,1,1
26,5,140.9,2,mes_a_mes,0,1
56,29,10.07,3,mes_a_mes,0,1
59,47,21.34,2,mes_a_mes,0,0
45,47,92.19,2,mes_a_mes,0,1
40,27,192.05,2,2_anos,0,0
62,25,179.26,1,1_ano,0,0
57,16,198.86,2,2_anos,1,0
61,16,89.2,1,mes_a_mes,0,1
39,36,18.85,1,mes_a_mes,1,0
41,25,68.13,2,mes_a_mes,0,0
68,41,138.4,2,mes_a_mes,0,1
43,1,35.68,2,2_anos,0,0
47,5,66.99,0,mes_a_mes,0,1
50,41,20.67,1,mes_a_mes,0,0
33,20,100.24,2,1_ano,0,0
39,5,49.69,2,1_ano,0,0
66,36,27.34,3,mes_a_mes,0,0
74,29,88.13,5,mes_a_mes,0,1
67,48,76.73,5,mes_a_mes,0,1
60,34,112.13,2,mes_a_mes,1,0
35,58,152.32,1,mes_a_mes,0,1
24,48,31.39,3,1_ano,0,0
67,18,160.31,4,mes_a_mes,0,1
43,2,15.0,7,mes_a_mes,1,1
25,16,94.19,4,2_anos,0,0
23,29,121.61,0,mes_a_mes,0,0
47,33,191.83,0,mes_a_mes,0,0
56,16,119.05,2,2_anos,1,0
40,35,40.16,4,mes_a_mes,0,1
49,47,108.33,1,mes_a_mes,0,1
39,43,85.2,1,mes_a_mes,0,0
59,42,101.08,1,mes_a_mes,1,0
60,17,47.45,4,1_ano,0,0
74,4,105.16,0,mes_a_mes,1,1
62,49,38.51,2,mes_a_mes,0,0
26,4,151.37,1,1_ano,0,0
48,51,122.84,2,1_ano,0,0
24,25,24.92,3,1_ano,1,0
26,33,179.03,7,mes_a_mes,1,1
30,14,127.11,5,1_ano,0,0
20,24,70.06,2,1_ano,0,0
52,11,18.67,0,1_ano,0,0
50,25,130.12,2,2_anos,0,0
38,28,80.95,1,mes_a_mes,0,0
48,7,182.45,2,1_ano,0,0
69,49,16.63,4,mes_a_mes,1,1
51,36,17.43,1,mes_a_mes,0,1
49,10,190.37,4,1_ano,0,1
74,49,193.33,3,mes_a_mes,1,0
52,36,15.27,3,mes_a_mes,0,1
32,31,146.05,0,mes_a_mes,0,1
73,19,52.08,0,mes_a_mes,0,1
49,18,143.26,1,mes_a_mes,1,0
23,49,175.06,6,mes_a_mes,0,1
62,6,29.16,0,mes_a_mes,0,1
38,28,55.37,3,mes_a_mes,0,0
50,7,14.57,2,1_ano,1,0
49,38,18.33,2,1_ano,0,0
69,57,15.63,1,1_ano,0,0
36,12,162.13,2,2_anos,1,0
50,41,66.68,2,mes_a_mes,1,0
45,50,103.71,2,1_ano,0,0
48,34,159.69,0,mes_a_mes,1,0
38,25,104.04,0,mes_a_mes,1,0
71,17,91.55,1,mes_a_mes,0,1
51,53,12.2,2,mes_a_mes,0,0
32,33,117.93,0,1_ano,1,0
31,23,33.7,1,1_ano,1,0
36,9,155.28,2,mes_a_mes,0,1
60,6,58.97,5,mes_a_mes,0,1
32,2,138.1,4,mes_a_mes,1,1
23,38,132.78,2,2_anos,0,0
69,9,127.17,3,mes_a_mes,1,1
26,3,60.72,2,1_ano,0,0
54,16,60.75,3,mes_a_mes,1,0
37,25,173.98,1,mes_a_mes,1,0
51,24,12.43,2,mes_a_mes,0,1
55,47,44.49,0,mes_a_mes,0,1
43,29,125.93,2,mes_a_mes,0,0
35,44,165.24,0,mes_a_mes,1,0
45,55,78.09,3,2_anos,1,0
72,40,134.15,3,mes_a_mes,1,0
68,26,115.86,2,1_ano,0,0
26,38,22.26,5,mes_a_mes,0,1
49,35,128.13,5,mes_a_mes,0,1
70,23,164.64,3,mes_a_mes,0,0
73,4,198.57,2,mes_a_mes,0,1
23,59,15.63,3,mes_a_mes,0,0
31,42,135.41,2,mes_a_mes,0,1
45,14,88.76,1,mes_a_mes,1,0
41,53,11.86,3,mes_a_mes,0,1
30,56,126.73,1,mes_a_mes,1,0
60,47,33.26,3,mes_a_mes,0,1
29,39,81.93,2,1_ano,1,0
68,7,59.66,3,mes_a_mes,0,1
36,8,78.62,2,mes_a_mes,1,1
38,42,103.61,2,mes_a_mes,0,0
44,51,78.25,2,mes_a_mes,0,1
36,19,115.02,6,1_ano,1,0
41,2,55.34,3,mes_a_mes,0,1
43,47,130.72,4,mes_a_mes,0,1
62,1,172.21,2,mes_a_mes,1,1
45,42,52.57,2,mes_a_mes,1,0
63,38,106.5,1,mes_a_mes,0,0
73,54,133.25,0,1_ano,0,0
35,13,117.28,3,mes_a_mes,0,0
61,42,79.47,0,1_ano,0,0
53,44,132.02,2,mes_a_mes,1,0
59,24,15.37,6,mes_a_mes,0,1
46,32,80.28,4,1_ano,0,0
34,30,111.2,3,1_ano,0,0
21,6,13.92,2,mes_a_mes,0,1
61,38,106.45,6,2_anos,0,0
62,33,134.31,4,1_ano,0,0
46,44,154.25,5,mes_a_mes,1,1
21,55,31.54,1,mes_a_mes,1,0
27,23,198.21,1,1_ano,0,0
42,10,125.17,2,mes_a_mes,0,1
48,57,79.01,2,mes_a_mes,0,0
20,46,57.33,2,2_anos,0,0
64,15,118.85,1,2_anos,0,0
19,23,177.53,1,mes_a_mes,1,0
74,56,108.91,3,mes_a_mes,0,0
42,36,135.68,3,1_ano,0,0
66,57,77.96,2,mes_a_mes,0,1
23,1,83.75,1,mes_a_mes,1,1
43,8,64.37,3,mes_a_mes,1,1
25,3,144.07,1,mes_a_mes,0,1
52,14,78.25,0,1_ano,0,0
44,17,46.24,2,2_anos,0,0
42,34,80.19,2,1_ano,0,0
35,47,172.23,3,1_ano,0,0
71,6,150.27,2,1_ano,1,0
18,5,73.58,2,mes_a_mes,0,1
65,46,182.29,3,mes_a_mes,0,1
56,51,24.22,2,1_ano,0,0
20,41,19.45,2,1_ano,1,0
72,40,34.22,0,mes_a_mes,0,1
21,29,32.13,1,1_ano,0,0
58,35,26.69,1,mes_a_mes,0,1
54,18,135.66,0,mes_a_mes,1,0
68,40,124.16,4,mes_a_mes,1,1
32,48,133.05,1,mes_a_mes,1,0
25,30,140.79,3,1_ano,0,0
55,15,153.81,2,1_ano,1,0
67,53,49.36,2,mes_a_mes,0,0
36,15,128.24,4,mes_a_mes,0,1
73,16,120.21,1,1_ano,0,0
64,57,189.3,2,2_anos,0,0
43,33,54.15,2,mes_a_mes,0,0
56,10,21.16,2,mes_a_mes,0,1
27,19,134.16,1,1_ano,0,0
55,37,150.63,1,1_ano,1,0
31,50,63.81,2,mes_a_mes,1,0
66,3,118.46,4,2_anos,0,1
58,36,21.31,3,mes_a_mes,0,1
36,4,192.41,2,1_ano,0,0
47,11,30.89,0,1_ano,0,0
22,41,22.84,1,mes_a_mes,0,0
72,33,18.38,5,mes_a_mes,0,1
48,28,91.18,1,1_ano,1,0
24,32,28.46,0,mes_a_mes,0,0
36,57,151.48,0,mes_a_mes,1,0
48,16,180.79,6,2_anos,0,0
69,9,59.44,3,mes_a_mes,1,1
56,11,129.47,2,mes_a_mes,0,1
41,6,18.04,0,mes_a_mes,0,1
51,59,83.45,1,mes_a_mes,0,0
74,49,65.66,1,mes_a_mes,0,1
40,27,53.44,2,1_ano,0,0
65,12,132.5,3,mes_a_mes,0,0
62,22,34.74,0,1_ano,0,0
57,40,173.53,2,1_ano,1,0
23,48,136.32,4,mes_a_mes,0,1
55,37,145.04,3,1_ano,0,0
58,21,187.72,0,1_ano,0,0
53,33,189.05,2,mes_a_mes,1,0
44,17,114.81,4,1_ano,0,0
28,56,104.12,1,mes_a_mes,0,1
22,29,73.72,0,mes_a_mes,0,1
74,53,145.96,0,mes_a_mes,1,0
34,40,112.26,1,2_anos,1,0
69,10,187.25,3,1_ano,1,0
24,18,55.34,1,mes_a_mes,0,1
44,47,68.95,3,mes_a_mes,1,0
64,52,70.06,3,1_ano,0,0
74,13,163.14,0,mes_a_mes,0,0
32,27,28.82,1,mes_a_mes,0,1
63,10,96.57,1,mes_a_mes,1,1
30,32,91.24,2,mes_a_mes,0,0
28,41,23.9,1,1_ano,0,0
62,45,88.05,0,mes_a_mes,0,0
43,3,107.54,2,1_ano,0,0
39,22,22.37,4,mes_a_mes,1,1
45,27,106.87,3,1_ano,0,0
41,55,192.26,3,1_ano,0,0
46,3,195.99,2,1_ano,1,0
26,33,111.02,3,mes_a_mes,0,1
59,2,107.87,3,1_ano,0,0
21,11,64.25,2,mes_a_mes,1,1
66,46,199.45,1,mes_a_mes,0,1
63,10,62.1,1,2_anos,0,0
73,39,96.05,2,mes_a_mes,0,1
35,55,10.56,1,2_anos,0,0
60,33,76.35,3,mes_a_mes,1,0
33,58,23.57,2,mes_a_mes,0,0
50,7,151.33,2,1_ano,0,0
46,15,116.59,2,mes_a_mes,0,0
56,26,118.71,2,1_ano,0,0
27,11,64.44,1,1_ano,0,0
26,38,164.83,0,mes_a_mes,0,0
48,27,10.62,0,1_ano,1,0
45,54,73.38,1,2_anos,0,0
74,39,135.3,2,mes_a_mes,0,0
20,7,182.51,3,mes_a_mes,1,1
71,1,54.58,1,1_ano,0,0
72,10,112.81,1,mes_a_mes,1,1
31,21,112.22,1,mes_a_mes,0,0
42,15,176.09,2,1_ano,0,0
32,30,19.6,3,1_ano,0,0
19,30,90.65,1,1_ano,0,0
41,8,44.67,2,mes_a_mes,1,1
31,24,14.09,4,1_ano,0,0
65,19,37.94,1,1_ano,1,0
24,3,195.53,2,mes_a_mes,0,1
53,55,50.82,2,mes_a_mes,0,0
67,15,187.66,3,2_anos,0,0
41,36,49.0,2,mes_a_mes,1,0
44,6,186.95,0,mes_a_mes,0,1
54,57,134.38,1,mes_a_mes,1,0
55,42,31.51,0,mes_a_mes,0,1
47,50,120.56,3,1_ano,0,0
44,48,70.52,0,mes_a_mes,1,0
56,18,82.8,5,mes_a_mes,0,1
32,38,93.63,1,2_anos,0,0
43,19,90.31,1,mes_a_mes,1,0
18,49,136.18,3,mes_a_mes,0,1
73,50,155.99,2,1_ano,0,0
21,30,72.54,2,mes_a_mes,1,0
46,13,185.63,4,mes_a_mes,0,1
74,39,188.31,2,2_anos,0,0
18,52,17.73,1,mes_a_mes,0,0
60,12,12.83,2,mes_a_mes,0,1
67,34,90.76,4,mes_a_mes,0,1
63,59,122.22,3,mes_a_mes,1,0
39,12,62.8,0,mes_a_mes,0,0
28,44,59.29,2,2_anos,1,0
27,24,138.88,2,1_ano,0,0
34,4,124.32,2,mes_a_mes,0,1
53,36,41.76,1,mes_a_mes,0,0
73,50,178.06,0,1_ano,0,0
64,48,139.2,2,mes_a_mes,0,1
43,14,78.89,4,mes_a_mes,0,1
65,17,139.89,3,mes_a_mes,0,1
38,49,31.4,2,1_ano,1,0
30,3,98.97,1,mes_a_mes,0,1
26,38,42.11,3,mes_a_mes,1,0
28,23,17.87,2,1_ano,1,0
28,13,74.28,2,1_ano,1,0
23,9,38.64,4,1_ano,0,1
18,21,130.37,1,mes_a_mes,0,0
71,41,138.07,0,1_ano,1,0
23,8,38.25,3,2_anos,0,0
30,17,14.68,1,mes_a_mes,1,0
39,16,160.63,2,2_anos,0,0
73,16,10.39,2,2_anos,0,0
48,59,75.34,2,2_anos,0,0
39,28,103.97,2,mes_a_mes,0,0
54,51,165.54,3,2_anos,0,0
64,56,169.33,1,mes_a_mes,1,0
44,16,147.74,0,mes_a_mes,1,0
67,57,56.97,3,mes_a_mes,0,1
69,46,146.84,1,mes_a_mes,1,0
31,52,56.84,2,mes_a_mes,0,1
64,46,50.78,2,mes_a_mes,0,1
22,14,113.95,2,1_ano,0,0
53,46,138.98,2,mes_a_mes,0,0
49,44,20.08,1,1_ano,1,0
51,38,21.4,4,mes_a_mes,0,1
24,20,158.99,2,mes_a_mes,1,0
59,45,173.3,2,mes_a_mes,0,0
65,48,124.84,1,mes_a_mes,0,0
27,41,91.48,3,1_ano,1,0
67,34,170.61,5,mes_a_mes,1,1
34,54,148.48,1,mes_a_mes,1,0
47,59,120.12,0,mes_a_mes,0,0
38,29,70.75,2,mes_a_mes,0,0
30,3,47.62,2,mes_a_mes,1,1
18,10,89.55,3,mes_a_mes,0,1
18,20,64.5,0,1_ano,0,0
64,2,74.46,0,1_ano,0,0
50,27,107.97,4,mes_a_mes,0,1
55,32,42.13,2,2_anos,0,0
42,56,163.17,1,mes_a_mes,1,0
43,10,37.65,0,mes_a_mes,0,1
30,40,101.39,2,mes_a_mes,1,0
45,17,151.73,2,mes_a_mes,1,0
50,58,102.15,4,mes_a_mes,1,1
54,54,78.59,3,mes_a_mes,0,1
58,33,100.23,2,mes_a_mes,0,1
47,6,171.25,2,mes_a_mes,0,1
74,39,198.18,1,1_ano,0,0
66,47,129.92,0,1_ano,1,0
65,18,160.75,3,1_ano,0,0
25,9,12.75,3,mes_a_mes,0,1
66,8,177.27,3,1_ano,1,0
64,25,191.27,1,2_anos,0,0
73,31,119.28,3,mes_a_mes,1,0
18,42,153.22,2,1_ano,1,0
29,4,107.42,3,2_anos,0,0
22,20,64.38,1,2_anos,0,0
41,28,171.93,1,mes_a_mes,0,1
23,40,123.4,2,1_ano,1,0
42,1,120.08,2,mes_a_mes,1,1
18,40,135.24,2,mes_a_mes,0,1
42,55,172.64,5,1_ano,0,0
18,44,149.06,6,mes_a_mes,0,1
49,23,50.11,0,mes_a_mes,0,1
59,57,98.7,2,mes_a_mes,0,1
59,47,196.26,2,2_anos,0,0
20,13,115.37,3,2_anos,0,0
66,16,188.27,3,mes_a_mes,0,1
36,26,164.54,1,mes_a_mes,0,1
60,55,136.54,2,1_ano,0,0
46,31,76.38,1,mes_a_mes,0,1
67,50,67.82,1,mes_a_mes,0,0
19,1,132.25,3,2_anos,0,0
26,17,92.19,2,mes_a_mes,0,0
73,16,161.76,1,mes_a_mes,0,1
34,55,154.49,0,mes_a_mes,0,0
63,37,69.3,1,mes_a_mes,0,0
53,52,143.52,1,mes_a_mes,0,1
34,53,103.96,3,mes_a_mes,0,1
66,10,71.43,1,mes_a_mes,0,1
29,58,88.46,2,mes_a_mes,0,0
37,38,180.12,3,mes_a_mes,0,1
67,44,78.31,0,mes_a_mes,0,0
20,31,64.61,2,1_ano,1,0
60,10,76.84,0,2_anos,0,0
74,54,50.78,0,1_ano,0,0
67,49,113.48,3,2_anos,1,0
21,34,38.01,3,mes_a_mes,1,0
34,51,165.31,1,mes_a_mes,1,0
67,52,52.86,1,mes_a_mes,1,0
54,6,123.63,3,2_anos,1,0
63,28,33.75,5,mes_a_mes,1,1
59,28,195.91,1,1_ano,0,0
32,59,96.37,1,1_ano,0,0
50,13,166.21,2,mes_a_mes,0,1
33,41,156.04,2,2_anos,0,0
28,12,145.6,2,mes_a_mes,1,0
72,50,167.2,0,mes_a_mes,1,0
37,40,29.09,1,2_anos,1,0
55,57,138.91,1,1_ano,0,0
41,50,60.51,1,1_ano,0,0
71,57,159.32,2,2_anos,0,0
33,55,191.81,2,1_ano,1,0
47,57,181.28,1,mes_a_mes,0,0
51,54,31.84,4,2_anos,0,0
18,2,80.21,5,mes_a_mes,1,1
41,8,79.22,0,mes_a_mes,0,1
41,42,33.24,1,1_ano,0,0
26,9,28.64,2,mes_a_mes,1,1
39,56,83.13,2,1_ano,0,0
29,50,198.49,1,mes_a_mes,0,1
34,8,118.1,2,mes_a_mes,1,1
42,51,128.14,2,mes_a_mes,1,0
45,3,99.49,1,mes_a_mes,0,1
32,9,135.84,0,1_ano,0,0
47,13,191.77,1,mes_a_mes,1,0
68,9,121.85,2,1_ano,1,0
44,31,22.36,1,mes_a_mes,1,0
39,25,103.65,2,2_anos,0,0
27,52,198.62,2,2_anos,0,0
48,44,83.61,1,mes_a_mes,1,0
44,55,122.84,1,mes_a_mes,0,0
29,45,30.26,2,mes_a_mes,0,0
63,8,36.82,1,2_anos,0,0
48,47,176.19,3,2_anos,0,0
49,31,67.07,3,mes_a_mes,1,0
49,45,68.04,3,2_anos,0,0
58,53,83.57,4,mes_a_mes,1,1
62,45,193.63,3,mes_a_mes,0,0
52,31,26.03,5,mes_a_mes,0,1
70,17,165.57,2,mes_a_mes,0,1
63,47,74.9,1,1_ano,0,0
38,57,171.4,6,mes_a_mes,0,1
27,54,198.43,0,mes_a_mes,0,1
33,19,76.25,2,2_anos,1,0
24,3,34.58,7,mes_a_mes,1,1
21,46,37.43,4,mes_a_mes,0,1
44,30,154.16,5,1_ano,0,0
69,10,37.54,1,2_anos,0,0
72,49,59.48,2,1_ano,0,0
42,29,48.84,0,mes_a_mes,0,1
48,40,77.58,1,1_ano,0,0
28,18,24.13,2,1_ano,0,0
65,12,172.78,2,mes_a_mes,0,0
37,49,173.43,3,1_ano,1,0
53,23,88.46,0,mes_a_mes,0,1
71,11,126.3,0,mes_a_mes,1,1
71,9,131.97,4,mes_a_mes,0,1
72,54,152.36,2,1_ano,0,0
34,56,108.93,2,mes_a_mes,1,0
62,24,106.96,3,mes_a_mes,0,1
28,25,129.95,2,mes_a_mes,1,0
47,55,143.58,1,1_ano,0,0
52,25,75.87,5,mes_a_mes,0,1
58,47,72.77,2,mes_a_mes,1,0
55,9,61.25,1,mes_a_mes,0,1
39,12,114.28,5,1_ano,1,0
70,11,78.43,0,mes_a_mes,1,1
60,49,112.66,3,mes_a_mes,0,1
65,38,87.14,0,mes_a_mes,0,0
68,28,168.98,1,mes_a_mes,1,0
44,8,23.89,7,1_ano,1,0
54,10,118.72,1,2_anos,0,0
63,25,119.37,3,mes_a_mes,0,0
66,47,82.91,2,mes_a_mes,0,1
52,36,89.99,1,mes_a_mes,0,0
21,50,162.02,3,2_anos,1,0
