ID,Superficie_m2,Habitaciones,Baños,Antiguedad,Ubicacion,Estacionamientos,TieneTerraza,PrecioVenta
3792,140,2,4,35.0,Media,,No,66498.0
3793,106,3,3,50.0,Baja,3.0,No,20591.0
3794,145,2,2,72.0,Media,0.0,No,20658.0
3795,234,1,4,79.0,Media,3.0,No,48206.0
3796,124,6,1,54.0,Baja,1.0,Sí,39572.0
3797,129,5,1,40.0,Media,2.0,No,26483.0
3798,116,2,3,47.0,Media,1.0,No,74257.0
3799,183,5,2,72.0,Alta,1.0,Sí,40700.0
3800,99,4,1,52.0,Media,0.0,Sí,24945.0
3801,111,5,1,13.0,Alta,2.0,Sí,93689.0
3802,111,5,1,62.0,Media,3.0,Sí,28739.0
3803,149,2,3,71.0,Baja,0.0,Sí,29639.0
3804,95,6,1,53.0,Alta,2.0,Sí,57223.0
3805,33,2,1,47.0,Alta,1.0,Sí,7982.0
3806,79,6,1,73.0,Baja,2.0,Sí,19613.0
3807,117,6,2,51.0,Alta,2.0,Sí,103179.0
3808,127,1,1,,Baja,1.0,Sí,26363.0
3809,110,4,4,4.0,Alta,2.0,Sí,99065.0
3810,143,6,1,77.0,Media,1.0,No,7324.0
3811,132,6,4,59.0,Alta,0.0,Sí,63121.0
3812,102,5,1,17.0,Baja,1.0,No,44443.0
3813,51,6,3,37.0,Media,1.0,No,23529.0
3814,167,3,3,,Baja,0.0,No,15724.0
3815,78,1,4,15.0,Alta,2.0,Sí,89105.0
3816,131,4,2,1.0,Alta,2.0,Sí,50424.0
3817,52,2,3,48.0,Alta,2.0,Sí,62140.0
3818,116,4,2,33.0,Alta,2.0,No,77567.0
3819,106,3,2,69.0,Baja,0.0,No,-14669.0
3820,134,5,2,18.0,Media,,No,58273.0
3821,112,5,4,43.0,Media,2.0,Sí,25353.0
3822,107,1,3,73.0,Media,0.0,Sí,24053.0
3823,161,2,1,44.0,Media,,No,47573.0
3824,130,1,3,25.0,Alta,2.0,Sí,67841.0
3825,138,5,2,74.0,Media,2.0,No,51434.0
3826,82,2,3,49.0,Media,1.0,No,34609.0
3827,157,4,2,58.0,Media,1.0,No,70581.0
3828,98,6,3,46.0,Media,0.0,Sí,27438.0
3829,127,3,4,26.0,Alta,2.0,No,70722.0
3830,86,1,3,49.0,Baja,,No,6338.0
3831,110,3,4,41.0,Baja,,No,27148.0
3832,121,5,4,32.0,Media,3.0,Sí,90291.0
3833,51,3,2,3.0,Alta,,Sí,61619.0
3834,105,5,4,54.0,Alta,1.0,Sí,89952.0
3835,119,6,2,22.0,Media,1.0,No,52688.0
3836,147,3,3,2.0,Alta,2.0,Sí,57452.0
3837,110,4,1,79.0,Media,1.0,Sí,32388.0
3838,108,5,1,70.0,Media,2.0,No,40417.0
3839,120,1,1,23.0,Baja,3.0,Sí,13125.0
3840,93,2,1,23.0,Media,3.0,Sí,49052.0
3841,90,4,3,30.0,Alta,0.0,Sí,60326.0
3842,146,3,2,73.0,Media,1.0,No,53075.0
3843,124,4,2,48.0,Media,3.0,No,60361.0
3844,138,6,3,78.0,Alta,1.0,No,61745.0
3845,102,3,4,12.0,Media,,Sí,60604.0
3846,165,1,4,12.0,Alta,2.0,Sí,86712.0
3847,123,1,4,39.0,Alta,3.0,Sí,79687.0
3848,145,6,2,45.0,Baja,1.0,No,23761.0
3849,225,4,3,,Media,1.0,Sí,30754.0
3850,67,3,1,8.0,Alta,1.0,No,35062.0
3851,97,1,3,9.0,Alta,3.0,No,78361.0
3852,176,4,4,21.0,Media,0.0,No,246615.0
3853,104,5,2,6.0,Alta,0.0,No,69453.0
3854,92,3,3,66.0,Media,2.0,No,57833.0
3855,84,5,4,12.0,Media,3.0,Sí,58861.0
3856,118,4,3,27.0,Media,1.0,Sí,56324.0
3857,127,1,2,15.0,Media,2.0,Sí,57335.0
3858,126,1,1,47.0,Media,3.0,Sí,38078.0
3859,174,3,3,19.0,Baja,3.0,No,26992.0
3860,41,2,4,14.0,Baja,3.0,Sí,52890.0
3861,140,4,1,69.0,Baja,0.0,No,27009.0
3862,156,2,1,44.0,Media,1.0,No,15756.0
3863,163,5,4,51.0,Media,3.0,Sí,77185.0
3864,184,2,2,41.0,Media,1.0,Sí,25844.0
3865,148,6,1,28.0,Media,0.0,Sí,69912.0
3866,110,1,1,78.0,Media,3.0,No,-44454.0
3867,152,2,2,79.0,Baja,3.0,No,2405.0
3868,74,5,1,16.0,Alta,3.0,Sí,56521.0
3869,123,4,3,9.0,Media,0.0,No,70545.0
3870,131,3,2,3.0,Baja,3.0,No,87964.0
3871,95,1,1,56.0,Media,1.0,Sí,18431.0
3872,163,5,3,36.0,Baja,0.0,Sí,32466.0
3873,61,6,1,62.0,Alta,0.0,Sí,42307.0
3874,86,4,1,,Baja,3.0,Sí,31659.0
3875,168,6,4,10.0,Baja,0.0,No,48565.0
3876,121,5,2,53.0,Baja,0.0,Sí,32342.0
3877,169,4,4,34.0,Media,0.0,Sí,56803.0
3878,86,3,2,25.0,Media,2.0,Sí,57604.0
3879,66,5,3,78.0,Media,,Sí,37954.0
3880,91,6,1,66.0,Alta,2.0,Sí,63043.0
3881,119,4,3,51.0,Baja,2.0,No,13207.0
3882,84,6,2,9.0,Alta,2.0,No,57343.0
3883,213,2,3,40.0,Baja,2.0,Sí,14541.0
3884,203,2,2,74.0,Media,1.0,No,10532.0
3885,106,4,3,78.0,Alta,2.0,Sí,39423.0
3886,131,5,3,5.0,Alta,0.0,Sí,83118.0
3887,93,2,4,13.0,Media,2.0,Sí,45822.0
3888,190,4,2,2.0,Media,0.0,Sí,76418.0
3889,125,3,4,35.0,Baja,0.0,Sí,22913.0
3890,150,5,3,16.0,Media,2.0,No,36768.0
3891,93,1,4,61.0,Media,2.0,Sí,53458.0
3892,143,6,1,55.0,Media,0.0,Sí,37442.0
3893,68,3,1,45.0,Media,1.0,Sí,27171.0
3894,173,6,3,23.0,Media,1.0,Sí,102230.0
3895,138,6,1,21.0,Alta,3.0,No,58023.0
3896,120,6,1,40.0,Alta,2.0,Sí,62576.0
3897,147,2,1,52.0,Media,3.0,No,4447.0
3898,182,1,3,18.0,Media,0.0,Sí,55123.0
3899,158,6,1,43.0,Alta,2.0,Sí,76622.0
3900,114,2,3,69.0,Media,2.0,No,-3418.0
3901,143,4,2,58.0,Alta,1.0,Sí,28419.0
3902,67,4,4,,Media,3.0,No,58582.0
3903,118,2,4,23.0,Alta,3.0,Sí,92777.0
3904,154,6,1,36.0,Alta,2.0,Sí,29401.0
3905,96,1,1,1.0,Baja,1.0,No,23859.0
3906,131,2,4,48.0,Media,2.0,Sí,73473.0
3907,65,5,3,64.0,Media,0.0,No,70406.0
3908,56,1,2,72.0,Baja,1.0,No,13410.0
3909,89,5,3,44.0,Baja,3.0,No,52021.0
3910,138,4,4,46.0,Media,1.0,Sí,75885.0
3911,137,6,1,30.0,Alta,2.0,Sí,92418.0
3912,81,4,3,10.0,Media,1.0,Sí,46024.0
3913,69,3,4,11.0,Media,2.0,No,64556.0
3914,156,2,2,52.0,Media,3.0,Sí,39270.0
3915,146,2,2,58.0,Baja,0.0,Sí,49273.0
3916,121,5,4,46.0,Alta,1.0,Sí,94716.0
3917,154,4,3,78.0,Alta,1.0,No,55539.0
3918,183,3,4,59.0,Media,3.0,Sí,41584.0
3919,130,6,3,17.0,Media,3.0,Sí,122408.0
3920,95,1,4,60.0,Media,1.0,No,62418.0
3921,149,6,4,17.0,Media,0.0,Sí,54970.0
3922,165,1,1,,Baja,2.0,No,39036.0
3923,170,3,2,3.0,Media,3.0,No,57698.0
3924,117,3,4,56.0,Media,1.0,Sí,21773.0
3925,170,2,2,6.0,Media,2.0,Sí,60134.0
3926,152,1,3,73.0,Baja,0.0,No,32088.0
3927,133,3,1,49.0,Media,1.0,No,-2365.0
3928,166,4,1,72.0,Media,0.0,No,-999.0
3929,116,4,4,54.0,Media,2.0,Sí,52023.0
3930,129,2,4,36.0,Media,2.0,Sí,37839.0
3931,121,3,2,,Media,0.0,Sí,66868.0
3932,149,4,4,14.0,Media,0.0,Sí,57441.0
3933,26,2,2,62.0,Media,3.0,Sí,27130.0
3934,98,5,4,61.0,Media,2.0,No,-7223.0
3935,132,2,2,43.0,Baja,0.0,Sí,140544.0
3936,159,6,4,53.0,Media,0.0,No,52088.0
3937,133,6,1,11.0,Media,0.0,Sí,49540.0
3938,91,5,3,69.0,Alta,,No,54686.0
3939,55,1,4,66.0,Media,3.0,Sí,38031.0
3940,-13,4,3,27.0,Alta,0.0,Sí,94723.0
3941,115,1,3,34.0,Media,0.0,Sí,53928.0
3942,87,4,4,40.0,Baja,3.0,No,19068.0
3943,175,1,3,11.0,Media,0.0,Sí,69871.0
3944,161,2,2,18.0,Media,0.0,Sí,24232.0
3945,100,5,2,44.0,Media,2.0,No,9936.0
3946,28,3,3,33.0,Media,1.0,Sí,32952.0
3947,31,1,4,35.0,Alta,3.0,No,76433.0
3948,78,4,3,33.0,Alta,0.0,Sí,55363.0
3949,57,3,4,25.0,Alta,3.0,Sí,108332.0
3950,87,3,2,63.0,Media,3.0,Sí,52233.0
3951,206,5,4,,Baja,2.0,No,29574.0
3952,197,2,4,16.0,Media,3.0,No,44994.0
3953,171,6,1,73.0,Alta,3.0,No,69982.0
3954,69,6,3,68.0,Alta,,Sí,75033.0
3955,93,2,1,12.0,Baja,2.0,Sí,40859.0
3956,95,4,1,36.0,Media,0.0,Sí,27586.0
3957,144,1,1,9.0,Media,1.0,Sí,59025.0
3958,120,3,4,18.0,Baja,3.0,Sí,75585.0
3959,144,4,1,77.0,Baja,3.0,Sí,23173.0
3960,86,3,3,57.0,Media,1.0,No,18982.0
3961,171,6,3,71.0,Alta,0.0,Sí,55147.0
3962,86,6,4,45.0,Alta,1.0,No,85777.0
3963,133,5,2,55.0,Media,3.0,Sí,66156.0
3964,126,6,2,0.0,Media,1.0,Sí,47543.0
3965,63,6,2,39.0,Alta,3.0,No,92469.0
3966,142,4,3,47.0,Alta,2.0,No,57061.0
3967,171,4,3,46.0,Baja,0.0,Sí,53389.0
3968,178,6,1,48.0,Media,2.0,Sí,52847.0
3969,34,5,1,55.0,Alta,2.0,Sí,72177.0
3970,100,4,1,16.0,Media,,Sí,26337.0
3971,116,6,2,44.0,Media,0.0,No,32610.0
3972,99,3,3,35.0,Media,0.0,Sí,46759.0
3973,82,6,2,65.0,Media,0.0,No,60968.0
3974,110,1,2,31.0,Media,3.0,Sí,52474.0
3975,169,3,4,50.0,Alta,1.0,Sí,43587.0
3976,84,2,4,68.0,Media,3.0,Sí,42249.0
3977,84,4,2,68.0,Media,3.0,Sí,68321.0
3978,61,2,4,15.0,Media,1.0,Sí,58570.0
3979,91,5,3,34.0,Baja,1.0,No,38872.0
3980,207,4,2,17.0,Baja,3.0,Sí,22328.0
3981,83,2,1,1.0,Media,1.0,Sí,44897.0
3982,102,6,3,74.0,Media,0.0,Sí,56834.0
3983,105,6,2,66.0,Media,0.0,Sí,27598.0
3984,38,1,4,35.0,Media,3.0,Sí,51875.0
3985,78,1,3,60.0,Alta,0.0,No,59045.0
3986,162,5,3,28.0,Baja,2.0,Sí,49006.0
3987,155,4,3,52.0,Alta,0.0,Sí,74355.0
3988,115,6,3,32.0,Media,1.0,Sí,52041.0
3989,93,2,2,21.0,Media,1.0,Sí,33886.0
3990,112,2,3,50.0,Media,2.0,No,34921.0
3991,64,2,4,53.0,Baja,2.0,Sí,26399.0
3992,66,2,3,61.0,Media,,Sí,59548.0
3993,80,5,1,16.0,Alta,3.0,No,59791.0
3994,209,3,1,20.0,Alta,1.0,Sí,66689.0
3995,138,2,1,57.0,Alta,3.0,Sí,58202.0
3996,118,3,4,,Alta,1.0,Sí,77747.0
3997,100,3,2,71.0,Alta,0.0,Sí,34425.0
3998,75,6,1,47.0,Alta,,Sí,70812.0
3999,128,6,4,72.0,Alta,0.0,Sí,89283.0
4000,108,4,4,64.0,Media,1.0,No,20761.0
4001,139,6,2,34.0,Baja,2.0,No,20388.0
4002,59,3,3,45.0,Media,1.0,Sí,14024.0
4003,101,6,1,5.0,Alta,0.0,No,83296.0
4004,142,4,1,78.0,Media,2.0,Sí,44198.0
4005,69,4,4,9.0,Alta,3.0,No,118464.0
4006,102,5,4,43.0,Media,2.0,No,70257.0
4007,92,4,1,27.0,Media,2.0,Sí,51985.0
4008,69,1,2,16.0,Media,2.0,No,36422.0
4009,155,4,1,75.0,Alta,2.0,No,57680.0
4010,88,2,1,23.0,Alta,3.0,No,42115.0
4011,136,6,1,78.0,Alta,0.0,Sí,-17238.0
4012,120,1,2,39.0,Baja,1.0,No,12790.0
4013,96,1,1,16.0,Media,2.0,Sí,8084.0
4014,116,6,2,8.0,Media,1.0,No,54594.0
4015,88,6,1,36.0,Media,1.0,Sí,25903.0
4016,52,5,2,72.0,Media,3.0,Sí,42375.0
4017,134,5,4,46.0,Alta,2.0,No,69829.0
4018,55,4,2,9.0,Alta,3.0,Sí,75558.0
4019,123,2,3,21.0,Media,3.0,No,44522.0
4020,73,5,1,20.0,Media,2.0,Sí,89819.0
4021,216,5,4,,Media,0.0,Sí,64050.0
4022,140,6,2,69.0,Media,3.0,Sí,34139.0
4023,141,3,2,11.0,Media,3.0,Sí,65218.0
4024,92,4,3,72.0,Baja,0.0,Sí,49686.0
4025,121,4,3,26.0,Alta,1.0,Sí,66054.0
4026,114,5,4,18.0,Media,3.0,No,100898.0
4027,116,6,3,3.0,Baja,2.0,Sí,55997.0
4028,93,6,1,70.0,Media,2.0,Sí,48098.0
4029,149,1,3,46.0,Media,0.0,Sí,46061.0
4030,141,5,1,,Media,1.0,No,34515.0
4031,59,1,3,53.0,Baja,3.0,Sí,-6939.0
4032,133,5,1,72.0,Media,3.0,No,1312.0
4033,140,4,1,16.0,Alta,1.0,Sí,42490.0
4034,165,2,3,79.0,Media,0.0,No,280769.0
4035,145,4,4,79.0,Alta,2.0,No,86385.0
4036,155,4,2,27.0,Alta,2.0,Sí,71020.0
4037,72,6,4,,Baja,0.0,No,67313.0
4038,36,5,1,76.0,Media,,Sí,33279.0
4039,95,1,2,,Alta,1.0,Sí,79292.0
4040,78,1,2,73.0,Alta,1.0,No,14598.0
4041,101,4,1,54.0,Alta,3.0,No,30388.0
4042,111,4,1,61.0,Media,1.0,No,9808.0
4043,63,3,2,,Media,3.0,No,41203.0
4044,151,5,4,,Media,2.0,Sí,57142.0
4045,121,1,1,50.0,Alta,1.0,No,54618.0
4046,153,2,4,69.0,Baja,3.0,Sí,-956.0
4047,141,6,1,50.0,Alta,1.0,No,48043.0
4048,158,2,2,65.0,Alta,3.0,Sí,26669.0
4049,94,3,3,18.0,Alta,0.0,Sí,71542.0
4050,112,2,3,13.0,Alta,0.0,No,50786.0
4051,141,2,2,70.0,Media,0.0,Sí,16385.0
4052,107,3,4,36.0,Baja,1.0,No,25286.0
4053,152,1,2,47.0,Baja,1.0,Sí,-865.0
4054,123,4,2,29.0,Alta,2.0,Sí,86927.0
4055,163,4,1,42.0,Baja,1.0,No,49000.0
4056,188,1,1,11.0,Media,0.0,Sí,3083.0
4057,149,2,2,25.0,Media,3.0,No,52314.0
4058,118,5,3,42.0,Alta,2.0,No,80046.0
4059,105,5,4,30.0,Baja,3.0,No,63568.0
4060,153,4,4,27.0,Media,1.0,No,36436.0
4061,205,5,2,4.0,Media,2.0,Sí,59877.0
4062,105,2,3,32.0,Media,2.0,No,46796.0
4063,138,2,4,23.0,Media,1.0,Sí,46996.0
4064,103,2,3,18.0,Media,2.0,Sí,45073.0
4065,81,3,4,51.0,Baja,1.0,Sí,39883.0
4066,104,6,3,63.0,Alta,1.0,Sí,72636.0
4067,78,5,2,56.0,Alta,3.0,Sí,71068.0
4068,184,2,4,0.0,Baja,0.0,Sí,51932.0
4069,128,5,1,41.0,Alta,3.0,No,49288.0
4070,184,2,2,66.0,Baja,0.0,No,-12228.0
4071,171,6,1,49.0,Alta,2.0,Sí,66443.0
4072,135,2,2,73.0,Media,2.0,Sí,4575.0
4073,141,3,2,71.0,Alta,3.0,Sí,73198.0
4074,100,2,3,40.0,Baja,0.0,Sí,10089.0
4075,106,4,1,15.0,Media,3.0,Sí,65259.0
4076,145,3,1,,Media,1.0,Sí,40948.0
4077,182,3,1,3.0,Alta,0.0,Sí,56516.0
4078,36,2,1,40.0,Media,3.0,No,38384.0
4079,107,6,2,37.0,Media,3.0,Sí,87770.0
4080,128,6,3,59.0,Alta,2.0,Sí,116381.0
4081,102,2,2,18.0,Media,3.0,Sí,16313.0
4082,194,2,3,72.0,Baja,0.0,No,17933.0
4083,92,2,1,43.0,Alta,3.0,No,53585.0
4084,126,1,1,58.0,Media,0.0,Sí,728.0
4085,150,5,3,59.0,Baja,3.0,Sí,58725.0
4086,140,2,4,13.0,Media,0.0,Sí,63610.0
4087,121,1,3,,Baja,0.0,No,10210.0
4088,105,1,3,31.0,Media,1.0,Sí,32032.0
4089,128,5,1,29.0,Media,0.0,No,70379.0
4090,158,1,1,74.0,Alta,0.0,Sí,53023.0
4091,111,5,2,49.0,Baja,3.0,Sí,13961.0
4092,125,5,4,10.0,Media,3.0,Sí,83791.0
4093,119,6,4,9.0,Alta,1.0,No,76720.0
4094,88,3,3,3.0,Alta,3.0,No,115837.0
4095,46,5,2,76.0,Alta,3.0,Sí,74693.0
4096,78,6,3,54.0,Alta,1.0,No,80563.0
4097,128,2,2,53.0,Media,,Sí,7432.0
4098,138,5,1,34.0,Baja,0.0,Sí,21926.0
4099,137,5,4,44.0,Media,2.0,Sí,35644.0
4100,132,6,1,8.0,Alta,0.0,No,65039.0
4101,195,3,2,65.0,Alta,1.0,No,58133.0
4102,96,1,4,78.0,Alta,1.0,Sí,50682.0
4103,108,2,1,49.0,Alta,0.0,No,63594.0
4104,116,5,3,75.0,Media,3.0,No,41069.0
4105,73,4,4,27.0,Alta,3.0,Sí,35018.0
4106,100,2,1,51.0,Media,1.0,No,9524.0
4107,168,2,3,40.0,Media,2.0,Sí,25695.0
4108,148,4,1,78.0,Alta,3.0,No,89108.0
4109,134,4,4,64.0,Baja,3.0,No,55774.0
4110,138,4,1,38.0,Alta,3.0,No,47579.0
4111,113,5,1,44.0,Alta,2.0,No,86680.0
4112,125,5,4,27.0,Media,,Sí,81160.0
4113,46,1,2,61.0,Media,1.0,No,14191.0
4114,112,2,1,5.0,Baja,0.0,No,39635.0
4115,129,6,1,19.0,Alta,0.0,Sí,94212.0
4116,181,3,4,13.0,Media,0.0,Sí,36546.0
4117,123,5,4,72.0,Media,1.0,Sí,51460.0
4118,113,5,3,35.0,Alta,0.0,No,62149.0
4119,126,4,2,31.0,Alta,2.0,Sí,95373.0
4120,76,4,4,24.0,Media,0.0,Sí,65644.0
4121,167,4,4,47.0,Media,1.0,Sí,36832.0
4122,195,3,3,12.0,Media,2.0,Sí,34481.0
4123,134,4,4,60.0,Media,2.0,Sí,91852.0
4124,163,3,2,59.0,Media,2.0,Sí,30411.0
4125,134,3,1,50.0,Media,0.0,No,26855.0
4126,69,2,1,47.0,Media,1.0,Sí,20276.0
4127,84,6,1,60.0,Media,3.0,Sí,31949.0
4128,55,2,1,35.0,Baja,2.0,No,3211.0
4129,141,2,3,61.0,Media,0.0,No,213278.0
4130,83,3,4,15.0,Media,3.0,Sí,42481.0
4131,132,1,1,21.0,Alta,1.0,Sí,48703.0
4132,96,6,1,45.0,Media,3.0,Sí,-9929.0
4133,204,1,3,42.0,Media,1.0,Sí,62184.0
4134,196,1,2,47.0,Media,0.0,Sí,6089.0
4135,187,3,2,79.0,Alta,,Sí,61747.0
4136,112,6,3,37.0,Media,0.0,Sí,59459.0
4137,105,4,1,3.0,Baja,3.0,No,3548.0
4138,116,4,4,9.0,Alta,1.0,No,91051.0
4139,30,5,4,65.0,Alta,2.0,Sí,76689.0
4140,101,3,2,19.0,Media,2.0,Sí,58792.0
4141,228,3,4,59.0,Media,2.0,No,65300.0
4142,158,1,3,58.0,Alta,3.0,Sí,27600.0
4143,113,4,1,34.0,Baja,1.0,No,63311.0
4144,91,6,4,17.0,Alta,0.0,Sí,102252.0
4145,113,4,1,6.0,Alta,0.0,No,92320.0
4146,106,4,3,48.0,Alta,,Sí,60345.0
4147,168,6,4,21.0,Media,0.0,No,46656.0
4148,160,1,4,21.0,Baja,,No,49544.0
4149,93,4,2,78.0,Alta,2.0,No,46945.0
4150,193,6,2,,Media,3.0,Sí,63405.0
4151,158,2,3,59.0,Media,0.0,No,32219.0
4152,117,4,2,18.0,Media,1.0,Sí,56421.0
4153,129,2,3,37.0,Alta,2.0,No,25456.0
4154,94,1,2,75.0,Media,0.0,Sí,55470.0
4155,95,6,2,34.0,Media,2.0,No,46612.0
4156,160,6,1,59.0,Alta,2.0,Sí,40932.0
4157,134,6,3,31.0,Media,,Sí,74476.0
4158,156,1,1,28.0,Media,2.0,No,44391.0
4159,50,2,1,79.0,Media,2.0,Sí,31629.0
4160,98,6,3,42.0,Media,,Sí,37801.0
4161,94,2,1,13.0,Alta,2.0,No,66085.0
4162,55,4,1,45.0,Alta,2.0,Sí,71361.0
4163,145,2,1,10.0,Media,0.0,No,37719.0
4164,68,3,1,6.0,Media,2.0,No,52811.0
4165,211,6,4,76.0,Alta,1.0,Sí,108058.0
4166,104,3,1,30.0,Alta,0.0,Sí,79074.0
4167,107,5,3,21.0,Media,1.0,Sí,38458.0
4168,156,5,4,54.0,Alta,1.0,No,84509.0
4169,102,5,4,62.0,Alta,0.0,Sí,89031.0
4170,63,5,1,49.0,Media,2.0,No,35285.0
4171,165,2,2,52.0,Media,0.0,Sí,30085.0
4172,149,2,3,5.0,Media,1.0,No,58455.0
4173,122,4,2,67.0,Alta,0.0,Sí,55216.0
4174,88,3,2,75.0,Media,1.0,No,62851.0
4175,178,4,1,17.0,Media,,Sí,43503.0
4176,125,3,4,68.0,Media,2.0,No,6812.0
4177,127,1,2,64.0,Baja,1.0,No,10413.0
4178,34,3,1,37.0,Alta,3.0,Sí,70840.0
4179,156,1,1,63.0,Alta,1.0,Sí,41550.0
4180,113,2,2,70.0,Alta,2.0,No,25864.0
4181,130,3,2,39.0,Alta,3.0,No,50677.0
4182,143,4,4,26.0,Media,0.0,No,64631.0
4183,86,3,4,1.0,Media,1.0,Sí,72449.0
4184,184,4,4,64.0,Media,0.0,Sí,71746.0
4185,112,1,1,0.0,Alta,1.0,Sí,68668.0
4186,133,3,2,72.0,Media,1.0,No,34666.0
4187,140,3,2,0.0,Media,3.0,No,8745.0
4188,79,3,2,58.0,Alta,3.0,Sí,70880.0
4189,150,4,3,32.0,Alta,1.0,No,55560.0
4190,128,1,3,6.0,Media,1.0,Sí,54661.0
4191,163,3,4,44.0,Alta,0.0,No,79584.0
4192,98,3,1,50.0,Alta,2.0,Sí,48686.0
4193,146,6,4,31.0,Media,3.0,No,58808.0
4194,136,1,2,27.0,Baja,3.0,Sí,26798.0
4195,167,4,4,6.0,Media,0.0,Sí,98081.0
4196,149,4,1,8.0,Alta,3.0,No,87322.0
4197,116,2,2,14.0,Media,1.0,Sí,307322.0
4198,91,6,3,,Baja,,No,60140.0
4199,86,2,1,10.0,Media,3.0,Sí,42583.0
4200,128,3,1,7.0,Alta,,Sí,62977.0
4201,118,3,4,67.0,Media,0.0,Sí,42774.0
4202,138,6,1,29.0,Alta,2.0,Sí,64848.0
4203,114,3,3,46.0,Media,1.0,Sí,41319.0
4204,120,4,1,64.0,Alta,0.0,No,50961.0
4205,138,4,3,75.0,Alta,1.0,No,40080.0
4206,61,1,1,79.0,Media,2.0,Sí,32831.0
4207,148,6,1,57.0,Media,1.0,No,24642.0
4208,153,4,3,53.0,Media,1.0,Sí,71114.0
4209,154,3,3,62.0,Baja,1.0,Sí,-19148.0
4210,179,5,1,65.0,Baja,1.0,No,16939.0
4211,127,4,3,3.0,Media,1.0,No,79790.0
4212,204,1,4,49.0,Media,1.0,No,19418.0
4213,71,4,2,11.0,Media,1.0,Sí,50177.0
4214,102,3,2,62.0,Media,0.0,No,32080.0
4215,121,6,3,11.0,Baja,1.0,No,183430.0
4216,212,5,1,3.0,Alta,0.0,No,60972.0
4217,185,2,2,59.0,Alta,,Sí,13119.0
4218,104,2,1,18.0,Alta,2.0,Sí,68882.0
4219,155,4,3,46.0,Media,3.0,Sí,56522.0
4220,131,5,2,6.0,Alta,0.0,Sí,97006.0
4221,141,3,4,3.0,Media,3.0,No,56849.0
4222,47,5,4,43.0,Baja,3.0,No,72879.0
4223,95,3,1,41.0,Media,2.0,Sí,77392.0
4224,212,4,1,34.0,Media,1.0,No,14527.0
4225,89,5,3,2.0,Media,,No,60917.0
4226,148,2,2,17.0,Media,0.0,No,51038.0
4227,66,1,3,17.0,Baja,2.0,No,59169.0
4228,104,3,1,24.0,Media,0.0,No,43047.0
4229,88,1,4,25.0,Alta,3.0,No,85460.0
4230,148,2,1,22.0,Media,3.0,No,39371.0
4231,117,3,3,31.0,Media,1.0,Sí,55748.0
4232,169,6,1,19.0,Media,3.0,No,49994.0
4233,85,4,4,53.0,Baja,1.0,Sí,28892.0
4234,168,5,1,34.0,Media,0.0,No,45860.0
4235,127,4,4,43.0,Alta,1.0,No,53626.0
4236,155,2,1,,Media,3.0,No,53671.0
4237,113,2,4,79.0,Baja,2.0,No,53926.0
4238,37,3,2,39.0,Media,0.0,Sí,83870.0
4239,40,2,4,40.0,Alta,1.0,No,48956.0
4240,156,2,3,58.0,Baja,1.0,Sí,65905.0
4241,143,1,3,22.0,Media,0.0,Sí,54403.0
4242,126,6,3,32.0,Alta,2.0,No,89991.0
4243,131,5,4,37.0,Baja,3.0,Sí,88362.0
4244,100,5,4,33.0,Alta,3.0,Sí,124249.0
4245,101,1,1,48.0,Media,0.0,Sí,65545.0
4246,90,5,2,75.0,Media,1.0,No,42779.0
4247,204,1,1,49.0,Media,3.0,Sí,33054.0
4248,114,6,3,47.0,Media,3.0,No,74747.0
4249,194,2,3,6.0,Media,0.0,Sí,82724.0
4250,97,4,2,23.0,Media,1.0,Sí,29325.0
4251,66,2,4,78.0,Alta,0.0,No,45507.0
4252,230,2,2,16.0,Alta,2.0,No,64556.0
4253,154,3,4,35.0,Media,2.0,No,59308.0
4254,44,6,4,74.0,Media,2.0,No,70074.0
4255,160,2,2,16.0,Media,2.0,Sí,44214.0
4256,97,5,3,37.0,Alta,0.0,No,61764.0
4257,49,6,4,6.0,Media,0.0,Sí,97020.0
4258,134,6,2,20.0,Media,2.0,No,44244.0
4259,97,6,4,21.0,Baja,0.0,Sí,56583.0
4260,99,6,4,78.0,Media,1.0,No,60385.0
4261,120,5,4,29.0,Media,0.0,Sí,51022.0
4262,128,3,4,69.0,Media,2.0,No,44791.0
4263,60,2,3,,Baja,2.0,No,22478.0
4264,178,2,4,25.0,Alta,3.0,No,58169.0
4265,171,3,3,10.0,Media,,No,80777.0
4266,134,1,2,10.0,Baja,0.0,Sí,40149.0
4267,139,3,2,30.0,Baja,1.0,Sí,69396.0
4268,145,3,4,10.0,Alta,2.0,Sí,91255.0
4269,186,4,4,1.0,Media,1.0,No,86618.0
4270,118,6,3,25.0,Media,2.0,Sí,73693.0
4271,126,4,4,53.0,Media,3.0,No,75725.0
4272,143,6,2,56.0,Baja,2.0,No,38021.0
4273,70,2,2,25.0,Media,3.0,Sí,16445.0
4274,143,5,1,33.0,Media,1.0,Sí,50379.0
4275,153,5,4,6.0,Alta,0.0,Sí,78105.0
4276,123,5,4,20.0,Media,3.0,No,79420.0
4277,209,1,3,1.0,Media,1.0,No,61207.0
4278,112,2,3,23.0,Media,3.0,No,37407.0
4279,171,2,3,,Alta,1.0,No,48216.0
4280,80,5,2,74.0,Alta,0.0,No,35202.0
4281,57,3,2,6.0,Baja,0.0,Sí,47076.0
4282,83,5,1,5.0,Baja,0.0,Sí,15378.0
