,rate_marriage,age,yrs_married,children,religious,educ,occupation,occupation_husb,affairs
4563,5.0,42.0,23.0,2.0,3.0,20.0,4.0,6.0,0.0
4564,5.0,22.0,2.5,1.0,3.0,14.0,3.0,4.0,0.0
4565,5.0,42.0,23.0,4.0,3.0,12.0,4.0,5.0,0.0
4566,3.0,27.0,9.0,2.0,2.0,14.0,3.0,4.0,0.0
4567,2.0,32.0,13.0,4.0,3.0,14.0,3.0,3.0,0.0
4568,4.0,22.0,6.0,0.0,2.0,14.0,3.0,5.0,0.0
4569,5.0,22.0,2.5,0.0,1.0,17.0,2.0,5.0,0.0
4570,4.0,22.0,2.5,0.0,3.0,14.0,5.0,2.0,0.0
4571,4.0,22.0,2.5,1.0,2.0,16.0,4.0,6.0,0.0
4572,5.0,27.0,6.0,1.0,3.0,14.0,3.0,4.0,0.0
4573,4.0,27.0,6.0,1.0,1.0,16.0,4.0,4.0,0.0
4574,3.0,22.0,2.5,1.0,2.0,14.0,3.0,4.0,0.0
4575,5.0,32.0,6.0,0.0,3.0,20.0,6.0,6.0,0.0
4576,5.0,22.0,2.5,0.0,2.0,14.0,3.0,2.0,0.0
4577,5.0,17.5,0.5,0.0,3.0,12.0,2.0,5.0,0.0
4578,5.0,27.0,2.5,0.0,3.0,14.0,3.0,4.0,0.0
4579,4.0,42.0,23.0,2.0,3.0,20.0,4.0,2.0,0.0
4580,5.0,27.0,2.5,0.0,2.0,16.0,4.0,6.0,0.0
4581,5.0,22.0,6.0,0.0,3.0,14.0,3.0,5.0,0.0
4582,5.0,22.0,0.5,0.0,3.0,16.0,3.0,4.0,0.0
4583,4.0,22.0,0.5,0.0,3.0,12.0,2.0,2.0,0.0
4584,4.0,22.0,2.5,0.0,4.0,12.0,4.0,4.0,0.0
4585,5.0,27.0,2.5,1.0,3.0,14.0,3.0,4.0,0.0
4586,5.0,22.0,6.0,0.0,3.0,12.0,3.0,4.0,0.0
4587,4.0,22.0,2.5,0.0,4.0,14.0,3.0,4.0,0.0
4588,5.0,22.0,2.5,0.0,1.0,16.0,4.0,4.0,0.0
4589,5.0,32.0,13.0,1.0,3.0,12.0,3.0,4.0,0.0
4590,4.0,27.0,9.0,2.0,2.0,14.0,3.0,4.0,0.0
4591,4.0,27.0,9.0,1.0,2.0,12.0,3.0,4.0,0.0
4592,5.0,22.0,2.5,0.0,2.0,14.0,6.0,5.0,0.0
4593,4.0,32.0,13.0,1.0,3.0,14.0,3.0,5.0,0.0
4594,3.0,37.0,16.5,3.0,3.0,14.0,4.0,4.0,0.0
4595,3.0,22.0,2.5,1.0,3.0,16.0,6.0,4.0,0.0
4596,5.0,27.0,16.5,3.0,3.0,16.0,5.0,5.0,0.0
4597,5.0,42.0,23.0,2.0,3.0,12.0,5.0,5.0,0.0
4598,5.0,27.0,0.5,0.0,4.0,12.0,3.0,6.0,0.0
4599,5.0,32.0,16.5,2.0,1.0,16.0,4.0,5.0,0.0
4600,5.0,37.0,16.5,1.0,4.0,12.0,3.0,2.0,0.0
4601,5.0,27.0,9.0,1.0,3.0,12.0,3.0,2.0,0.0
4602,5.0,27.0,13.0,3.0,3.0,14.0,3.0,3.0,0.0
4603,5.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,0.0
4604,4.0,22.0,2.5,0.0,2.0,12.0,3.0,2.0,0.0
4605,5.0,32.0,16.5,3.0,4.0,12.0,3.0,5.0,0.0
4606,5.0,22.0,2.5,2.0,4.0,12.0,2.0,2.0,0.0
4607,5.0,27.0,9.0,2.0,4.0,14.0,3.0,4.0,0.0
4608,5.0,27.0,2.5,0.0,3.0,16.0,4.0,4.0,0.0
4609,4.0,32.0,13.0,2.0,4.0,14.0,3.0,5.0,0.0
4610,5.0,17.5,0.5,0.0,3.0,12.0,2.0,5.0,0.0
4611,5.0,42.0,23.0,3.0,4.0,14.0,3.0,6.0,0.0
4612,5.0,22.0,2.5,1.0,2.0,14.0,3.0,2.0,0.0
4613,5.0,27.0,9.0,2.0,3.0,17.0,4.0,6.0,0.0
4614,4.0,17.5,2.5,0.0,1.0,14.0,3.0,1.0,0.0
4615,2.0,22.0,6.0,0.0,2.0,14.0,5.0,2.0,0.0
4616,5.0,27.0,2.5,0.0,3.0,16.0,3.0,2.0,0.0
4617,4.0,27.0,6.0,1.0,3.0,16.0,4.0,5.0,0.0
4618,4.0,37.0,9.0,0.0,3.0,20.0,4.0,4.0,0.0
4619,4.0,22.0,2.5,0.0,1.0,16.0,3.0,5.0,0.0
4620,4.0,37.0,13.0,2.0,2.0,16.0,4.0,4.0,0.0
4621,5.0,37.0,16.5,3.0,4.0,17.0,4.0,4.0,0.0
4622,4.0,27.0,6.0,0.0,1.0,20.0,6.0,6.0,0.0
4623,4.0,27.0,6.0,0.0,3.0,16.0,4.0,5.0,0.0
4624,5.0,37.0,16.5,3.0,1.0,17.0,4.0,6.0,0.0
4625,5.0,27.0,6.0,2.0,3.0,14.0,3.0,4.0,0.0
4626,5.0,37.0,16.5,3.0,3.0,12.0,3.0,4.0,0.0
4627,5.0,42.0,23.0,1.0,4.0,12.0,3.0,4.0,0.0
4628,5.0,27.0,9.0,2.0,3.0,12.0,5.0,5.0,0.0
4629,5.0,27.0,13.0,2.0,2.0,14.0,2.0,4.0,0.0
4630,5.0,42.0,23.0,2.0,4.0,14.0,5.0,5.0,0.0
4631,5.0,42.0,23.0,5.5,4.0,14.0,5.0,4.0,0.0
4632,4.0,22.0,6.0,0.0,1.0,17.0,4.0,1.0,0.0
4633,4.0,27.0,2.5,0.0,4.0,16.0,3.0,1.0,0.0
4634,4.0,17.5,2.5,0.0,1.0,12.0,5.0,2.0,0.0
4635,3.0,27.0,9.0,0.0,2.0,16.0,4.0,4.0,0.0
4636,5.0,22.0,2.5,0.0,2.0,12.0,3.0,5.0,0.0
4637,4.0,27.0,9.0,2.0,3.0,12.0,3.0,2.0,0.0
4638,4.0,22.0,6.0,0.0,2.0,16.0,5.0,5.0,0.0
4639,4.0,22.0,0.5,0.0,1.0,14.0,1.0,1.0,0.0
4640,5.0,22.0,2.5,1.0,2.0,12.0,3.0,1.0,0.0
4641,5.0,27.0,9.0,2.0,3.0,12.0,5.0,5.0,0.0
4642,5.0,27.0,6.0,0.0,2.0,14.0,3.0,5.0,0.0
4643,4.0,22.0,2.5,0.0,3.0,14.0,2.0,2.0,0.0
4644,4.0,22.0,6.0,1.0,2.0,12.0,3.0,4.0,0.0
4645,5.0,22.0,2.5,1.0,3.0,14.0,3.0,4.0,0.0
4646,3.0,27.0,6.0,1.0,1.0,12.0,3.0,5.0,0.0
4647,5.0,37.0,16.5,4.0,3.0,20.0,4.0,2.0,0.0
4648,4.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,0.0
4649,4.0,32.0,13.0,2.0,3.0,14.0,5.0,5.0,0.0
4650,5.0,22.0,2.5,0.0,1.0,14.0,3.0,4.0,0.0
4651,5.0,27.0,2.5,0.0,2.0,14.0,3.0,4.0,0.0
4652,4.0,27.0,9.0,1.0,2.0,12.0,2.0,2.0,0.0
4653,5.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,0.0
4654,3.0,37.0,13.0,1.0,3.0,17.0,5.0,3.0,0.0
4655,5.0,42.0,23.0,3.0,4.0,12.0,2.0,2.0,0.0
4656,5.0,27.0,6.0,0.0,4.0,16.0,4.0,5.0,0.0
4657,2.0,27.0,6.0,0.0,2.0,14.0,3.0,4.0,0.0
4658,5.0,32.0,13.0,2.0,4.0,14.0,4.0,5.0,0.0
4659,5.0,22.0,2.5,0.0,1.0,17.0,4.0,4.0,0.0
4660,5.0,27.0,9.0,2.0,3.0,12.0,3.0,5.0,0.0
4661,5.0,27.0,6.0,0.0,2.0,16.0,6.0,6.0,0.0
4662,5.0,27.0,6.0,1.0,3.0,16.0,4.0,2.0,0.0
4663,4.0,22.0,9.0,1.0,1.0,12.0,2.0,2.0,0.0
4664,4.0,32.0,13.0,3.0,3.0,20.0,4.0,5.0,0.0
4665,4.0,22.0,2.5,0.0,1.0,14.0,3.0,2.0,0.0
4666,4.0,27.0,6.0,2.0,3.0,14.0,3.0,5.0,0.0
4667,5.0,42.0,23.0,4.0,2.0,12.0,3.0,6.0,0.0
4668,3.0,32.0,13.0,3.0,4.0,16.0,4.0,2.0,0.0
4669,3.0,22.0,0.5,0.0,3.0,12.0,3.0,1.0,0.0
4670,2.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,0.0
4671,3.0,37.0,23.0,4.0,2.0,14.0,4.0,2.0,0.0
4672,5.0,42.0,23.0,5.5,4.0,14.0,5.0,2.0,0.0
4673,5.0,37.0,23.0,3.0,3.0,12.0,4.0,5.0,0.0
4674,5.0,32.0,9.0,2.0,3.0,16.0,4.0,6.0,0.0
4675,5.0,32.0,23.0,2.0,3.0,12.0,2.0,2.0,0.0
4676,5.0,37.0,13.0,3.0,4.0,16.0,4.0,2.0,0.0
4677,5.0,32.0,16.5,5.5,2.0,12.0,3.0,2.0,0.0
4678,5.0,27.0,9.0,3.0,1.0,12.0,2.0,5.0,0.0
4679,4.0,17.5,2.5,0.0,2.0,14.0,3.0,3.0,0.0
4680,5.0,22.0,0.5,0.0,1.0,16.0,3.0,1.0,0.0
4681,5.0,22.0,2.5,0.0,3.0,14.0,3.0,2.0,0.0
4682,5.0,22.0,2.5,0.0,3.0,16.0,5.0,4.0,0.0
4683,5.0,32.0,9.0,0.0,4.0,20.0,6.0,6.0,0.0
4684,3.0,27.0,6.0,0.0,4.0,16.0,4.0,4.0,0.0
4685,5.0,22.0,2.5,0.0,1.0,14.0,3.0,4.0,0.0
4686,5.0,22.0,0.5,0.0,2.0,12.0,3.0,1.0,0.0
4687,4.0,27.0,13.0,2.0,4.0,14.0,4.0,4.0,0.0
4688,4.0,42.0,23.0,4.0,2.0,14.0,4.0,5.0,0.0
4689,5.0,22.0,2.5,0.0,3.0,16.0,5.0,3.0,0.0
4690,5.0,42.0,23.0,3.0,3.0,16.0,4.0,2.0,0.0
4691,5.0,22.0,2.5,0.0,1.0,14.0,6.0,6.0,0.0
4692,4.0,17.5,2.5,0.0,3.0,14.0,3.0,3.0,0.0
4693,5.0,27.0,2.5,2.0,1.0,14.0,2.0,3.0,0.0
4694,4.0,27.0,9.0,1.0,3.0,12.0,3.0,3.0,0.0
4695,5.0,22.0,0.5,0.0,3.0,16.0,4.0,4.0,0.0
4696,5.0,32.0,16.5,4.0,3.0,12.0,3.0,4.0,0.0
4697,5.0,32.0,13.0,2.0,4.0,12.0,3.0,3.0,0.0
4698,5.0,27.0,2.5,1.0,3.0,14.0,5.0,5.0,0.0
4699,5.0,42.0,23.0,1.0,3.0,12.0,3.0,4.0,0.0
4700,4.0,42.0,23.0,4.0,3.0,14.0,5.0,5.0,0.0
4701,4.0,22.0,0.5,0.0,2.0,14.0,4.0,4.0,0.0
4702,3.0,27.0,6.0,2.0,3.0,14.0,3.0,6.0,0.0
4703,5.0,22.0,2.5,0.0,1.0,14.0,3.0,5.0,0.0
4704,4.0,37.0,23.0,5.5,2.0,12.0,3.0,2.0,0.0
4705,5.0,37.0,16.5,3.0,2.0,14.0,3.0,4.0,0.0
4706,5.0,27.0,9.0,3.0,2.0,14.0,3.0,2.0,0.0
4707,5.0,22.0,2.5,0.0,3.0,14.0,3.0,2.0,0.0
4708,3.0,27.0,9.0,2.0,3.0,16.0,4.0,5.0,0.0
4709,3.0,22.0,2.5,0.0,2.0,12.0,3.0,5.0,0.0
4710,5.0,37.0,16.5,4.0,4.0,14.0,3.0,4.0,0.0
4711,4.0,22.0,9.0,1.0,3.0,12.0,3.0,4.0,0.0
4712,2.0,27.0,6.0,2.0,2.0,12.0,5.0,5.0,0.0
4713,5.0,22.0,2.5,0.0,3.0,14.0,5.0,4.0,0.0
4714,5.0,32.0,13.0,2.0,4.0,14.0,5.0,4.0,0.0
4715,4.0,22.0,2.5,0.0,2.0,16.0,3.0,5.0,0.0
4716,5.0,27.0,9.0,0.0,2.0,14.0,3.0,5.0,0.0
4717,5.0,32.0,9.0,0.0,4.0,20.0,4.0,6.0,0.0
4718,5.0,32.0,13.0,2.0,3.0,16.0,4.0,5.0,0.0
4719,5.0,17.5,2.5,0.0,4.0,14.0,3.0,4.0,0.0
4720,5.0,42.0,23.0,3.0,3.0,12.0,3.0,2.0,0.0
4721,5.0,22.0,0.5,0.0,2.0,14.0,4.0,2.0,0.0
4722,5.0,37.0,13.0,0.0,2.0,12.0,3.0,4.0,0.0
4723,4.0,22.0,2.5,0.0,3.0,14.0,3.0,3.0,0.0
4724,5.0,37.0,16.5,4.0,3.0,14.0,4.0,2.0,0.0
4725,4.0,42.0,23.0,4.0,3.0,16.0,3.0,5.0,0.0
4726,5.0,27.0,6.0,1.0,2.0,16.0,4.0,4.0,0.0
4727,5.0,32.0,13.0,3.0,2.0,16.0,4.0,4.0,0.0
4728,5.0,42.0,23.0,3.0,4.0,14.0,3.0,4.0,0.0
4729,4.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,0.0
4730,5.0,42.0,13.0,0.0,4.0,14.0,3.0,5.0,0.0
4731,4.0,27.0,2.5,0.0,1.0,14.0,3.0,2.0,0.0
4732,5.0,22.0,2.5,0.0,3.0,12.0,2.0,2.0,0.0
4733,4.0,22.0,6.0,0.0,2.0,17.0,4.0,1.0,0.0
4734,5.0,22.0,2.5,0.0,2.0,14.0,5.0,5.0,0.0
4735,5.0,32.0,16.5,3.0,3.0,12.0,3.0,2.0,0.0
4736,4.0,27.0,2.5,0.0,2.0,16.0,4.0,6.0,0.0
4737,4.0,22.0,2.5,0.0,2.0,14.0,4.0,3.0,0.0
4738,4.0,32.0,16.5,2.0,3.0,12.0,3.0,2.0,0.0
4739,2.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,0.0
4740,2.0,42.0,23.0,3.0,3.0,14.0,5.0,5.0,0.0
4741,4.0,42.0,23.0,4.0,3.0,12.0,5.0,2.0,0.0
4742,3.0,32.0,16.5,3.0,3.0,12.0,3.0,3.0,0.0
4743,5.0,37.0,16.5,2.0,4.0,12.0,5.0,5.0,0.0
4744,5.0,32.0,13.0,2.0,3.0,14.0,3.0,5.0,0.0
4745,4.0,22.0,2.5,0.0,2.0,16.0,3.0,2.0,0.0
4746,4.0,27.0,2.5,0.0,3.0,12.0,3.0,3.0,0.0
4747,3.0,42.0,23.0,4.0,4.0,20.0,6.0,6.0,0.0
4748,3.0,32.0,16.5,2.0,2.0,14.0,5.0,2.0,0.0
4749,5.0,22.0,0.5,1.0,2.0,14.0,3.0,5.0,0.0
4750,4.0,22.0,6.0,1.0,2.0,12.0,4.0,1.0,0.0
4751,5.0,27.0,6.0,0.0,3.0,17.0,5.0,6.0,0.0
4752,2.0,37.0,13.0,4.0,4.0,20.0,4.0,6.0,0.0
4753,4.0,27.0,2.5,0.0,3.0,20.0,4.0,3.0,0.0
4754,5.0,32.0,2.5,1.0,1.0,20.0,3.0,1.0,0.0
4755,5.0,37.0,16.5,3.0,3.0,12.0,5.0,5.0,0.0
4756,5.0,27.0,9.0,1.0,2.0,12.0,3.0,4.0,0.0
4757,4.0,32.0,13.0,2.0,3.0,12.0,3.0,2.0,0.0
4758,4.0,37.0,16.5,4.0,4.0,14.0,4.0,5.0,0.0
4759,5.0,17.5,0.5,0.0,2.0,12.0,2.0,2.0,0.0
4760,4.0,32.0,13.0,1.0,3.0,14.0,2.0,5.0,0.0
4761,5.0,37.0,23.0,5.5,4.0,17.0,5.0,6.0,0.0
4762,5.0,22.0,2.5,0.0,2.0,14.0,2.0,4.0,0.0
4763,4.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,0.0
4764,4.0,42.0,23.0,4.0,2.0,12.0,4.0,4.0,0.0
4765,5.0,42.0,23.0,4.0,3.0,14.0,3.0,4.0,0.0
4766,4.0,17.5,0.5,0.0,1.0,14.0,3.0,4.0,0.0
4767,5.0,22.0,0.5,0.0,4.0,20.0,4.0,1.0,0.0
4768,4.0,27.0,6.0,1.0,3.0,16.0,4.0,3.0,0.0
4769,4.0,42.0,23.0,2.0,2.0,14.0,3.0,5.0,0.0
4770,4.0,27.0,9.0,2.0,2.0,14.0,4.0,5.0,0.0
4771,4.0,27.0,6.0,1.0,1.0,12.0,4.0,1.0,0.0
4772,5.0,27.0,2.5,0.0,3.0,12.0,3.0,4.0,0.0
4773,4.0,22.0,2.5,0.0,2.0,14.0,2.0,2.0,0.0
4774,5.0,37.0,16.5,3.0,4.0,14.0,4.0,4.0,0.0
4775,5.0,27.0,6.0,0.0,2.0,14.0,2.0,4.0,0.0
4776,5.0,37.0,16.5,2.0,3.0,12.0,3.0,4.0,0.0
4777,2.0,32.0,9.0,3.0,1.0,16.0,4.0,4.0,0.0
4778,5.0,27.0,6.0,1.0,2.0,16.0,3.0,4.0,0.0
4779,4.0,37.0,23.0,3.0,3.0,20.0,4.0,4.0,0.0
4780,5.0,37.0,23.0,3.0,4.0,12.0,3.0,2.0,0.0
4781,4.0,27.0,6.0,2.0,3.0,14.0,3.0,5.0,0.0
4782,5.0,32.0,13.0,2.0,4.0,16.0,4.0,4.0,0.0
4783,4.0,27.0,6.0,1.0,3.0,17.0,4.0,4.0,0.0
4784,3.0,37.0,13.0,1.0,2.0,14.0,4.0,6.0,0.0
4785,5.0,37.0,16.5,2.0,4.0,14.0,3.0,6.0,0.0
4786,4.0,27.0,6.0,0.0,3.0,16.0,3.0,4.0,0.0
4787,4.0,42.0,13.0,0.0,3.0,14.0,5.0,5.0,0.0
4788,4.0,27.0,9.0,2.0,3.0,14.0,3.0,2.0,0.0
4789,4.0,22.0,6.0,1.0,3.0,12.0,3.0,4.0,0.0
4790,5.0,22.0,2.5,0.0,3.0,12.0,3.0,4.0,0.0
4791,5.0,22.0,2.5,0.0,2.0,14.0,2.0,4.0,0.0
4792,4.0,27.0,6.0,2.0,3.0,16.0,4.0,6.0,0.0
4793,4.0,27.0,2.5,0.0,1.0,12.0,3.0,6.0,0.0
4794,5.0,27.0,13.0,2.0,3.0,14.0,3.0,4.0,0.0
4795,4.0,27.0,6.0,1.0,1.0,16.0,2.0,4.0,0.0
4796,5.0,32.0,16.5,2.0,3.0,12.0,3.0,5.0,0.0
4797,5.0,27.0,2.5,0.0,2.0,12.0,3.0,5.0,0.0
4798,4.0,27.0,9.0,1.0,3.0,17.0,4.0,4.0,0.0
4799,5.0,37.0,16.5,3.0,2.0,12.0,4.0,4.0,0.0
4800,5.0,27.0,2.5,0.0,4.0,20.0,4.0,2.0,0.0
4801,5.0,27.0,2.5,0.0,3.0,16.0,4.0,4.0,0.0
4802,5.0,27.0,6.0,1.0,3.0,16.0,4.0,4.0,0.0
4803,5.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,0.0
4804,5.0,42.0,23.0,2.0,3.0,14.0,3.0,2.0,0.0
4805,5.0,27.0,9.0,2.0,3.0,20.0,4.0,5.0,0.0
4806,3.0,22.0,2.5,1.0,1.0,12.0,3.0,2.0,0.0
4807,5.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,0.0
4808,5.0,42.0,23.0,2.0,3.0,14.0,3.0,5.0,0.0
4809,5.0,32.0,16.5,3.0,1.0,14.0,4.0,5.0,0.0
4810,4.0,22.0,2.5,0.0,3.0,14.0,3.0,1.0,0.0
4811,5.0,32.0,9.0,2.0,4.0,16.0,4.0,5.0,0.0
4812,5.0,22.0,2.5,0.0,3.0,16.0,4.0,2.0,0.0
4813,4.0,27.0,9.0,2.0,3.0,16.0,4.0,4.0,0.0
4814,4.0,37.0,16.5,3.0,3.0,12.0,3.0,6.0,0.0
4815,3.0,27.0,9.0,1.0,4.0,14.0,6.0,4.0,0.0
4816,5.0,32.0,16.5,3.0,4.0,12.0,4.0,4.0,0.0
4817,4.0,32.0,16.5,3.0,2.0,12.0,3.0,4.0,0.0
4818,5.0,32.0,16.5,2.0,4.0,12.0,4.0,3.0,0.0
4819,3.0,22.0,2.5,0.0,2.0,16.0,2.0,5.0,0.0
4820,5.0,22.0,2.5,0.0,4.0,14.0,3.0,3.0,0.0
4821,4.0,27.0,16.5,1.0,3.0,14.0,4.0,4.0,0.0
4822,5.0,27.0,6.0,0.0,3.0,16.0,3.0,6.0,0.0
4823,5.0,27.0,0.5,0.0,2.0,17.0,4.0,3.0,0.0
4824,5.0,22.0,2.5,1.0,2.0,14.0,4.0,4.0,0.0
4825,4.0,27.0,6.0,2.0,2.0,17.0,4.0,6.0,0.0
4826,3.0,22.0,2.5,1.0,2.0,14.0,3.0,5.0,0.0
4827,5.0,22.0,2.5,0.0,2.0,12.0,2.0,4.0,0.0
4828,5.0,22.0,2.5,0.0,3.0,17.0,4.0,4.0,0.0
4829,5.0,42.0,23.0,4.0,4.0,16.0,4.0,4.0,0.0
4830,5.0,22.0,0.5,0.0,2.0,17.0,3.0,4.0,0.0
4831,4.0,27.0,9.0,2.0,3.0,12.0,3.0,4.0,0.0
4832,5.0,22.0,2.5,0.0,4.0,16.0,4.0,5.0,0.0
4833,3.0,27.0,6.0,2.0,4.0,17.0,2.0,4.0,0.0
4834,5.0,22.0,2.5,0.0,3.0,12.0,3.0,4.0,0.0
4835,5.0,27.0,6.0,0.0,3.0,14.0,3.0,3.0,0.0
4836,3.0,42.0,23.0,2.0,3.0,14.0,3.0,2.0,0.0
4837,5.0,27.0,9.0,0.0,1.0,14.0,3.0,5.0,0.0
4838,3.0,27.0,2.5,0.0,2.0,20.0,6.0,4.0,0.0
4839,4.0,27.0,16.5,2.0,3.0,12.0,5.0,5.0,0.0
4840,4.0,32.0,9.0,1.0,3.0,16.0,4.0,5.0,0.0
4841,4.0,42.0,23.0,5.5,4.0,14.0,5.0,5.0,0.0
4842,4.0,22.0,2.5,0.0,3.0,12.0,2.0,1.0,0.0
4843,5.0,27.0,2.5,0.0,3.0,20.0,4.0,6.0,0.0
4844,5.0,22.0,2.5,0.0,2.0,14.0,4.0,4.0,0.0
4845,3.0,22.0,2.5,2.0,3.0,12.0,3.0,2.0,0.0
4846,4.0,42.0,23.0,3.0,2.0,14.0,3.0,4.0,0.0
4847,4.0,22.0,2.5,0.0,2.0,16.0,3.0,1.0,0.0
4848,5.0,22.0,2.5,0.0,2.0,14.0,3.0,3.0,0.0
4849,5.0,27.0,6.0,0.0,1.0,17.0,4.0,5.0,0.0
4850,5.0,32.0,13.0,2.0,3.0,14.0,2.0,2.0,0.0
4851,5.0,17.5,2.5,0.0,4.0,12.0,3.0,1.0,0.0
4852,5.0,42.0,23.0,5.5,4.0,14.0,4.0,6.0,0.0
4853,5.0,37.0,13.0,2.0,3.0,16.0,4.0,4.0,0.0
4854,4.0,32.0,16.5,3.0,3.0,14.0,2.0,6.0,0.0
4855,2.0,17.5,2.5,1.0,3.0,14.0,3.0,2.0,0.0
4856,4.0,22.0,2.5,0.0,3.0,16.0,4.0,4.0,0.0
4857,5.0,22.0,2.5,0.0,2.0,14.0,5.0,5.0,0.0
4858,3.0,32.0,6.0,1.0,2.0,14.0,5.0,4.0,0.0
4859,4.0,27.0,2.5,0.0,2.0,16.0,4.0,1.0,0.0
4860,3.0,42.0,13.0,0.0,3.0,14.0,4.0,5.0,0.0
4861,5.0,27.0,9.0,2.0,4.0,14.0,5.0,4.0,0.0
4862,3.0,22.0,2.5,0.0,2.0,14.0,3.0,2.0,0.0
4863,5.0,32.0,6.0,1.0,4.0,16.0,4.0,5.0,0.0
4864,5.0,32.0,13.0,2.0,3.0,16.0,4.0,4.0,0.0
4865,3.0,22.0,6.0,1.0,3.0,12.0,3.0,4.0,0.0
4866,5.0,27.0,2.5,0.0,2.0,17.0,6.0,6.0,0.0
4867,5.0,22.0,6.0,1.0,2.0,14.0,4.0,4.0,0.0
4868,5.0,22.0,6.0,0.0,3.0,12.0,5.0,4.0,0.0
4869,4.0,27.0,6.0,0.0,4.0,17.0,4.0,5.0,0.0
4870,4.0,27.0,2.5,0.0,2.0,14.0,3.0,6.0,0.0
4871,5.0,22.0,2.5,2.0,3.0,14.0,4.0,4.0,0.0
4872,4.0,22.0,2.5,0.0,2.0,12.0,3.0,3.0,0.0
4873,5.0,27.0,2.5,0.0,4.0,16.0,5.0,2.0,0.0
4874,4.0,22.0,2.5,0.0,3.0,14.0,3.0,1.0,0.0
4875,4.0,37.0,16.5,5.5,3.0,14.0,2.0,4.0,0.0
4876,5.0,22.0,2.5,1.0,2.0,12.0,5.0,2.0,0.0
4877,4.0,22.0,2.5,0.0,2.0,14.0,5.0,5.0,0.0
4878,5.0,42.0,23.0,5.5,4.0,17.0,4.0,6.0,0.0
4879,5.0,22.0,2.5,0.0,3.0,14.0,3.0,3.0,0.0
4880,4.0,32.0,13.0,1.0,3.0,20.0,6.0,5.0,0.0
4881,5.0,22.0,2.5,0.0,2.0,12.0,3.0,4.0,0.0
4882,5.0,27.0,9.0,2.0,2.0,14.0,3.0,4.0,0.0
4883,5.0,32.0,16.5,2.0,4.0,14.0,5.0,4.0,0.0
4884,5.0,27.0,9.0,3.0,3.0,14.0,3.0,2.0,0.0
4885,5.0,32.0,13.0,2.0,2.0,14.0,3.0,6.0,0.0
4886,4.0,37.0,16.5,3.0,3.0,14.0,5.0,4.0,0.0
4887,4.0,27.0,6.0,1.0,3.0,14.0,3.0,4.0,0.0
4888,4.0,27.0,6.0,2.0,3.0,16.0,4.0,2.0,0.0
4889,4.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,0.0
4890,4.0,17.5,0.5,0.0,3.0,12.0,3.0,4.0,0.0
4891,5.0,17.5,0.5,0.0,3.0,12.0,3.0,1.0,0.0
4892,5.0,22.0,2.5,0.0,1.0,14.0,3.0,2.0,0.0
4893,5.0,32.0,16.5,2.0,2.0,12.0,3.0,5.0,0.0
4894,5.0,42.0,23.0,3.0,3.0,17.0,4.0,5.0,0.0
4895,5.0,22.0,2.5,1.0,4.0,12.0,5.0,4.0,0.0
4896,4.0,27.0,6.0,1.0,3.0,14.0,3.0,4.0,0.0
4897,3.0,22.0,2.5,0.0,2.0,12.0,3.0,3.0,0.0
4898,5.0,22.0,2.5,0.0,3.0,16.0,2.0,5.0,0.0
4899,5.0,17.5,2.5,0.0,3.0,12.0,2.0,1.0,0.0
4900,4.0,17.5,2.5,0.0,3.0,12.0,2.0,4.0,0.0
4901,5.0,27.0,2.5,0.0,4.0,12.0,3.0,6.0,0.0
4902,5.0,22.0,2.5,0.0,3.0,16.0,4.0,5.0,0.0
4903,4.0,42.0,23.0,3.0,1.0,14.0,5.0,4.0,0.0
4904,5.0,42.0,23.0,2.0,3.0,14.0,5.0,5.0,0.0
4905,4.0,22.0,6.0,2.0,2.0,12.0,3.0,4.0,0.0
4906,4.0,32.0,13.0,2.0,3.0,16.0,5.0,2.0,0.0
4907,4.0,37.0,16.5,3.0,3.0,14.0,4.0,4.0,0.0
4908,5.0,32.0,16.5,5.5,4.0,12.0,3.0,4.0,0.0
4909,4.0,32.0,9.0,1.0,2.0,12.0,2.0,3.0,0.0
4910,5.0,22.0,2.5,0.0,4.0,14.0,1.0,2.0,0.0
4911,5.0,17.5,2.5,0.0,3.0,14.0,4.0,1.0,0.0
4912,5.0,22.0,2.5,0.0,3.0,12.0,3.0,4.0,0.0
4913,5.0,27.0,2.5,0.0,2.0,16.0,5.0,5.0,0.0
4914,5.0,27.0,6.0,1.0,4.0,14.0,3.0,3.0,0.0
4915,5.0,32.0,13.0,2.0,4.0,14.0,3.0,4.0,0.0
4916,3.0,37.0,16.5,5.5,3.0,12.0,2.0,4.0,0.0
4917,3.0,32.0,9.0,3.0,3.0,16.0,4.0,5.0,0.0
4918,5.0,27.0,2.5,0.0,2.0,16.0,4.0,6.0,0.0
4919,5.0,32.0,16.5,3.0,2.0,12.0,3.0,2.0,0.0
