ID_Empleado,Turno,Experiencia,Nivel_Educativo,Tiempo_Resolución_Min,Casos_Resueltos,Tipo_Caso,Satisfacción_Cliente,Capacitaciones_Anuales
8776,Noche,1.5,Básico,34.9,67,Software,2.0,2.6
8777,Tarde,4.4,Universitario,39.9,68,Software,5.0,1.8
8778,Tarde,5.8,Básico,23.8,87,Hardware,2.0,3.1
8779,Tarde,6.1,Técnico,33.4,87,Software,4.0,4.1
8780,Mañana,5.0,Universitario,36.7,96,Cuenta,4.0,3.6
8781,Tarde,1.7,Técnico,38.8,92,Software,2.0,3.8
8782,Tarde,4.6,Básico,31.1,83,Hardware,3.0,2.1
8783,Mañana,6.6,Técnico,20.5,77,Cuenta,3.0,1.7
8784,Noche,4.4,Universitario,31.1,78,Hardware,,3.8
8785,Tarde,5.2,Universitario,28.4,85,Software,2.0,3.3
8786,Tarde,8.8,Universitario,31.4,75,Cuenta,3.0,2.8
8787,Noche,4.6,Básico,20.1,71,Hardware,,3.6
8788,Noche,4.7,Universitario,14.8,86,Hardware,4.0,2.7
8789,Mañana,5.4,Universitario,9.8,76,Hardware,3.0,4.6
8790,Tarde,5.5,Técnico,12.5,79,Software,2.0,3.6
8791,Tarde,5.3,Básico,11.8,92,Software,3.0,3.0
8792,Mañana,5.8,Universitario,40.2,82,Cuenta,3.0,1.5
8793,Noche,2.6,Universitario,32.5,84,Hardware,2.0,2.5
8794,Mañana,4.8,Básico,30.4,92,Hardware,4.0,4.2
8795,Noche,2.5,Universitario,26.6,90,Cuenta,3.0,3.6
8796,Mañana,5.1,Técnico,10.9,80,Hardware,3.0,4.6
8797,Noche,6.2,Universitario,33.9,77,Software,2.0,2.1
8798,Mañana,4.7,Técnico,32.3,93,Software,2.0,1.2
8799,Noche,3.1,Técnico,30.5,82,Cuenta,4.0,3.9
8800,Noche,4.1,Básico,22.3,91,Hardware,3.0,3.8
8801,Noche,8.6,Universitario,23.1,92,Software,2.0,3.1
8802,Noche,7.9,Técnico,35.2,79,Software,4.0,4.0
8803,Noche,3.9,Universitario,22.3,74,Hardware,1.0,4.5
8804,Tarde,3.9,Básico,40.6,77,Cuenta,,2.7
8805,Noche,4.8,Universitario,46.0,88,Software,5.0,4.4
8806,Tarde,7.5,Técnico,41.2,84,Software,4.0,1.3
8807,Noche,1.5,Básico,31.0,65,Hardware,2.0,3.1
8808,Tarde,3.9,Básico,29.1,71,Cuenta,5.0,3.1
8809,Tarde,5.8,Básico,31.0,93,Software,5.0,3.3
8810,Mañana,5.6,Universitario,36.8,75,Hardware,5.0,3.8
8811,Noche,4.1,Técnico,44.5,84,Software,2.0,4.0
8812,Mañana,4.5,Básico,35.5,77,Software,4.0,2.5
8813,Mañana,5.7,Básico,13.0,71,Software,5.0,1.9
8814,Noche,4.2,Técnico,20.7,74,Software,3.0,3.9
8815,Mañana,2.9,Básico,28.5,85,Cuenta,3.0,2.1
8816,Noche,4.6,Técnico,39.9,71,Cuenta,3.0,1.4
8817,Mañana,5.4,Técnico,52.9,66,Hardware,4.0,3.3
8818,Noche,0.8,Técnico,30.7,81,Software,5.0,2.7
8819,Noche,5.8,Técnico,36.7,89,Cuenta,3.0,1.5
8820,Noche,6.9,Técnico,14.5,78,Cuenta,,1.6
8821,Tarde,4.3,Básico,23.0,66,Hardware,3.0,2.9
8822,Mañana,4.3,Universitario,33.6,91,Hardware,2.0,2.6
8823,Tarde,3.5,Universitario,9.5,70,Hardware,1.0,3.4
8824,Mañana,4.7,Técnico,32.5,87,Cuenta,3.0,3.3
8825,Mañana,3.9,Técnico,26.2,76,Software,5.0,3.3
8826,Mañana,7.9,Técnico,30.5,86,Hardware,5.0,2.2
8827,Tarde,5.2,Universitario,22.9,69,Cuenta,,2.8
8828,Mañana,0.7,Técnico,35.2,71,Hardware,3.0,3.4
8829,Tarde,6.1,Universitario,40.6,63,Software,2.0,2.8
8830,Noche,8.4,Técnico,37.5,70,Hardware,4.0,4.1
8831,Mañana,6.0,Universitario,37.2,81,Cuenta,5.0,2.5
8832,Mañana,7.4,Técnico,35.7,73,Cuenta,2.0,3.6
8833,Noche,6.4,Técnico,29.8,86,Hardware,3.0,3.2
8834,Noche,7.0,Técnico,25.6,68,Hardware,4.0,2.3
8835,Mañana,6.9,Técnico,39.2,74,Software,2.0,3.8
8836,Noche,6.9,Universitario,21.2,85,Hardware,5.0,2.4
8837,Tarde,5.6,Universitario,35.0,84,Hardware,5.0,3.6
8838,Tarde,1.6,Básico,34.7,90,Software,3.0,3.8
8839,Mañana,2.8,Técnico,19.5,78,Software,,3.8
8840,Tarde,2.9,Universitario,20.6,82,Software,2.0,3.0
8841,Tarde,-0.1,Básico,35.1,86,Software,,1.8
8842,Mañana,4.1,Técnico,32.1,72,Cuenta,2.0,3.3
8843,Noche,7.8,Básico,33.6,97,Hardware,4.0,4.7
8844,Mañana,2.1,Básico,27.8,79,Cuenta,4.0,4.8
8845,Tarde,6.5,Universitario,45.3,91,Hardware,4.0,2.2
8846,Mañana,6.1,Técnico,35.9,81,Cuenta,3.0,3.3
8847,Mañana,5.5,Técnico,43.4,74,Cuenta,4.0,2.2
8848,Tarde,7.4,Básico,27.4,87,Hardware,1.0,4.6
8849,Tarde,4.9,Básico,40.0,75,Cuenta,5.0,3.7
8850,Mañana,8.0,Universitario,26.8,89,Software,3.0,3.2
8851,Tarde,4.6,Técnico,26.7,97,Cuenta,3.0,3.6
8852,Tarde,5.7,Básico,17.8,76,Cuenta,3.0,1.0
8853,Tarde,4.7,Universitario,34.5,90,Hardware,3.0,2.6
8854,Tarde,3.2,Técnico,19.8,61,Cuenta,4.0,3.3
8855,Tarde,2.3,Técnico,23.8,69,Cuenta,1.0,2.1
8856,Tarde,6.2,Técnico,16.5,86,Cuenta,,2.6
8857,Noche,7.7,Básico,11.0,75,Cuenta,,3.5
8858,Mañana,5.5,Técnico,29.2,83,Cuenta,1.0,3.6
8859,Tarde,6.0,Técnico,22.9,55,Hardware,3.0,2.7
8860,Mañana,1.9,Básico,33.3,87,Software,4.0,3.0
8861,Noche,5.8,Universitario,29.5,73,Software,2.0,2.1
8862,Tarde,0.8,Técnico,40.5,76,Hardware,4.0,2.3
8863,Mañana,2.6,Universitario,49.3,73,Cuenta,4.0,3.8
8864,Tarde,7.7,Básico,41.5,70,Cuenta,2.0,1.9
8865,Tarde,5.0,Universitario,30.3,82,Hardware,2.0,4.0
8866,Tarde,5.2,Universitario,36.7,79,Software,4.0,4.0
8867,Tarde,6.1,Básico,43.1,91,Cuenta,4.0,3.5
8868,Tarde,6.6,Universitario,25.0,79,Hardware,5.0,3.6
8869,Tarde,4.5,Técnico,39.0,71,Cuenta,5.0,1.7
8870,Tarde,5.6,Universitario,43.1,80,Software,2.0,3.6
8871,Noche,4.9,Universitario,30.8,77,Cuenta,5.0,1.9
8872,Noche,1.9,Básico,34.7,84,Software,4.0,1.2
8873,Tarde,4.3,Básico,50.5,84,Cuenta,4.0,3.3
8874,Tarde,5.8,Básico,23.7,85,Hardware,2.0,4.8
8875,Noche,4.2,Técnico,27.3,86,Software,5.0,2.3
8876,Noche,4.2,Técnico,35.6,82,Cuenta,,3.5
8877,Noche,6.6,Técnico,21.1,87,Software,2.0,3.5
8878,Tarde,5.3,Básico,29.3,86,Hardware,4.0,3.1
8879,Mañana,5.7,Técnico,17.8,97,Cuenta,3.0,1.5
8880,Mañana,1.8,Básico,11.1,77,Hardware,2.0,3.2
8881,Mañana,5.9,Técnico,32.4,81,Software,2.0,4.5
8882,Mañana,2.8,Básico,16.7,77,Cuenta,2.0,4.0
8883,Tarde,5.0,Universitario,20.8,88,Hardware,5.0,1.1
8884,Mañana,2.9,Universitario,40.2,66,Software,3.0,4.1
8885,Noche,6.9,Básico,31.7,73,Cuenta,5.0,3.0
8886,Noche,8.7,Universitario,29.6,69,Hardware,,4.3
8887,Mañana,4.7,Universitario,26.3,80,Software,2.0,1.5
8888,Noche,4.7,Universitario,45.4,91,Cuenta,4.0,2.4
8889,Tarde,7.1,Técnico,52.4,65,Hardware,1.0,3.1
8890,Mañana,6.1,Técnico,36.1,71,Cuenta,2.0,4.3
8891,Mañana,4.9,Técnico,3.7,67,Cuenta,2.0,2.8
8892,Tarde,5.7,Técnico,29.7,86,Hardware,5.0,2.5
8893,Noche,,Técnico,19.4,91,Cuenta,3.0,2.9
8894,Tarde,3.7,Técnico,25.5,74,Hardware,,4.9
8895,Tarde,3.8,Técnico,34.8,80,Cuenta,2.0,2.0
8896,Noche,6.6,Básico,31.1,83,Software,2.0,2.6
8897,Tarde,9.2,Básico,16.3,82,Hardware,4.0,2.0
8898,Noche,5.4,Universitario,23.1,79,Hardware,,3.5
8899,Noche,1.6,Universitario,41.5,60,Software,4.0,2.0
8900,Tarde,5.8,Universitario,45.9,64,Hardware,2.0,3.1
8901,Noche,4.0,Básico,43.6,76,Cuenta,3.0,2.2
8902,Tarde,6.0,Universitario,16.5,76,Hardware,,3.4
8903,Noche,2.3,Básico,26.5,74,Cuenta,1.0,3.2
8904,Mañana,2.0,Universitario,22.7,77,Cuenta,2.0,3.9
8905,Noche,4.4,Básico,36.7,93,Hardware,2.0,3.5
8906,Noche,8.3,Técnico,27.1,77,Hardware,5.0,4.2
8907,Tarde,2.3,Universitario,19.9,74,Hardware,5.0,5.3
8908,Noche,4.4,Universitario,44.8,93,Software,3.0,5.3
8909,Mañana,2.1,Universitario,24.2,63,Hardware,3.0,3.4
8910,Mañana,5.6,Universitario,40.1,76,Hardware,5.0,3.3
8911,Noche,5.4,Técnico,23.9,85,Cuenta,2.0,2.7
8912,Noche,2.2,Técnico,37.9,82,Hardware,5.0,2.7
8913,Mañana,7.6,Técnico,26.8,76,Software,1.0,3.3
8914,Tarde,1.2,Básico,19.6,83,Cuenta,2.0,2.1
8915,Mañana,8.2,Universitario,41.5,68,Cuenta,3.0,3.6
8916,Mañana,7.7,Universitario,22.9,85,Hardware,2.0,1.2
8917,Noche,5.6,Básico,31.1,74,Cuenta,1.0,3.2
8918,Noche,6.8,Básico,17.0,87,Cuenta,2.0,2.2
8919,Mañana,4.6,Básico,16.2,77,Hardware,3.0,2.6
8920,Tarde,1.9,Universitario,45.4,78,Hardware,5.0,3.6
8921,Mañana,5.5,Básico,31.4,79,Software,4.0,1.9
8922,Mañana,1.9,Básico,28.9,83,Software,3.0,2.3
8923,Tarde,5.0,Básico,25.8,74,Hardware,4.0,1.8
8924,Mañana,2.5,Básico,22.2,75,Cuenta,3.0,4.3
8925,Mañana,7.0,Universitario,35.8,83,Software,3.0,1.0
8926,Noche,5.8,Universitario,44.2,79,Software,1.0,2.5
8927,Tarde,6.4,Técnico,38.2,70,Hardware,3.0,3.8
8928,Noche,5.7,Básico,36.1,73,Cuenta,3.0,4.1
8929,Noche,8.8,Universitario,26.9,79,Software,3.0,4.2
8930,Tarde,7.0,Universitario,36.4,92,Hardware,3.0,3.7
8931,Tarde,8.4,Técnico,49.5,84,Hardware,4.0,2.1
8932,Mañana,3.2,Básico,27.3,83,Cuenta,3.0,3.2
8933,Noche,3.9,Universitario,33.6,88,Hardware,2.0,1.2
8934,Tarde,0.2,Técnico,43.6,83,Hardware,1.0,2.3
8935,Noche,4.2,Universitario,49.5,76,Hardware,3.0,1.9
8936,Noche,4.9,Técnico,31.4,88,Software,3.0,2.4
8937,Tarde,5.9,Técnico,38.5,87,Cuenta,2.0,2.9
8938,Mañana,3.9,Técnico,27.5,95,Hardware,2.0,1.8
8939,Noche,6.5,Universitario,33.2,79,Hardware,3.0,4.4
8940,Tarde,6.3,Universitario,27.6,85,Cuenta,2.0,1.7
8941,Mañana,4.1,Básico,41.7,75,Software,2.0,3.3
8942,Noche,3.1,Técnico,46.8,84,Cuenta,2.0,1.3
8943,Tarde,5.1,Técnico,17.9,87,Software,5.0,3.2
8944,Noche,5.2,Universitario,29.0,83,Hardware,4.0,1.7
8945,Tarde,3.8,Universitario,24.6,56,Cuenta,3.0,4.3
8946,Tarde,4.5,Universitario,26.8,86,Software,3.0,2.9
8947,Noche,2.2,Técnico,27.6,79,Cuenta,3.0,2.5
8948,Noche,6.4,Básico,21.3,78,Hardware,2.0,3.5
8949,Tarde,6.4,Básico,32.8,85,Software,5.0,2.8
8950,Mañana,5.1,Básico,18.3,80,Hardware,2.0,3.6
8951,Noche,6.5,Técnico,38.8,74,Cuenta,4.0,3.9
8952,Tarde,5.3,Universitario,32.9,77,Hardware,2.0,2.8
8953,Tarde,8.2,Técnico,19.4,84,Cuenta,4.0,2.9
8954,Mañana,2.4,Técnico,18.9,92,Cuenta,3.0,1.8
8955,Mañana,5.4,Universitario,37.8,86,Hardware,,4.0
8956,Mañana,6.8,Universitario,23.0,75,Software,,3.1
8957,Noche,8.0,Técnico,45.5,101,Cuenta,5.0,3.6
8958,Tarde,6.6,Básico,8.8,75,Cuenta,2.0,2.6
8959,Tarde,2.9,Básico,19.5,64,Software,1.0,1.2
8960,Tarde,1.7,Técnico,26.2,77,Software,,2.2
8961,Mañana,4.7,Universitario,29.7,74,Software,3.0,0.7
8962,Tarde,5.7,Universitario,36.6,86,Hardware,5.0,2.7
8963,Noche,6.9,Técnico,28.0,81,Software,3.0,4.2
8964,Mañana,2.8,Universitario,26.8,83,Cuenta,4.0,1.9
8965,Mañana,6.2,Universitario,23.3,80,Cuenta,4.0,4.8
8966,Mañana,-0.4,Universitario,22.1,71,Hardware,3.0,2.0
8967,Mañana,3.5,Universitario,22.9,65,Hardware,,1.2
8968,Noche,6.7,Básico,29.2,58,Cuenta,1.0,1.8
8969,Tarde,2.6,Básico,11.5,76,Cuenta,5.0,3.6
8970,Noche,2.8,Técnico,35.4,73,Cuenta,4.0,2.8
8971,Tarde,3.9,Técnico,30.7,83,Hardware,3.0,3.7
8972,Noche,5.4,Técnico,28.8,73,Cuenta,3.0,4.2
8973,Mañana,2.8,Básico,41.4,73,Cuenta,3.0,2.0
8974,Mañana,4.9,Universitario,35.9,82,Hardware,1.0,3.5
8975,Noche,4.1,Técnico,31.3,78,Cuenta,3.0,1.6
8976,Noche,7.3,Universitario,36.5,100,Cuenta,1.0,2.0
8977,Tarde,4.0,Técnico,23.8,71,Software,3.0,3.5
8978,Noche,5.1,Básico,35.9,68,Cuenta,2.0,3.9
8979,Noche,5.3,Básico,38.2,93,Software,5.0,2.5
8980,Tarde,4.2,Básico,5.5,77,Hardware,1.0,3.4
8981,Tarde,6.5,Básico,47.7,86,Hardware,2.0,2.6
8982,Tarde,7.0,Universitario,33.3,82,Software,3.0,5.8
8983,Noche,4.0,Básico,36.1,71,Cuenta,4.0,3.1
8984,Tarde,5.6,Universitario,40.8,89,Software,,3.0
8985,Mañana,3.1,Básico,28.6,84,Hardware,2.0,2.0
8986,Mañana,6.1,Básico,25.8,95,Cuenta,3.0,2.9
8987,Mañana,5.5,Universitario,33.0,76,Cuenta,4.0,3.3
8988,Noche,4.3,Técnico,57.6,94,Hardware,3.0,2.8
8989,Mañana,5.7,Técnico,29.0,79,Software,2.0,2.4
8990,Noche,6.2,Técnico,23.6,78,Software,5.0,3.6
8991,Noche,7.5,Básico,43.4,82,Hardware,2.0,2.5
8992,Mañana,,Técnico,9.1,102,Cuenta,3.0,3.9
8993,Tarde,6.8,Técnico,28.9,83,Hardware,2.0,2.4
8994,Noche,8.8,Básico,23.6,80,Cuenta,,2.4
8995,Mañana,2.9,Técnico,36.3,89,Software,5.0,3.8
8996,Noche,7.3,Universitario,31.4,81,Software,3.0,3.6
8997,Tarde,3.2,Básico,19.0,67,Software,5.0,4.4
8998,Tarde,3.6,Universitario,36.5,75,Software,4.0,2.1
8999,Mañana,5.0,Básico,21.8,82,Hardware,3.0,3.1
9000,Noche,3.7,Universitario,29.5,94,Software,2.0,3.9
9001,Noche,3.4,Universitario,25.7,80,Hardware,3.0,4.3
9002,Noche,4.9,Básico,38.1,68,Hardware,3.0,4.0
9003,Noche,4.3,Universitario,25.4,80,Hardware,2.0,2.9
9004,Mañana,3.7,Técnico,-0.9,85,Cuenta,2.0,3.5
9005,Tarde,3.1,Básico,18.8,91,Software,4.0,1.6
9006,Mañana,7.9,Técnico,30.6,78,Cuenta,4.0,5.5
9007,Noche,2.6,Universitario,23.4,76,Cuenta,3.0,3.4
9008,Noche,4.7,Universitario,41.9,76,Hardware,,2.8
9009,Tarde,7.2,Básico,19.8,83,Software,3.0,3.8
9010,Noche,6.6,Técnico,35.8,80,Hardware,,3.0
9011,Mañana,5.5,Básico,38.1,73,Software,2.0,5.0
9012,Mañana,3.8,Técnico,31.8,95,Cuenta,4.0,5.2
9013,Tarde,5.0,Técnico,34.1,89,Cuenta,,2.4
9014,Mañana,2.8,Técnico,28.7,74,Hardware,5.0,3.1
9015,Mañana,4.4,Técnico,32.8,74,Software,3.0,3.0
9016,Mañana,4.4,Universitario,25.1,70,Hardware,2.0,1.1
9017,Mañana,4.6,Técnico,32.3,74,Hardware,,3.7
9018,Noche,3.4,Universitario,27.1,77,Cuenta,4.0,3.0
9019,Mañana,1.6,Técnico,27.1,84,Hardware,5.0,3.7
9020,Tarde,7.5,Universitario,23.3,81,Hardware,3.0,1.7
9021,Tarde,7.1,Básico,27.8,69,Software,3.0,4.3
9022,Mañana,6.7,Técnico,45.1,81,Software,1.0,3.0
9023,Tarde,5.8,Universitario,27.6,71,Software,1.0,1.4
9024,Mañana,5.3,Universitario,39.4,84,Hardware,3.0,1.6
9025,Tarde,3.6,Básico,35.2,66,Software,2.0,3.0
9026,Tarde,3.8,Técnico,32.5,64,Hardware,4.0,2.5
9027,Mañana,7.9,Técnico,32.9,75,Software,,2.1
9028,Mañana,8.4,Técnico,30.2,76,Software,3.0,3.3
9029,Noche,4.6,Técnico,24.2,106,Software,4.0,3.4
9030,Mañana,5.0,Técnico,47.2,81,Hardware,,3.2
9031,Mañana,6.5,Técnico,40.6,87,Cuenta,5.0,1.7
9032,Noche,5.2,Básico,30.4,83,Cuenta,1.0,2.9
9033,Mañana,5.3,Básico,30.7,74,Hardware,4.0,3.2
9034,Mañana,4.9,Universitario,35.7,66,Hardware,3.0,1.7
9035,Noche,3.1,Técnico,19.4,77,Cuenta,,3.5
9036,Mañana,4.3,Técnico,22.2,80,Hardware,2.0,3.2
9037,Mañana,4.7,Técnico,11.2,67,Software,2.0,1.3
9038,Noche,-0.0,Básico,27.9,101,Cuenta,3.0,2.1
9039,Noche,5.2,Técnico,41.9,85,Hardware,3.0,2.9
9040,Tarde,9.6,Básico,27.2,86,Hardware,3.0,3.7
9041,Mañana,4.1,Universitario,51.9,72,Cuenta,3.0,0.2
9042,Tarde,5.1,Universitario,25.6,75,Hardware,2.0,4.1
9043,Tarde,3.3,Universitario,31.8,68,Cuenta,1.0,2.6
9044,Noche,2.8,Técnico,27.2,78,Hardware,2.0,4.1
9045,Mañana,4.4,Técnico,7.6,63,Hardware,3.0,0.5
9046,Mañana,6.3,Universitario,27.2,79,Cuenta,3.0,2.0
9047,Noche,4.5,Técnico,21.6,89,Cuenta,4.0,3.6
9048,Tarde,4.3,Técnico,32.3,82,Software,4.0,4.1
9049,Noche,6.0,Técnico,42.8,89,Hardware,4.0,4.3
9050,Mañana,5.4,Universitario,26.5,84,Hardware,2.0,3.9
9051,Noche,5.6,Técnico,33.7,96,Cuenta,4.0,3.0
9052,Mañana,7.4,Técnico,27.9,82,Software,3.0,3.6
9053,Tarde,7.1,Universitario,39.0,76,Cuenta,4.0,4.3
9054,Mañana,8.0,Universitario,52.8,80,Hardware,2.0,4.1
9055,Tarde,2.6,Técnico,44.8,89,Cuenta,,2.6
9056,Tarde,6.7,Universitario,23.8,67,Hardware,,3.7
9057,Mañana,8.3,Básico,43.8,82,Hardware,5.0,3.0
9058,Mañana,1.7,Universitario,33.0,79,Cuenta,2.0,4.4
9059,Tarde,5.0,Básico,42.3,75,Hardware,4.0,2.5
9060,Noche,3.9,Técnico,19.7,85,Hardware,2.0,3.7
9061,Mañana,5.0,Universitario,29.1,87,Software,,4.0
9062,Tarde,7.3,Técnico,31.8,89,Software,2.0,2.1
9063,Tarde,2.2,Técnico,29.5,71,Hardware,3.0,2.5
9064,Noche,5.5,Básico,32.9,75,Hardware,4.0,4.9
9065,Mañana,3.9,Universitario,28.9,69,Hardware,3.0,3.7
9066,Tarde,7.4,Básico,26.4,77,Software,2.0,4.5
9067,Noche,5.8,Básico,25.4,66,Hardware,4.0,2.4
9068,Tarde,4.7,Técnico,21.8,91,Software,5.0,2.2
9069,Mañana,3.6,Técnico,33.1,86,Software,3.0,3.2
9070,Noche,10.3,Universitario,28.6,87,Hardware,2.0,2.5
9071,Tarde,5.6,Universitario,24.6,93,Software,4.0,0.5
9072,Noche,2.2,Universitario,15.0,69,Hardware,,4.3
9073,Mañana,3.4,Universitario,35.4,78,Cuenta,5.0,4.7
9074,Noche,5.8,Universitario,36.8,103,Cuenta,3.0,4.4
9075,Mañana,3.5,Básico,20.6,78,Cuenta,1.0,4.6
9076,Tarde,3.8,Técnico,31.0,85,Cuenta,,3.7
9077,Mañana,7.0,Técnico,24.5,70,Hardware,,2.7
9078,Tarde,6.8,Técnico,37.2,75,Cuenta,2.0,5.3
9079,Tarde,3.9,Básico,25.0,77,Hardware,4.0,4.5
9080,Mañana,7.3,Técnico,25.1,66,Hardware,3.0,3.8
9081,Tarde,3.6,Universitario,31.3,65,Hardware,2.0,0.5
9082,Noche,8.4,Técnico,25.8,97,Hardware,1.0,3.2
9083,Tarde,6.1,Técnico,25.1,72,Hardware,3.0,2.7
9084,Mañana,5.6,Técnico,23.9,89,Software,2.0,3.4
9085,Noche,4.2,Técnico,25.6,80,Cuenta,1.0,2.2
9086,Noche,3.8,Técnico,26.3,72,Software,3.0,3.4
9087,Tarde,0.3,Básico,30.1,77,Software,2.0,2.2
9088,Tarde,4.4,Técnico,28.4,65,Cuenta,3.0,3.8
9089,Mañana,5.0,Universitario,34.9,76,Hardware,3.0,2.0
9090,Noche,1.3,Universitario,18.5,81,Hardware,3.0,3.3
9091,Mañana,6.6,Técnico,50.9,76,Cuenta,3.0,3.3
9092,Tarde,4.7,Básico,30.2,71,Cuenta,3.0,3.3
9093,Noche,7.4,Universitario,39.7,75,Cuenta,5.0,2.6
9094,Mañana,3.6,Básico,34.8,68,Software,4.0,2.5
9095,Mañana,7.5,Básico,31.2,81,Software,2.0,4.3
9096,Mañana,4.1,Técnico,34.5,84,Cuenta,3.0,3.1
9097,Mañana,4.9,Universitario,33.4,83,Cuenta,4.0,2.6
9098,Mañana,5.4,Universitario,28.2,89,Cuenta,3.0,2.7
9099,Noche,4.9,Universitario,53.9,78,Cuenta,4.0,3.6
9100,Mañana,5.6,Básico,41.1,70,Software,1.0,2.3
9101,Noche,1.2,Básico,14.1,84,Cuenta,,2.7
9102,Mañana,4.7,Técnico,40.5,75,Cuenta,2.0,2.5
9103,Tarde,4.8,Universitario,30.7,99,Cuenta,,4.6
9104,Tarde,1.0,Básico,46.4,88,Cuenta,2.0,2.7
9105,Mañana,6.3,Técnico,26.7,83,Hardware,5.0,1.9
9106,Tarde,3.2,Técnico,6.6,84,Hardware,3.0,1.8
9107,Noche,6.9,Universitario,26.5,79,Cuenta,2.0,2.5
9108,Mañana,5.2,Básico,14.0,72,Software,3.0,2.6
9109,Noche,3.9,Universitario,23.2,69,Hardware,5.0,3.1
9110,Mañana,7.0,Técnico,24.3,97,Software,,2.3
9111,Tarde,8.3,Básico,33.8,81,Hardware,5.0,3.0
9112,Noche,5.1,Básico,32.5,93,Hardware,5.0,4.6
9113,Tarde,7.7,Básico,36.4,81,Cuenta,1.0,2.9
9114,Tarde,4.6,Técnico,35.5,87,Cuenta,3.0,4.2
9115,Mañana,6.9,Universitario,49.4,96,Cuenta,5.0,3.2
9116,Noche,4.3,Básico,30.0,69,Software,1.0,2.3
9117,Tarde,8.7,Técnico,35.1,68,Software,4.0,2.3
9118,Mañana,7.2,Universitario,38.8,100,Software,3.0,3.4
9119,Mañana,5.9,Técnico,23.5,87,Cuenta,4.0,1.1
9120,Mañana,-0.1,Técnico,17.4,76,Hardware,2.0,3.2
9121,Tarde,5.9,Técnico,33.7,86,Hardware,5.0,1.8
9122,Mañana,2.5,Técnico,26.0,91,Hardware,2.0,4.1
9123,Noche,5.7,Técnico,37.8,83,Cuenta,,4.2
9124,Noche,7.6,Básico,37.3,69,Hardware,4.0,2.7
9125,Tarde,6.4,Técnico,39.9,87,Hardware,2.0,5.2
9126,Noche,6.7,Universitario,22.1,85,Software,4.0,2.3
9127,Mañana,4.3,Básico,24.3,76,Software,3.0,2.0
9128,Tarde,2.0,Básico,31.1,86,Cuenta,3.0,2.7
9129,Mañana,3.5,Universitario,28.2,78,Hardware,3.0,0.4
9130,Tarde,4.3,Básico,34.6,83,Cuenta,3.0,2.9
9131,Tarde,5.0,Básico,43.6,62,Software,4.0,2.5
9132,Mañana,7.5,Técnico,29.0,74,Hardware,2.0,5.4
9133,Noche,6.5,Universitario,16.4,73,Hardware,3.0,1.8
9134,Noche,9.4,Básico,10.5,76,Software,4.0,5.4
9135,Tarde,3.0,Universitario,17.1,78,Hardware,2.0,4.2
9136,Mañana,7.3,Universitario,16.8,91,Cuenta,2.0,1.4
9137,Mañana,6.8,Técnico,36.7,84,Hardware,2.0,3.2
9138,Tarde,4.8,Universitario,29.5,83,Software,3.0,3.6
9139,Noche,3.1,Básico,30.7,73,Software,3.0,2.9
9140,Mañana,3.8,Básico,37.2,81,Cuenta,3.0,1.7
9141,Noche,3.7,Técnico,43.6,92,Cuenta,3.0,1.9
9142,Noche,8.4,Básico,28.1,83,Software,3.0,2.4
9143,Tarde,6.7,Universitario,37.4,87,Cuenta,3.0,2.6
9144,Tarde,6.7,Técnico,33.5,76,Software,4.0,2.8
9145,Noche,5.2,Técnico,14.4,64,Cuenta,4.0,1.4
9146,Mañana,4.5,Universitario,15.2,74,Software,1.0,3.4
9147,Mañana,5.7,Universitario,26.6,63,Cuenta,4.0,3.5
9148,Tarde,5.2,Universitario,32.0,86,Cuenta,2.0,1.5
9149,Noche,4.8,Universitario,34.8,98,Cuenta,3.0,3.5
9150,Mañana,5.7,Técnico,28.0,66,Cuenta,2.0,-0.1
9151,Mañana,2.9,Básico,13.0,80,Hardware,2.0,1.8
9152,Tarde,5.5,Básico,26.3,86,Software,3.0,1.8
9153,Noche,4.8,Básico,11.6,81,Software,,3.7
9154,Mañana,3.6,Básico,28.0,79,Hardware,3.0,2.0
9155,Tarde,6.3,Universitario,35.6,70,Cuenta,4.0,2.3
9156,Mañana,8.6,Universitario,34.3,80,Cuenta,3.0,3.7
9157,Mañana,7.6,Técnico,25.0,70,Software,2.0,2.7
9158,Mañana,4.4,Universitario,34.0,71,Software,,2.4
9159,Tarde,6.3,Técnico,18.8,72,Software,3.0,0.7
9160,Noche,6.7,Básico,23.6,76,Hardware,1.0,3.5
9161,Tarde,5.2,Universitario,13.4,62,Software,3.0,4.1
9162,Noche,5.0,Básico,24.7,87,Hardware,1.0,3.0
9163,Mañana,5.7,Universitario,22.2,78,Hardware,4.0,4.0
9164,Noche,10.0,Básico,25.9,64,Software,3.0,3.3
9165,Mañana,5.5,Universitario,27.3,71,Software,4.0,2.3
9166,Mañana,2.5,Técnico,32.5,85,Software,4.0,4.2
9167,Tarde,2.9,Técnico,10.4,58,Cuenta,1.0,4.1
9168,Mañana,4.7,Básico,21.4,74,Cuenta,3.0,2.7
9169,Tarde,2.5,Técnico,39.8,83,Cuenta,4.0,3.5
9170,Noche,4.7,Técnico,40.0,78,Software,3.0,4.8
9171,Noche,9.5,Básico,30.6,76,Hardware,3.0,2.6
9172,Mañana,4.0,Universitario,30.8,86,Hardware,3.0,3.8
9173,Tarde,2.8,Universitario,18.7,93,Cuenta,3.0,3.7
9174,Mañana,4.6,Técnico,26.3,61,Hardware,4.0,3.2
