Student_ID,Hours_Studied,Attendance_Rate,Assignments_Completed,Midterm_Score,Final_Score,Project_Score,Participation_Score,Study_Method
1841,22,80,7,78,45,58,5,Reading/Writing
1842,2,51,8,55,26,42,0,Kinesthetic
1843,16,90,10,64,15,1,6,Kinesthetic
1844,29,84,1,38,91,52,9,Visual
1845,30,65,5,42,18,78,5,Auditory
1846,8,55,3,49,22,31,2,Visual
1847,9,61,3,86,11,60,4,Kinesthetic
1848,8,69,3,58,67,80,7,Visual
1849,29,93,7,53,27,35,1,Reading/Writing
1850,19,87,1,84,82,60,1,Visual
1851,5,73,3,17,20,56,4,Auditory
1852,37,51,8,44,32,90,0,Reading/Writing
1853,31,90,8,76,40,69,7,Auditory
1854,20,66,7,39,28,38,3,Reading/Writing
1855,25,70,10,16,88,17,9,Kinesthetic
1856,19,87,3,99,58,63,1,Visual
1857,34,78,6,2,92,38,0,Kinesthetic
1858,11,86,3,84,20,58,5,Kinesthetic
1859,35,70,10,82,97,93,10,Reading/Writing
1860,30,98,2,5,9,13,0,Kinesthetic
1861,2,51,0,92,87,12,2,Reading/Writing
1862,7,56,0,88,5,13,8,Kinesthetic
1863,19,53,7,90,46,42,10,Kinesthetic
1864,18,89,2,6,93,96,6,Reading/Writing
1865,5,65,5,48,26,12,7,Visual
1866,2,98,1,16,56,9,7,Visual
1867,30,95,3,62,26,48,2,Visual
1868,29,82,2,84,0,9,4,Auditory
1869,40,67,10,27,99,85,5,Kinesthetic
1870,8,64,8,43,82,54,3,Kinesthetic
1871,29,68,6,4,71,21,10,Visual
1872,3,77,4,84,72,73,1,Visual
1873,17,64,2,82,17,100,6,Visual
1874,18,83,5,93,81,45,10,Reading/Writing
1875,13,90,0,0,92,32,5,Auditory
1876,37,60,10,0,82,20,5,Reading/Writing
1877,1,74,3,70,10,40,10,Reading/Writing
1878,10,66,10,25,69,81,5,Auditory
1879,28,69,4,42,27,83,0,Kinesthetic
1880,36,56,0,96,50,45,6,Auditory
1881,27,62,3,85,5,36,5,Auditory
1882,20,82,8,53,40,73,8,Kinesthetic
1883,24,70,4,92,18,64,5,Visual
1884,12,75,1,64,11,26,6,Auditory
1885,19,57,0,30,58,13,7,Visual
1886,38,19,3,2,29,29,0,Visual
1887,33,68,0,64,63,52,1,Kinesthetic
1888,38,63,3,11,45,83,3,Visual
1889,7,85,1,34,88,53,10,Auditory
1890,18,70,1,94,87,71,0,Auditory
1891,4,56,8,89,99,52,2,Auditory
1892,38,81,4,29,60,61,0,Reading/Writing
1893,23,55,5,64,42,17,4,Reading/Writing
1894,30,63,10,12,9,23,2,Auditory
1895,21,89,4,40,92,34,10,Auditory
1896,38,71,3,48,60,58,5,Kinesthetic
1897,35,53,2,74,74,9,7,Kinesthetic
1898,19,53,3,80,11,1,4,Visual
1899,37,86,2,87,54,94,2,Auditory
1900,14,58,1,35,52,14,5,Auditory
1901,0,95,3,17,62,53,5,Reading/Writing
1902,0,52,6,84,82,89,7,Reading/Writing
1903,3,68,0,99,49,26,1,Auditory
1904,29,62,10,18,30,57,4,Kinesthetic
1905,16,84,3,67,14,92,9,Reading/Writing
1906,6,78,3,67,67,89,9,Auditory
1907,26,95,8,13,67,48,10,Auditory
1908,40,87,2,82,95,57,9,Reading/Writing
1909,22,10,3,80,12,14,5,Visual
1910,29,68,5,58,13,22,4,Kinesthetic
1911,0,72,9,60,81,49,9,Auditory
1912,25,93,0,41,20,17,8,Auditory
1913,17,56,6,99,24,16,0,Auditory
1914,28,65,7,74,26,16,7,Auditory
1915,18,68,0,17,39,60,4,Kinesthetic
1916,-2,91,6,7,59,43,5,Kinesthetic
1917,8,86,2,16,64,10,2,Reading/Writing
1918,19,66,6,89,66,33,7,Reading/Writing
1919,9,61,9,82,50,28,8,Reading/Writing
1920,27,59,4,66,32,42,3,Auditory
1921,22,95,9,35,29,15,3,Reading/Writing
1922,17,94,10,66,24,86,2,Kinesthetic
1923,8,85,10,71,66,4,6,Kinesthetic
1924,18,90,5,9,95,64,6,Visual
1925,25,58,3,79,19,25,9,Visual
1926,32,94,4,72,49,53,7,Auditory
1927,40,74,8,45,27,61,6,Auditory
1928,4,62,6,4,3,41,9,Kinesthetic
1929,5,95,5,38,7,66,4,Kinesthetic
1930,3,98,9,4,91,40,2,Kinesthetic
1931,24,59,0,0,55,13,7,Visual
1932,12,68,4,99,49,32,5,Reading/Writing
1933,27,76,0,61,47,98,5,Auditory
1934,6,68,5,70,97,80,0,Auditory
1935,3,52,8,96,73,65,1,Reading/Writing
1936,4,75,0,18,86,18,1,Visual
1937,11,69,9,73,53,69,6,Reading/Writing
1938,16,81,6,72,77,43,1,Visual
1939,39,78,9,80,90,65,2,Auditory
1940,37,85,6,89,34,97,5,Kinesthetic
1941,26,50,4,12,78,13,10,Auditory
1942,23,69,8,33,91,1,0,Reading/Writing
1943,36,78,10,23,42,62,2,Visual
1944,11,59,2,95,73,65,2,Kinesthetic
1945,18,82,2,75,43,23,1,Auditory
1946,15,92,4,10,63,22,9,Visual
1947,37,61,7,84,36,21,9,Visual
1948,22,71,10,85,52,80,7,Kinesthetic
1949,33,64,6,90,14,78,4,Reading/Writing
1950,33,81,4,41,12,77,6,Visual
1951,10,95,3,17,67,90,0,Auditory
1952,13,63,6,68,61,48,6,Kinesthetic
1953,24,80,7,70,81,59,2,Reading/Writing
1954,3,75,2,82,74,13,3,Auditory
1955,36,83,3,92,4,90,8,Kinesthetic
1956,17,80,6,99,15,12,4,Kinesthetic
1957,10,59,5,20,44,99,2,Auditory
1958,31,57,5,93,15,10,1,Reading/Writing
1959,9,64,4,44,37,52,0,Kinesthetic
1960,16,73,7,57,47,45,10,Visual
1961,13,94,2,98,64,51,8,Reading/Writing
1962,16,100,4,33,44,24,0,Reading/Writing
1963,5,92,8,72,62,18,9,Reading/Writing
1964,3,50,6,97,24,1,2,Kinesthetic
1965,0,76,7,19,48,78,2,Auditory
1966,35,86,0,37,58,56,4,Auditory
1967,28,52,5,68,35,64,7,Auditory
1968,36,68,7,38,92,73,10,Auditory
1969,30,78,2,95,92,68,3,Reading/Writing
1970,8,97,0,47,88,85,4,Kinesthetic
1971,25,59,5,74,12,8,10,Reading/Writing
1972,15,52,1,74,96,41,9,Visual
1973,39,70,5,56,11,83,1,Visual
1974,30,66,6,41,23,12,9,Auditory
1975,26,59,4,55,67,81,0,Auditory
1976,40,91,9,27,52,32,5,Kinesthetic
1977,21,84,1,91,25,51,2,Auditory
1978,9,85,3,48,73,75,6,Visual
1979,22,84,5,21,95,27,0,Kinesthetic
1980,4,77,6,61,24,12,6,Visual
1981,36,83,2,56,9,42,8,Auditory
1982,9,61,3,93,48,44,6,Auditory
1983,12,96,4,95,39,78,1,Reading/Writing
1984,32,98,1,40,99,54,8,Auditory
1985,36,77,6,19,5,21,3,Reading/Writing
1986,5,50,6,41,70,47,9,Reading/Writing
1987,34,77,3,1,34,82,0,Visual
1988,33,75,8,38,25,98,6,Auditory
1989,19,100,10,93,50,21,2,Reading/Writing
1990,1,96,4,8,73,65,6,Kinesthetic
1991,23,91,4,53,72,50,2,Reading/Writing
1992,17,66,2,95,49,66,10,Auditory
1993,9,79,9,14,27,85,1,Auditory
1994,31,99,0,83,42,37,8,Kinesthetic
1995,11,64,4,62,12,24,9,Reading/Writing
1996,1,65,2,96,51,90,9,Reading/Writing
1997,4,52,5,1,7,9,0,Visual
1998,31,94,4,68,68,72,0,Auditory
1999,26,93,6,47,82,32,5,Reading/Writing
2000,13,70,10,9,12,5,2,Visual
2001,10,55,1,22,68,98,1,Reading/Writing
2002,27,88,5,61,85,58,4,Auditory
2003,31,58,7,67,76,54,10,Kinesthetic
2004,18,76,4,8,96,47,7,Auditory
2005,12,85,0,68,45,46,10,Kinesthetic
2006,16,65,3,93,63,68,10,Kinesthetic
2007,28,98,0,29,7,66,6,Auditory
2008,18,52,8,83,83,33,2,Visual
2009,24,57,4,41,57,14,6,Reading/Writing
2010,16,62,4,44,43,85,5,Reading/Writing
2011,13,73,5,8,56,74,5,Visual
2012,19,86,3,4,32,30,2,Kinesthetic
2013,36,83,5,90,33,14,3,Reading/Writing
2014,30,57,8,75,84,91,7,Kinesthetic
2015,5,64,0,86,43,86,1,Kinesthetic
2016,90,57,7,29,36,45,2,Kinesthetic
2017,25,53,5,24,9,73,3,Visual
2018,26,57,10,19,31,18,3,Auditory
2019,14,73,8,81,26,68,8,Reading/Writing
2020,10,63,7,84,86,41,2,Kinesthetic
2021,25,75,7,77,56,75,5,Auditory
2022,6,97,9,24,2,44,6,Kinesthetic
2023,37,50,10,33,91,75,3,Reading/Writing
2024,23,61,8,14,17,28,8,Reading/Writing
2025,26,50,2,23,21,70,10,Reading/Writing
2026,22,84,9,30,67,14,2,Reading/Writing
2027,2,15,9,59,70,73,8,Kinesthetic
2028,17,84,9,75,64,81,0,Auditory
2029,11,24,5,11,73,88,8,Kinesthetic
2030,3,100,8,39,92,85,2,Kinesthetic
2031,17,54,3,88,6,52,8,Auditory
2032,20,58,0,46,0,71,1,Kinesthetic
2033,22,66,1,47,76,98,8,Visual
2034,14,98,4,95,55,60,10,Reading/Writing
2035,22,87,8,74,42,41,9,Kinesthetic
2036,24,70,10,38,38,14,1,Kinesthetic
2037,13,67,3,33,88,47,10,Kinesthetic
2038,2,57,8,54,17,32,0,Reading/Writing
2039,22,63,8,50,2,20,4,Kinesthetic
2040,14,51,6,37,33,80,6,Reading/Writing
2041,36,73,8,68,68,74,0,Kinesthetic
2042,5,50,3,8,31,55,10,Auditory
2043,38,69,1,91,53,57,9,Auditory
2044,7,99,2,11,42,25,6,Kinesthetic
2045,10,98,9,28,44,33,8,Reading/Writing
2046,22,74,6,44,73,78,7,Auditory
2047,16,75,3,39,83,37,10,Reading/Writing
2048,27,87,0,78,56,82,6,Auditory
2049,22,108,2,1,27,65,2,Visual
2050,16,84,6,10,82,82,1,Reading/Writing
2051,4,96,3,29,20,33,10,Kinesthetic
2052,9,98,9,100,70,91,8,Reading/Writing
2053,17,81,9,26,77,43,0,Auditory
2054,22,74,2,30,98,48,2,Kinesthetic
2055,27,75,2,71,54,48,6,Reading/Writing
2056,20,66,5,31,68,17,9,Visual
2057,11,55,8,50,68,33,4,Visual
2058,1,54,7,58,91,84,8,Kinesthetic
2059,38,50,8,30,99,53,3,Kinesthetic
2060,23,87,10,48,11,57,7,Reading/Writing
2061,8,68,2,24,17,8,9,Visual
2062,24,59,9,74,21,27,0,Auditory
2063,8,73,2,7,89,42,0,Visual
2064,23,89,5,58,85,81,7,Kinesthetic
2065,14,78,7,74,74,56,2,Auditory
2066,22,60,10,1,2,67,10,Kinesthetic
2067,17,72,0,54,49,96,5,Reading/Writing
2068,29,69,0,71,49,47,4,Visual
2069,8,77,9,23,24,48,3,Visual
2070,27,71,9,15,80,42,5,Auditory
2071,25,73,9,96,97,95,1,Kinesthetic
2072,10,76,2,27,34,59,7,Reading/Writing
2073,26,77,5,45,74,41,1,Visual
2074,11,82,2,69,39,54,4,Kinesthetic
2075,28,90,9,53,46,26,4,Visual
2076,38,54,5,27,81,29,8,Visual
2077,9,69,3,12,10,81,4,Auditory
2078,37,65,4,69,87,57,1,Visual
2079,35,65,0,23,14,58,1,Auditory
2080,20,99,2,99,8,93,0,Visual
2081,5,97,0,29,68,59,1,Kinesthetic
2082,20,73,0,54,29,86,1,Visual
2083,40,75,7,61,14,43,9,Reading/Writing
2084,32,79,1,17,54,70,1,Auditory
2085,10,94,7,29,36,9,8,Kinesthetic
2086,36,60,9,57,85,75,4,Auditory
2087,22,84,8,26,43,69,7,Auditory
2088,29,60,3,9,6,3,4,Reading/Writing
2089,18,50,5,31,17,2,10,Kinesthetic
2090,4,65,9,17,73,15,9,Reading/Writing
2091,14,54,3,35,71,20,1,Auditory
2092,25,53,0,50,83,55,6,Visual
2093,34,91,7,80,85,79,8,Auditory
2094,33,93,2,84,56,20,1,Kinesthetic
2095,15,52,7,7,28,47,6,Visual
2096,15,56,5,68,39,87,7,Visual
2097,34,93,4,86,28,72,9,Visual
2098,13,98,0,34,59,93,6,Auditory
2099,27,83,5,67,79,81,5,Auditory
2100,33,77,8,83,75,80,5,Auditory
2101,40,86,2,41,56,12,9,Auditory
2102,16,81,2,29,15,46,1,Visual
2103,7,60,0,15,79,56,4,Kinesthetic
2104,25,87,2,14,33,94,6,Reading/Writing
2105,22,67,1,73,54,41,5,Visual
2106,7,78,9,31,91,26,10,Kinesthetic
2107,0,83,8,71,14,1,7,Visual
2108,18,52,5,56,58,15,9,Auditory
2109,3,81,8,94,69,44,6,Reading/Writing
2110,26,84,3,93,81,85,6,Kinesthetic
2111,12,74,4,8,33,32,10,Auditory
2112,17,78,0,49,45,52,3,Auditory
2113,4,67,10,86,71,81,0,Auditory
2114,17,87,9,62,42,80,10,Reading/Writing
2115,20,95,0,80,38,89,2,Reading/Writing
2116,0,78,1,86,39,17,1,Auditory
2117,20,50,10,84,34,67,8,Auditory
2118,26,61,0,92,73,72,3,Reading/Writing
2119,31,59,1,10,100,51,6,Reading/Writing
2120,19,100,4,78,43,55,4,Kinesthetic
2121,0,88,5,88,70,71,2,Auditory
2122,19,92,6,66,89,24,3,Kinesthetic
2123,29,73,8,84,96,15,7,Visual
2124,3,71,7,5,4,56,8,Kinesthetic
2125,17,63,3,3,26,2,1,Visual
2126,6,99,4,46,99,56,1,Kinesthetic
2127,15,51,6,72,55,74,8,Auditory
2128,17,84,1,79,11,58,2,Visual
2129,32,86,0,76,78,90,0,Visual
2130,27,97,9,33,0,77,1,Kinesthetic
2131,35,54,9,5,41,44,10,Kinesthetic
2132,17,54,9,57,5,82,0,Kinesthetic
2133,26,82,8,40,62,76,3,Visual
2134,22,61,8,26,70,45,3,Auditory
2135,33,79,7,85,99,52,6,Visual
2136,10,76,9,77,44,64,8,Auditory
2137,36,53,0,93,17,48,9,Auditory
2138,5,76,0,80,99,95,6,Kinesthetic
2139,21,92,0,16,48,28,5,Reading/Writing
2140,33,93,7,82,77,79,0,Auditory
2141,32,82,9,5,49,0,3,Kinesthetic
2142,30,72,1,82,18,34,6,Kinesthetic
2143,33,61,10,73,19,49,5,Kinesthetic
2144,40,64,4,9,91,91,1,Auditory
2145,10,83,2,22,22,100,10,Auditory
2146,31,66,6,47,63,13,3,Kinesthetic
2147,9,89,8,48,62,43,6,Kinesthetic
2148,5,52,8,44,47,39,8,Reading/Writing
2149,19,92,7,50,85,83,6,Kinesthetic
2150,26,63,2,90,7,96,8,Auditory
2151,12,61,5,13,1,87,1,Visual
2152,4,90,7,51,82,63,3,Visual
2153,1,65,2,60,43,81,7,Auditory
2154,26,63,4,91,1,93,2,Reading/Writing
2155,38,52,3,17,10,69,10,Auditory
2156,1,94,7,10,73,70,3,Auditory
2157,16,58,2,99,88,11,2,Kinesthetic
2158,22,79,3,91,8,78,2,Visual
2159,10,58,2,16,100,47,4,Kinesthetic
2160,34,52,3,34,18,36,7,Visual
2161,23,92,1,4,63,6,8,Auditory
2162,15,66,3,74,98,35,10,Visual
2163,6,57,7,93,35,50,7,Visual
2164,10,58,3,9,3,57,2,Auditory
2165,35,79,4,17,56,0,6,Kinesthetic
2166,7,95,2,42,77,17,10,Reading/Writing
2167,26,95,1,65,5,41,0,Reading/Writing
2168,26,69,10,95,98,52,3,Reading/Writing
2169,6,53,2,19,37,80,5,Reading/Writing
2170,2,75,0,61,23,22,0,Kinesthetic
2171,5,53,2,60,0,32,0,Visual
2172,17,77,4,35,67,76,6,Kinesthetic
2173,0,93,1,98,74,27,5,Reading/Writing
2174,2,58,7,4,16,54,3,Auditory
2175,2,77,7,48,66,36,10,Reading/Writing
2176,20,78,0,63,43,87,8,Kinesthetic
2177,82,71,7,32,86,47,4,Auditory
2178,38,56,8,32,1,40,10,Visual
2179,8,89,2,82,64,74,10,Kinesthetic
2180,10,119,6,35,9,76,2,Kinesthetic
2181,39,93,1,30,61,59,7,Kinesthetic
2182,10,92,10,22,16,52,0,Kinesthetic
2183,13,75,1,17,66,54,6,Kinesthetic
2184,30,67,4,78,5,94,8,Auditory
2185,0,97,6,82,91,75,9,Visual
2186,40,71,7,87,86,57,10,Visual
2187,20,91,8,98,65,19,3,Auditory
2188,17,98,1,41,59,48,10,Kinesthetic
2189,18,88,4,72,52,53,6,Kinesthetic
2190,7,84,10,35,75,40,0,Kinesthetic
2191,4,79,1,39,85,20,4,Auditory
2192,10,89,9,30,52,93,6,Auditory
2193,18,69,6,19,95,57,5,Visual
2194,0,59,4,26,54,36,6,Visual
2195,0,96,8,54,63,29,6,Kinesthetic
2196,18,71,6,98,17,0,4,Visual
2197,11,66,4,99,24,28,10,Auditory
2198,32,57,10,22,60,14,0,Kinesthetic
2199,25,89,4,17,25,68,9,Auditory
2200,39,96,10,75,37,95,4,Reading/Writing
2201,12,52,10,39,83,47,6,Kinesthetic
2202,20,98,5,30,43,96,7,Visual
2203,0,63,3,60,44,62,7,Reading/Writing
2204,11,65,7,0,91,28,10,Kinesthetic
2205,31,74,5,47,1,90,6,Auditory
2206,16,69,2,41,26,1,5,Auditory
2207,24,59,3,25,72,5,0,Kinesthetic
2208,34,68,10,74,22,32,10,Reading/Writing
2209,36,90,6,43,67,59,5,Reading/Writing
2210,25,50,9,12,86,17,8,Reading/Writing
2211,11,78,2,88,90,34,6,Reading/Writing
2212,39,64,4,42,56,88,4,Kinesthetic
2213,12,97,5,22,56,74,5,Reading/Writing
2214,19,93,6,0,58,84,2,Visual
2215,40,89,0,33,92,91,8,Visual
2216,29,91,2,61,21,62,7,Reading/Writing
2217,28,55,9,71,13,63,6,Auditory
2218,31,75,3,22,90,17,5,Auditory
2219,32,58,5,70,97,98,9,Reading/Writing
2220,5,54,4,36,42,96,10,Visual
2221,14,68,3,36,53,18,0,Kinesthetic
2222,3,65,1,83,79,2,6,Visual
2223,30,58,7,66,11,87,3,Auditory
2224,14,76,3,57,96,46,4,Auditory
2225,32,13,2,12,69,25,7,Auditory
2226,19,89,3,62,44,49,3,Kinesthetic
2227,32,75,7,65,97,37,7,Visual
2228,17,84,7,44,63,47,2,Auditory
2229,38,94,2,12,54,88,5,Visual
2230,9,100,1,17,97,48,6,Auditory
2231,2,91,3,33,31,54,7,Reading/Writing
2232,33,65,5,82,38,24,2,Reading/Writing
2233,24,57,6,62,69,38,1,Visual
2234,27,82,3,46,68,4,8,Visual
2235,20,96,0,40,58,38,3,Reading/Writing
2236,14,88,9,26,77,52,6,Reading/Writing
2237,3,64,2,90,49,93,9,Kinesthetic
2238,26,58,3,10,75,3,4,Reading/Writing
2239,35,67,2,42,68,4,10,Reading/Writing
2240,29,50,1,47,63,44,7,Kinesthetic
2241,10,75,7,85,47,75,9,Reading/Writing
2242,24,52,8,95,34,60,0,Kinesthetic
2243,29,80,6,29,62,36,1,Reading/Writing
2244,34,99,7,64,71,30,6,Auditory
2245,27,89,0,92,55,36,5,Reading/Writing
2246,29,96,7,43,100,33,5,Reading/Writing
2247,12,74,3,33,44,4,6,Kinesthetic
2248,24,98,7,88,56,76,3,Reading/Writing
2249,5,64,6,3,68,18,7,Reading/Writing
2250,31,53,10,99,83,25,2,Kinesthetic
2251,9,84,4,9,12,69,4,Auditory
2252,34,90,5,23,61,83,8,Reading/Writing
2253,38,62,1,14,71,96,6,Kinesthetic
2254,19,82,8,41,11,17,2,Auditory
2255,15,71,0,34,31,13,5,Visual
2256,6,66,10,40,30,71,2,Reading/Writing
2257,2,76,9,86,69,65,8,Reading/Writing
2258,39,69,5,97,8,81,3,Auditory
2259,27,96,5,94,95,80,8,Reading/Writing
2260,31,76,3,42,79,78,0,Visual
2261,39,52,1,24,7,95,9,Visual
2262,3,96,10,7,41,18,7,Auditory
2263,38,57,10,3,13,0,9,Kinesthetic
2264,14,64,1,72,37,100,3,Reading/Writing
2265,18,52,1,7,34,76,8,Reading/Writing
2266,4,78,4,65,34,21,4,Reading/Writing
2267,29,78,7,59,72,48,7,Auditory
2268,3,82,3,58,42,94,1,Visual
2269,30,82,0,81,50,96,8,Reading/Writing
2270,27,90,4,74,54,11,1,Visual
2271,22,55,7,72,25,34,1,Visual
2272,28,79,2,34,38,4,5,Visual
2273,29,58,2,3,8,78,5,Auditory
2274,23,64,8,89,66,71,7,Auditory
2275,9,50,8,81,5,19,10,Auditory
2276,29,55,1,68,97,12,4,Kinesthetic
2277,22,75,10,42,10,13,1,Auditory
2278,38,51,6,22,38,5,2,Kinesthetic
2279,20,90,4,25,99,20,8,Visual
2280,0,94,2,73,30,40,6,Auditory
2281,39,75,5,30,72,82,1,Auditory
2282,9,58,7,88,11,82,10,Visual
2283,28,97,2,92,44,49,5,Reading/Writing
2284,30,91,7,57,26,77,5,Reading/Writing
2285,29,55,2,89,44,6,9,Kinesthetic
2286,38,87,0,58,50,4,1,Visual
2287,10,80,2,62,0,35,4,Reading/Writing
2288,21,87,9,58,18,65,5,Kinesthetic
2289,24,98,0,63,28,48,9,Kinesthetic
2290,24,90,4,31,1,34,8,Kinesthetic
2291,24,88,9,54,25,49,0,Reading/Writing
2292,34,63,10,60,60,32,3,Kinesthetic
2293,34,56,1,16,11,36,3,Visual
2294,34,84,10,97,59,90,2,Visual
2295,16,65,4,25,87,71,9,Kinesthetic
2296,8,68,1,20,1,10,7,Visual
2297,10,70,1,3,9,49,4,Kinesthetic
2298,38,87,8,50,66,64,3,Kinesthetic
2299,11,97,0,37,41,85,5,Auditory
2300,23,69,9,29,3,13,3,Kinesthetic
2301,26,77,7,32,57,41,6,Auditory
2302,21,77,9,22,55,73,8,Auditory
2303,5,77,6,5,22,29,10,Reading/Writing
2304,4,52,4,77,84,22,7,Visual
2305,31,98,7,37,21,55,9,Kinesthetic
2306,8,83,5,38,49,4,5,Visual
2307,30,55,2,67,86,98,8,Reading/Writing
2308,15,71,3,8,33,2,7,Reading/Writing
2309,36,57,4,8,87,35,0,Visual
2310,18,53,7,14,67,98,0,Auditory
2311,23,53,6,62,99,53,9,Visual
2312,11,73,0,63,81,50,10,Auditory
2313,40,64,1,46,59,71,2,Reading/Writing
2314,10,98,6,97,84,56,6,Reading/Writing
2315,24,88,10,90,29,57,8,Visual
2316,22,93,6,82,35,2,8,Reading/Writing
2317,33,68,9,66,8,9,1,Visual
2318,14,76,10,25,70,86,8,Auditory
2319,2,64,1,0,44,63,7,Visual
2320,13,87,4,98,74,58,8,Kinesthetic
2321,19,59,6,69,68,29,3,Visual
2322,25,100,8,32,21,95,3,Reading/Writing
2323,36,77,4,40,44,94,9,Reading/Writing
2324,3,68,1,27,50,50,4,Auditory
2325,39,52,1,52,48,53,10,Reading/Writing
2326,34,88,10,51,43,97,6,Kinesthetic
2327,22,80,10,84,46,39,0,Auditory
2328,24,95,8,11,77,90,6,Auditory
2329,35,51,0,0,60,90,8,Kinesthetic
2330,12,69,7,92,92,19,2,Kinesthetic
2331,27,100,4,89,55,81,10,Auditory
2332,9,85,4,22,12,97,3,Reading/Writing
2333,12,55,0,86,5,90,6,Reading/Writing
2334,2,75,10,16,35,99,10,Auditory
2335,85,51,10,22,90,73,0,Visual
2336,17,64,2,88,77,64,7,Visual
2337,37,50,7,39,95,76,5,Auditory
2338,19,80,1,32,38,32,9,Visual
2339,12,94,6,52,33,86,10,Auditory
2340,1,52,5,50,6,54,4,Visual
2341,11,50,2,57,68,33,5,Kinesthetic
2342,6,82,5,51,11,29,0,Kinesthetic
2343,1,80,3,85,68,59,9,Kinesthetic
2344,20,92,3,89,9,29,6,Visual
2345,35,65,5,36,90,69,3,Reading/Writing
2346,37,98,3,56,3,17,0,Visual
2347,8,65,5,84,53,90,5,Kinesthetic
2348,26,70,10,20,31,18,0,Auditory
2349,10,93,9,65,86,34,6,Auditory
2350,24,82,1,89,40,0,10,Auditory
2351,65,79,9,50,73,14,2,Auditory
2352,26,69,1,97,93,47,0,Visual
2353,4,52,2,40,2,65,4,Reading/Writing
2354,16,67,9,57,54,13,5,Kinesthetic
2355,23,58,8,9,73,78,3,Kinesthetic
2356,1,85,10,30,9,61,3,Kinesthetic
2357,38,94,3,76,84,18,0,Reading/Writing
2358,26,79,1,98,47,20,3,Kinesthetic
2359,18,73,8,24,98,45,6,Visual
2360,20,85,1,23,26,58,10,Kinesthetic
2361,6,87,6,100,84,87,4,Reading/Writing
2362,13,95,1,69,57,24,9,Reading/Writing
2363,12,71,7,51,85,95,0,Kinesthetic
2364,5,92,1,18,37,65,0,Visual
2365,29,90,4,33,13,82,4,Auditory
2366,37,64,8,3,40,10,7,Visual
2367,14,77,0,62,94,25,2,Reading/Writing
2368,23,85,4,82,68,76,1,Auditory
2369,10,96,6,8,70,26,3,Reading/Writing
2370,26,86,5,64,69,26,10,Visual
2371,31,56,4,53,75,55,6,Reading/Writing
2372,32,57,10,47,32,58,4,Reading/Writing
2373,31,52,0,52,87,71,0,Kinesthetic
2374,11,64,6,67,45,66,6,Kinesthetic
2375,38,98,6,93,34,65,8,Visual
2376,20,92,7,75,53,39,6,Visual
2377,24,78,8,47,9,44,2,Reading/Writing
2378,22,71,6,10,95,88,7,Kinesthetic
2379,29,98,7,79,17,100,1,Auditory
2380,17,73,5,98,54,21,2,Visual
2381,25,52,2,14,50,35,2,Auditory
2382,19,94,7,26,32,80,6,Auditory
2383,40,57,5,62,100,65,4,Reading/Writing
2384,34,82,3,24,17,65,10,Kinesthetic
2385,12,79,4,66,91,66,4,Kinesthetic
2386,2,99,2,64,32,86,3,Reading/Writing
2387,32,76,4,51,0,31,3,Auditory
2388,1,93,0,7,36,20,2,Visual
2389,21,86,0,51,42,78,6,Kinesthetic
2390,40,75,0,23,51,54,6,Visual
2391,3,54,10,60,63,35,3,Auditory
2392,39,77,6,57,8,61,10,Reading/Writing
2393,38,59,3,62,58,33,4,Kinesthetic
2394,28,70,4,18,39,85,7,Visual
2395,29,95,7,99,28,81,4,Auditory
2396,13,90,4,1,100,87,5,Auditory
2397,1,81,2,0,28,83,4,Visual
2398,15,66,4,72,84,33,3,Visual
2399,11,61,5,50,53,69,9,Kinesthetic
2400,40,50,10,55,23,1,1,Reading/Writing
2401,38,83,10,70,92,66,10,Reading/Writing
2402,37,58,3,36,49,0,3,Auditory
2403,-3,87,9,44,59,47,9,Reading/Writing
2404,40,72,1,65,8,22,7,Visual
2405,31,50,7,81,14,61,1,Kinesthetic
2406,32,73,10,86,84,10,3,Reading/Writing
2407,13,84,10,92,87,40,8,Reading/Writing
2408,11,57,8,16,86,71,10,Reading/Writing
2409,17,94,10,11,11,30,5,Visual
2410,34,93,3,47,65,71,4,Kinesthetic
2411,8,53,1,90,36,51,2,Kinesthetic
2412,25,87,1,64,53,48,1,Auditory
2413,11,67,8,97,2,28,4,Kinesthetic
2414,10,88,4,50,99,60,1,Kinesthetic
2415,4,71,10,57,56,57,3,Auditory
2416,7,70,0,45,25,95,8,Auditory
2417,32,97,5,99,73,18,2,Reading/Writing
2418,40,59,0,29,95,93,3,Visual
2419,12,78,3,79,63,25,6,Auditory
2420,8,66,0,85,40,70,7,Reading/Writing
2421,35,60,9,66,37,63,7,Reading/Writing
2422,8,65,7,79,41,20,1,Reading/Writing
2423,25,88,9,53,76,62,3,Auditory
2424,19,98,2,71,33,0,10,Auditory
2425,27,61,2,37,66,69,7,Kinesthetic
2426,23,96,2,91,38,33,6,Kinesthetic
2427,0,64,8,57,35,39,5,Visual
2428,24,65,9,28,46,74,5,Reading/Writing
2429,10,79,9,75,84,71,8,Reading/Writing
2430,4,59,0,25,91,27,4,Visual
2431,13,50,10,37,83,55,4,Auditory
2432,17,97,5,77,50,83,10,Reading/Writing
2433,20,90,3,55,60,58,2,Reading/Writing
2434,36,50,7,88,77,9,6,Reading/Writing
2435,4,93,7,59,34,9,8,Auditory
2436,13,83,9,32,41,62,9,Auditory
2437,34,67,4,57,26,58,6,Reading/Writing
