Tienda,Fecha,Producto,Precio Unitario (€),Cantidad Vendida,Costo Producción (€),Gasto Publicidad (€),Descuento Aplicado (%),Ingresos Totales (€),Ganancia Bruta (€)
5,2033-01-06,Smartphone,607.37,9,368.8,74,16,4591.72,1272.56
5,2033-01-07,Auriculares,140.69,9,87.09,148,11,1126.92,343.08
1,2033-01-08,Smartphone,596.43,1,422.63,228,15,506.97,84.34
3,2033-01-09,Laptop,1085.99,7,672.15,382,2,7449.88,2744.83
4,2033-01-10,Smartphone,688.77,3,403.12,223,1,2045.65,836.3
1,2033-01-11,Smartphone,615.39,9,398.0,312,6,5206.17,1624.18
3,2033-01-12,Smartphone,635.1,8,394.52,339,5,4826.74,1670.58
4,2033-01-13,Smartphone,554.98,3,391.82,107,0,1664.93,489.47
2,2033-01-14,Laptop,981.96,1,707.63,383,14,844.49,136.86
3,2033-01-15,Cámara,563.61,9,316.36,328,11,4514.54,1667.27
5,2033-01-16,Tablet,371.04,1,258.05,456,12,326.51,68.46
1,2033-01-17,Auriculares,174.37,3,47.59,194,7,486.49,343.72
3,2033-01-18,Tablet,455.63,6,246.86,446,8,2515.07,1033.93
3,2033-01-19,Tablet,437.58,6,268.74,171,0,2625.49,1013.07
5,2033-01-20,Auriculares,41.37,4,59.27,76,4,158.84,-78.23
4,2033-01-21,Laptop,984.4,2,701.45,115,6,1850.67,447.77
2,2033-01-22,Auriculares,132.21,6,49.28,150,17,658.41,362.72
5,2033-01-23,Laptop,950.71,5,706.91,463,7,4420.81,886.29
2,2033-01-24,Tablet,390.5,6,240.63,437,9,2132.11,688.31
4,2033-01-25,Laptop,1037.61,7,716.43,143,7,6754.82,1739.8
3,2033-01-26,Cámara,471.59,9,278.48,116,11,3777.45,1271.1
2,2033-01-27,Auriculares,57.68,7,41.77,299,15,343.18,50.78
1,2033-01-28,Cámara,409.96,4,312.22,191,11,1459.46,210.57
1,2033-01-29,Tablet,380.67,5,227.34,316,2,1865.27,728.56
5,2033-01-30,Auriculares,138.66,6,18.54,89,17,690.52,579.28
4,2033-01-31,Tablet,356.35,9,251.26,264,4,3078.91,817.55
5,2033-02-01,Cámara,500.89,5,266.07,180,13,2178.89,848.53
5,2033-02-02,Tablet,388.79,5,224.02,50,19,1574.6,454.48
5,2033-02-03,Auriculares,66.67,7,65.13,58,15,396.68,-59.24
1,2033-02-04,Auriculares,141.89,2,45.9,417,5,269.58,177.77
1,2033-02-05,Tablet,482.11,3,275.71,378,15,1229.39,402.26
5,2033-02-06,Auriculares,150.22,2,25.9,429,19,243.35,191.54
1,2033-02-07,Auriculares,65.2,2,48.12,381,13,113.45,17.21
4,2033-02-08,Tablet,499.62,3,257.99,434,19,1214.07,440.1
5,2033-02-09,Cámara,550.07,6,276.59,193,4,3168.4,1508.87
1,2033-02-10,Auriculares,77.13,5,70.64,399,13,335.52,-17.65
2,2033-02-11,Auriculares,61.23,5,60.21,377,10,275.55,-25.52
5,2033-02-12,Auriculares,156.05,2,17.81,351,8,287.14,251.51
5,2033-02-13,Auriculares,108.69,2,49.25,187,19,176.08,77.58
4,2033-02-14,Tablet,357.46,1,257.72,466,6,336.01,78.29
3,2033-02-15,Cámara,492.59,3,288.2,407,4,1418.67,554.08
3,2033-02-16,Cámara,479.64,7,270.4,346,14,2887.43,994.61
4,2033-02-17,Laptop,958.8,5,705.57,228,12,4218.71,690.86
4,2033-02-18,Auriculares,150.73,7,94.22,327,11,939.04,279.47
4,2033-02-19,Auriculares,139.09,9,42.26,193,14,1076.53,696.18
3,2033-02-20,Laptop,1041.93,6,731.38,388,18,5126.28,737.97
4,2033-02-21,Cámara,541.23,2,284.95,239,18,887.62,317.71
1,2033-02-22,Smartphone,554.2,1,404.31,486,9,504.32,100.01
5,2033-02-23,Smartphone,569.82,1,415.43,380,16,478.65,63.21
5,2033-02-24,Cámara,572.93,9,299.83,319,15,4382.94,1684.45
2,2033-02-25,Auriculares,105.4,6,44.05,236,4,607.11,342.84
2,2033-02-26,Smartphone,526.48,6,414.52,203,3,3064.09,576.96
5,2033-02-27,Tablet,410.85,4,287.83,221,9,1495.48,344.17
1,2033-02-28,Tablet,432.74,2,256.01,453,5,822.21,310.18
3,2033-03-01,Laptop,1026.2,3,689.68,296,10,2770.75,701.71
3,2033-03-02,Cámara,453.11,3,296.2,438,10,1223.39,334.77
1,2033-03-03,Cámara,594.34,8,350.39,498,15,4041.49,1238.33
3,2033-03-04,Smartphone,524.97,6,402.7,60,13,2740.34,324.16
4,2033-03-05,Auriculares,105.54,7,38.11,96,18,605.83,339.05
5,2033-03-06,Cámara,586.83,9,277.1,315,3,5123.01,2629.12
5,2033-03-07,Smartphone,629.58,1,363.48,366,4,604.4,240.92
1,2033-03-08,Smartphone,641.81,2,407.27,160,18,1052.57,238.03
3,2033-03-09,Cámara,447.34,9,313.09,350,16,3381.9,564.07
2,2033-03-10,Smartphone,617.35,5,392.07,352,17,2562.01,601.68
2,2033-03-11,Laptop,998.17,4,699.7,467,7,3713.19,914.39
3,2033-03-12,Laptop,943.5,1,676.59,423,3,915.19,238.6
2,2033-03-13,Cámara,543.25,9,302.66,446,17,4058.1,1334.18
1,2033-03-14,Auriculares,59.03,9,59.63,328,10,478.11,-58.56
1,2033-03-15,Laptop,964.95,4,689.3,341,13,3358.04,600.85
3,2033-03-16,Laptop,1021.63,9,733.81,496,12,8091.3,1487.02
2,2033-03-17,Cámara,492.84,1,283.26,301,15,418.91,135.65
1,2033-03-18,Tablet,408.46,5,255.67,125,11,1817.67,539.32
1,2033-03-19,Smartphone,589.78,1,416.97,224,8,542.59,125.63
4,2033-03-20,Laptop,1070.65,4,698.45,158,6,4025.66,1231.84
4,2033-03-21,Tablet,353.75,5,246.23,499,9,1609.56,378.4
1,2033-03-22,Auriculares,76.76,3,21.42,389,16,193.43,129.17
3,2033-03-23,Tablet,424.06,2,277.15,385,17,703.94,149.64
5,2033-03-24,Cámara,450.6,6,296.6,63,6,2541.41,761.79
5,2033-03-25,Auriculares,48.39,3,60.75,230,2,142.26,-39.98
1,2033-03-26,Auriculares,106.89,1,63.45,371,14,91.92,28.47
1,2033-03-27,Tablet,443.37,5,237.43,482,15,1884.31,697.14
1,2033-03-28,Cámara,549.89,2,296.05,321,16,923.82,331.72
3,2033-03-29,Laptop,1004.59,2,726.69,92,12,1768.07,314.69
4,2033-03-30,Tablet,366.39,4,227.66,151,2,1436.26,525.64
1,2033-03-31,Laptop,1013.78,4,742.56,162,19,3284.66,314.42
1,2033-04-01,Tablet,428.31,4,235.1,242,19,1387.71,447.3
2,2033-04-02,Laptop,1013.09,7,676.41,58,4,6807.99,2073.12
3,2033-04-03,Tablet,461.71,1,252.65,198,8,424.77,172.13
1,2033-04-04,Auriculares,49.29,8,94.17,387,17,327.3,-426.04
2,2033-04-05,Smartphone,565.15,9,361.78,273,10,4577.72,1321.7
5,2033-04-06,Auriculares,154.77,6,47.18,159,10,835.74,552.67
1,2033-04-07,Laptop,926.35,4,709.53,403,15,3149.59,311.49
1,2033-04-08,Cámara,473.03,6,300.67,133,7,2639.51,835.47
2,2033-04-09,Auriculares,63.42,7,57.64,92,1,439.52,36.05
3,2033-04-10,Smartphone,521.79,6,385.64,115,9,2848.97,535.14
1,2033-04-11,Laptop,990.64,1,688.01,437,5,941.11,253.1
5,2033-04-12,Auriculares,137.31,5,47.03,428,3,665.98,430.82
1,2033-04-13,Tablet,407.82,8,227.4,158,4,3132.03,1312.81
5,2033-04-14,Cámara,539.98,8,299.11,151,10,3887.86,1495.01
4,2033-04-15,Laptop,1059.6,9,692.23,184,11,8487.38,2257.35
4,2033-04-16,Auriculares,80.72,4,40.6,135,15,274.44,112.05
5,2033-04-17,Laptop,1132.34,6,706.41,133,19,5503.18,1264.72
3,2033-04-18,Tablet,382.73,7,213.59,491,13,2330.82,835.71
1,2033-04-19,Smartphone,589.37,5,395.42,276,13,2563.77,586.68
1,2033-04-20,Auriculares,64.62,8,96.35,309,19,418.73,-352.05
4,2033-04-21,Laptop,1027.27,3,678.28,429,19,2496.26,461.43
5,2033-04-22,Laptop,985.47,8,725.71,69,14,6780.07,974.39
1,2033-04-23,Laptop,996.06,5,701.09,84,7,4631.66,1126.19
1,2033-04-24,Smartphone,589.74,1,387.94,402,4,566.15,178.21
3,2033-04-25,Laptop,988.6,6,673.59,292,8,5457.1,1415.58
2,2033-04-26,Cámara,507.91,2,302.79,492,15,863.45,257.87
4,2033-04-27,Cámara,477.49,7,329.07,478,2,3275.57,972.1
4,2033-04-28,Laptop,979.84,9,692.22,319,11,7848.48,1618.54
2,2033-04-29,Cámara,553.64,3,298.38,272,6,1561.27,666.13
1,2033-04-30,Auriculares,85.32,4,70.21,455,16,286.69,5.86
3,2033-05-01,Cámara,519.18,4,306.82,353,14,1785.97,558.7
3,2033-05-02,Laptop,955.53,4,668.55,207,14,3287.01,612.79
4,2033-05-03,Tablet,377.77,3,251.98,334,11,1008.63,252.7
3,2033-05-04,Auriculares,38.37,5,80.24,85,1,189.94,-211.28
2,2033-05-05,Smartphone,692.72,9,399.26,347,7,5798.08,2204.73
1,2033-05-06,Laptop,1068.77,8,645.17,78,4,8208.18,3046.81
2,2033-05-07,Smartphone,629.77,2,407.76,440,2,1234.35,418.83
5,2033-05-08,Tablet,507.56,9,246.03,465,0,4568.0,2353.72
4,2033-05-09,Smartphone,638.51,2,363.42,446,15,1085.47,358.64
3,2033-05-10,Laptop,991.4,7,666.42,304,9,6315.23,1650.31
5,2033-05-11,Laptop,1018.63,5,719.5,446,9,4634.75,1037.24
3,2033-05-12,Tablet,468.04,7,235.35,487,10,2948.65,1301.18
1,2033-05-13,Laptop,955.98,5,681.85,191,11,4254.13,844.88
1,2033-05-14,Tablet,341.36,6,249.29,183,7,1904.78,409.06
1,2033-05-15,Tablet,420.3,8,237.12,193,4,3227.93,1331.01
3,2033-05-16,Laptop,970.66,1,702.0,346,8,893.0,191.0
5,2033-05-17,Cámara,387.0,1,295.95,485,10,348.3,52.36
1,2033-05-18,Tablet,337.85,5,226.0,417,14,1452.77,322.77
5,2033-05-19,Laptop,984.43,1,689.78,390,16,826.92,137.14
3,2033-05-20,Cámara,502.41,3,308.86,294,10,1356.51,429.94
5,2033-05-21,Tablet,403.9,9,250.84,303,12,3198.88,941.33
3,2033-05-22,Cámara,600.26,7,298.36,413,16,3529.53,1441.0
3,2033-05-23,Auriculares,89.62,6,88.75,449,6,505.45,-27.04
4,2033-05-24,Auriculares,113.91,8,64.62,54,8,838.35,321.38
3,2033-05-25,Cámara,418.71,8,317.05,457,17,2780.2,243.81
3,2033-05-26,Tablet,398.44,6,246.68,476,17,1984.25,504.16
2,2033-05-27,Laptop,1016.71,4,704.4,498,9,3700.82,883.21
1,2033-05-28,Smartphone,531.24,4,391.38,315,11,1891.2,325.69
4,2033-05-29,Laptop,953.3,4,715.55,288,17,3164.96,302.75
4,2033-05-30,Smartphone,624.46,6,397.79,299,8,3447.01,1060.26
4,2033-05-31,Smartphone,572.68,1,404.45,492,8,526.87,122.42
2,2033-06-01,Tablet,394.87,2,253.21,340,9,718.67,212.24
3,2033-06-02,Cámara,527.04,6,299.64,80,0,3162.23,1364.41
1,2033-06-03,Laptop,1101.84,1,758.76,169,10,991.66,232.9
5,2033-06-04,Cámara,488.91,9,286.67,128,13,3828.17,1248.16
3,2033-06-05,Auriculares,188.46,6,36.49,444,9,1028.99,810.08
2,2033-06-06,Tablet,302.06,7,263.88,58,13,1839.55,-7.62
3,2033-06-07,Tablet,407.42,1,238.1,499,18,334.08,95.99
3,2033-06-08,Auriculares,83.3,8,44.17,93,9,606.39,253.02
2,2033-06-09,Laptop,973.38,5,678.27,421,16,4088.18,696.82
4,2033-06-10,Auriculares,132.9,5,59.83,271,1,657.87,358.72
4,2033-06-11,Laptop,989.27,6,710.09,193,13,5163.98,903.47
1,2033-06-12,Smartphone,498.75,7,393.7,169,17,2897.75,141.88
1,2033-06-13,Tablet,320.58,7,264.3,481,1,2221.63,371.56
4,2033-06-14,Laptop,1036.1,5,662.84,102,19,4196.21,882.02
5,2033-06-15,Cámara,418.14,1,285.86,114,18,342.87,57.01
3,2033-06-16,Cámara,537.44,9,296.6,225,7,4498.38,1828.98
5,2033-06-17,Tablet,406.24,6,226.55,119,5,2315.56,956.23
3,2033-06-18,Auriculares,91.49,9,15.03,351,19,666.93,531.7
4,2033-06-19,Auriculares,95.93,4,43.84,170,6,360.68,185.31
1,2033-06-20,Laptop,1025.74,2,713.88,426,12,1805.3,377.54
1,2033-06-21,Auriculares,41.13,3,75.64,252,1,122.14,-104.78
5,2033-06-22,Tablet,402.11,4,239.05,338,6,1511.95,555.73
1,2033-06-23,Laptop,943.02,8,714.66,229,0,7544.2,1826.88
4,2033-06-24,Smartphone,608.18,3,412.73,130,5,1733.32,495.13
5,2033-06-25,Auriculares,132.32,8,74.37,104,15,899.8,304.82
3,2033-06-26,Auriculares,108.3,6,43.0,228,7,604.3,346.32
1,2033-06-27,Laptop,1030.43,4,664.03,147,12,3627.11,970.99
2,2033-06-28,Cámara,465.0,7,301.4,159,17,2701.65,591.82
1,2033-06-29,Auriculares,96.89,5,29.72,473,13,421.48,272.86
3,2033-06-30,Tablet,388.1,5,235.53,202,17,1610.62,432.97
5,2033-07-01,Auriculares,84.83,9,43.98,496,3,740.55,344.77
3,2033-07-02,Smartphone,559.97,3,393.22,455,14,1444.72,265.05
2,2033-07-03,Auriculares,78.41,4,52.83,174,4,301.09,89.77
4,2033-07-04,Cámara,444.36,5,314.06,140,13,1932.99,362.67
1,2033-07-05,Auriculares,15.29,1,42.65,343,15,13.0,-29.65
5,2033-07-06,Laptop,964.96,7,707.91,442,14,5809.08,853.69
4,2033-07-07,Auriculares,131.3,8,50.3,86,10,945.35,542.97
3,2033-07-08,Cámara,511.7,6,318.71,54,1,3039.52,1127.26
5,2033-07-09,Laptop,937.17,9,696.23,387,17,7000.66,734.61
4,2033-07-10,Tablet,379.7,3,248.42,199,3,1104.93,359.66
5,2033-07-11,Laptop,1034.62,2,692.51,415,14,1779.55,394.53
2,2033-07-12,Smartphone,577.58,5,396.76,445,11,2570.21,586.44
2,2033-07-13,Laptop,929.11,9,684.33,365,2,8194.77,2035.79
1,2033-07-14,Tablet,512.88,1,232.35,221,3,497.49,265.15
1,2033-07-15,Auriculares,91.65,1,65.52,455,15,77.9,12.39
2,2033-07-16,Laptop,941.82,3,678.34,311,5,2684.19,649.18
5,2033-07-17,Laptop,1008.56,3,693.62,76,1,2995.43,914.58
2,2033-07-18,Laptop,995.72,5,720.31,104,8,4580.31,978.78
1,2033-07-19,Laptop,922.93,4,692.95,448,11,3285.62,513.83
2,2033-07-20,Tablet,404.67,6,266.57,369,11,2160.93,561.48
2,2033-07-21,Cámara,549.19,8,288.18,298,13,3822.34,1516.91
5,2033-07-22,Cámara,488.35,8,278.98,322,16,3281.74,1049.93
4,2033-07-23,Laptop,896.99,4,668.1,308,8,3300.92,628.51
1,2033-07-24,Tablet,417.1,1,276.25,315,11,371.22,94.96
5,2033-07-25,Tablet,430.15,7,227.26,240,9,2740.02,1149.19
2,2033-07-26,Laptop,970.68,6,714.94,112,10,5241.67,952.01
2,2033-07-27,Smartphone,571.05,5,380.0,394,1,2826.68,926.68
4,2033-07-28,Laptop,1112.89,4,726.35,495,15,3783.84,878.44
1,2033-07-29,Smartphone,567.09,6,444.14,390,0,3402.54,737.72
1,2033-07-30,Laptop,943.91,8,666.27,153,0,7551.25,2221.09
3,2033-07-31,Smartphone,601.26,6,378.3,442,1,3571.46,1301.63
1,2033-08-01,Smartphone,628.74,3,415.46,457,11,1678.74,432.35
4,2033-08-02,Laptop,1026.62,9,710.26,337,19,7484.07,1091.72
3,2033-08-03,Smartphone,476.6,3,415.54,308,17,1186.73,-59.89
3,2033-08-04,Auriculares,66.96,4,38.52,210,11,238.39,84.29
2,2033-08-05,Cámara,557.64,5,339.75,220,0,2788.22,1089.47
2,2033-08-06,Tablet,416.33,2,252.36,158,10,749.4,244.68
1,2033-08-07,Smartphone,538.21,2,375.66,189,1,1065.66,314.34
3,2033-08-08,Smartphone,662.12,6,394.94,142,11,3535.72,1166.1
2,2033-08-09,Tablet,448.24,2,225.93,152,1,887.52,435.67
4,2033-08-10,Smartphone,585.17,1,431.82,275,16,491.54,59.72
2,2033-08-11,Tablet,443.97,8,236.79,402,5,3374.2,1479.85
2,2033-08-12,Laptop,1099.99,1,709.85,209,15,934.99,225.14
3,2033-08-13,Auriculares,47.28,6,40.59,453,18,232.62,-10.9
3,2033-08-14,Auriculares,127.77,1,37.69,244,5,121.38,83.69
5,2033-08-15,Cámara,599.3,8,261.79,373,6,4506.72,2412.36
4,2033-08-16,Smartphone,632.65,5,411.96,194,18,2593.87,534.05
3,2033-08-17,Cámara,462.28,3,325.98,291,19,1123.34,145.39
1,2033-08-18,Laptop,1011.95,5,681.68,452,16,4250.17,841.77
4,2033-08-19,Auriculares,168.49,1,19.1,181,5,160.07,140.97
4,2033-08-20,Laptop,949.21,1,716.07,142,14,816.32,100.26
3,2033-08-21,Laptop,998.5,4,667.08,322,8,3674.46,1006.16
4,2033-08-22,Smartphone,587.83,9,424.39,241,1,5237.53,1418.01
3,2033-08-23,Laptop,968.43,9,681.91,71,4,8367.23,2230.02
2,2033-08-24,Auriculares,112.08,1,27.93,243,4,107.59,79.66
5,2033-08-25,Cámara,494.96,3,304.97,219,11,1321.55,406.65
2,2033-08-26,Auriculares,132.17,4,29.24,478,9,481.09,364.14
3,2033-08-27,Smartphone,657.05,2,385.86,60,3,1274.67,502.96
3,2033-08-28,Auriculares,36.36,7,57.08,230,11,226.51,-173.04
2,2033-08-29,Tablet,403.38,3,201.42,281,14,1040.71,436.46
1,2033-08-30,Cámara,497.34,1,332.85,493,9,452.58,119.73
1,2033-08-31,Tablet,410.17,1,250.87,78,17,340.44,89.57
1,2033-09-01,Tablet,399.23,3,224.14,69,4,1149.77,477.35
3,2033-09-02,Smartphone,550.97,6,379.66,54,12,2909.1,631.17
4,2033-09-03,Laptop,1072.74,4,719.83,458,3,4162.22,1282.89
3,2033-09-04,Tablet,494.04,1,262.02,83,8,454.52,192.49
4,2033-09-05,Auriculares,127.34,7,77.74,189,17,739.87,195.72
2,2033-09-06,Laptop,1029.91,2,686.35,77,2,2018.61,645.92
5,2033-09-07,Auriculares,106.55,5,55.93,147,10,479.49,199.83
4,2033-09-08,Auriculares,148.46,8,58.53,311,3,1152.05,683.8
1,2033-09-09,Laptop,877.84,7,713.91,295,8,5653.31,655.97
3,2033-09-10,Laptop,999.81,8,722.55,68,11,7118.63,1338.26
2,2033-09-11,Auriculares,71.37,6,35.65,61,9,389.67,175.74
1,2033-09-12,Smartphone,607.29,7,397.72,74,9,3868.44,1084.43
2,2033-09-13,Cámara,554.63,9,287.8,62,8,4592.35,2002.17
5,2033-09-14,Cámara,500.95,6,298.95,125,9,2735.2,941.51
3,2033-09-15,Smartphone,581.98,9,413.97,308,8,4818.76,1093.04
3,2033-09-16,Laptop,929.84,2,666.92,73,0,1859.67,525.83
5,2033-09-17,Auriculares,94.54,2,72.19,57,15,160.71,16.34
3,2033-09-18,Cámara,533.61,2,277.22,417,13,928.49,374.06
4,2033-09-19,Auriculares,57.95,6,43.85,277,12,305.95,42.84
2,2033-09-20,Smartphone,499.83,2,424.88,425,5,949.68,99.93
1,2033-09-21,Auriculares,213.71,3,56.56,172,13,557.79,388.11
5,2033-09-22,Smartphone,616.76,8,406.79,139,7,4588.69,1334.36
4,2033-09-23,Laptop,988.92,8,676.39,350,17,6566.44,1155.34
1,2033-09-24,Smartphone,669.55,4,379.12,273,19,2169.34,652.87
1,2033-09-25,Smartphone,607.07,9,418.83,273,0,5463.67,1694.24
5,2033-09-26,Cámara,566.6,8,288.22,306,11,4034.2,1728.47
4,2033-09-27,Auriculares,162.32,1,40.1,52,10,146.09,105.98
1,2033-09-28,Cámara,436.27,8,319.28,370,12,3071.37,517.14
1,2033-09-29,Tablet,423.0,1,229.0,320,3,410.31,181.31
4,2033-09-30,Smartphone,686.26,4,405.38,355,5,2607.8,986.27
3,2033-10-01,Tablet,350.07,6,250.86,197,12,1848.36,343.21
1,2033-10-02,Cámara,450.68,7,299.95,436,12,2776.2,676.57
2,2033-10-03,Auriculares,59.14,4,39.63,238,5,224.73,66.21
4,2033-10-04,Cámara,544.52,8,288.4,448,3,4225.48,1918.26
1,2033-10-05,Auriculares,114.22,8,28.43,236,2,895.48,668.02
5,2033-10-06,Auriculares,3.21,9,59.65,487,14,24.86,-512.02
2,2033-10-07,Laptop,1017.05,6,686.64,237,10,5492.06,1372.23
1,2033-10-08,Smartphone,587.4,4,419.37,173,1,2326.12,648.62
2,2033-10-09,Cámara,494.39,2,295.51,86,16,830.57,239.55
2,2033-10-10,Auriculares,58.15,7,28.83,198,1,402.97,201.16
3,2033-10-11,Cámara,517.41,3,295.24,155,0,1552.24,666.51
2,2033-10-12,Cámara,552.52,3,291.78,152,4,1591.27,715.92
3,2033-10-13,Auriculares,67.9,3,70.18,456,19,165.0,-45.55
4,2033-10-14,Tablet,315.88,4,242.62,426,16,1061.35,90.87
3,2033-10-15,Smartphone,584.84,2,394.48,281,0,1169.69,380.74
5,2033-10-16,Smartphone,637.81,5,428.23,404,6,2997.73,856.57
1,2033-10-17,Laptop,978.95,3,710.17,195,2,2878.11,747.61
4,2033-10-18,Laptop,925.12,5,733.25,66,15,3931.77,265.5
4,2033-10-19,Laptop,1038.16,7,725.18,208,15,6177.06,1100.8
5,2033-10-20,Smartphone,670.77,9,382.26,497,11,5372.85,1932.54
3,2033-10-21,Tablet,401.0,2,269.8,353,8,737.84,198.24
1,2033-10-22,Smartphone,519.71,9,430.51,331,13,4069.33,194.78
3,2033-10-23,Smartphone,584.11,6,430.66,327,11,3119.14,535.2
2,2033-10-24,Smartphone,607.58,6,419.76,174,15,3098.64,580.07
3,2033-10-25,Smartphone,559.51,3,419.35,222,16,1409.98,151.92
4,2033-10-26,Tablet,429.17,9,243.95,469,11,3437.64,1242.12
1,2033-10-27,Laptop,954.63,4,683.25,369,3,3703.95,970.94
3,2033-10-28,Cámara,501.28,5,292.96,212,16,2105.38,640.6
1,2033-10-29,Laptop,988.58,3,666.7,252,0,2965.75,965.64
1,2033-10-30,Laptop,1030.79,5,726.86,387,16,4329.33,695.05
2,2033-10-31,Cámara,499.29,8,294.33,204,10,3594.86,1240.19
2,2033-11-01,Smartphone,590.18,8,425.83,373,18,3871.55,464.94
4,2033-11-02,Tablet,359.86,8,225.37,450,17,2389.45,586.49
5,2033-11-03,Tablet,401.74,6,271.65,444,19,1952.45,322.53
1,2033-11-04,Laptop,986.99,1,690.1,310,1,977.12,287.02
5,2033-11-05,Cámara,456.47,6,274.31,235,8,2519.73,873.86
4,2033-11-06,Auriculares,107.97,7,82.54,426,8,695.36,117.56
1,2033-11-07,Smartphone,618.2,9,422.15,106,11,4951.77,1152.45
1,2033-11-08,Laptop,983.08,8,704.24,266,12,6920.88,1286.99
5,2033-11-09,Tablet,446.58,8,250.68,257,15,3036.73,1031.3
3,2033-11-10,Cámara,513.2,7,308.79,251,12,3161.3,999.77
2,2033-11-11,Cámara,435.81,2,303.89,123,13,758.3,150.52
3,2033-11-12,Laptop,1066.87,1,684.15,134,6,1002.86,318.7
5,2033-11-13,Auriculares,138.35,2,41.76,169,1,273.93,190.41
2,2033-11-14,Tablet,450.09,6,289.21,63,11,2403.49,668.2
3,2033-11-15,Laptop,1020.03,2,753.44,377,16,1713.64,206.76
2,2033-11-16,Auriculares,-16.89,4,81.25,178,4,-64.84,-389.86
1,2033-11-17,Cámara,554.63,3,309.56,449,19,1347.75,419.06
3,2033-11-18,Smartphone,603.04,6,393.25,331,9,3292.6,933.12
2,2033-11-19,Tablet,417.66,8,234.04,98,17,2773.27,900.98
2,2033-11-20,Tablet,427.02,6,235.35,475,2,2510.87,1098.75
2,2033-11-21,Auriculares,196.81,2,38.93,408,12,346.39,268.52
3,2033-11-22,Laptop,972.69,5,743.02,291,12,4279.83,564.71
4,2033-11-23,Cámara,473.98,6,336.13,371,9,2587.93,571.18
3,2033-11-24,Auriculares,57.45,9,64.93,102,1,511.86,-72.47
5,2033-11-25,Smartphone,546.5,6,380.79,314,15,2787.16,502.44
3,2033-11-26,Smartphone,547.42,5,417.86,118,3,2655.0,565.7
2,2033-11-27,Smartphone,507.41,1,395.23,89,18,416.08,20.85
1,2033-11-28,Auriculares,121.33,5,6.94,233,4,582.4,547.7
3,2033-11-29,Cámara,599.39,5,305.74,182,6,2817.13,1288.42
3,2033-11-30,Tablet,502.58,6,233.16,105,8,2774.23,1375.26
2,2033-12-01,Laptop,957.38,7,683.84,416,4,6433.6,1646.73
1,2033-12-02,Tablet,386.39,4,244.99,304,7,1437.38,457.41
1,2033-12-03,Cámara,561.67,7,290.03,54,1,3892.35,1862.12
5,2033-12-04,Tablet,421.62,5,249.31,118,19,1707.55,460.98
3,2033-12-05,Auriculares,106.73,6,48.35,101,19,518.69,228.57
1,2033-12-06,Smartphone,587.16,4,362.48,378,6,2207.73,757.8
1,2033-12-07,Cámara,558.92,8,330.41,147,3,4337.18,1693.94
4,2033-12-08,Cámara,446.35,9,280.33,210,14,3454.73,931.74
4,2033-12-09,Tablet,424.04,2,230.95,455,17,703.91,242.01
1,2033-12-10,Auriculares,117.25,4,43.43,320,1,464.3,290.58
5,2033-12-11,Tablet,402.17,8,247.83,114,13,2799.09,816.43
1,2033-12-12,Tablet,439.39,8,279.18,376,9,3198.73,965.3
2,2033-12-13,Cámara,501.69,9,305.39,456,4,4334.57,1586.08
3,2033-12-14,Tablet,373.27,3,261.33,292,11,996.64,212.65
5,2033-12-15,Smartphone,604.63,1,405.49,416,9,550.21,144.72
2,2033-12-16,Tablet,320.39,9,254.63,311,17,2393.35,101.69
5,2033-12-17,Smartphone,630.64,1,406.19,261,5,599.1,192.91
2,2033-12-18,Cámara,543.41,3,261.35,491,11,1450.91,666.87
3,2033-12-19,Auriculares,67.17,3,45.0,203,0,201.51,66.5
3,2033-12-20,Smartphone,555.27,9,423.25,283,6,4697.62,888.41
4,2033-12-21,Auriculares,69.01,1,128.85,189,11,61.42,-67.43
2,2033-12-22,Auriculares,96.85,7,25.91,382,6,637.27,455.87
4,2033-12-23,Smartphone,610.79,2,408.46,164,8,1123.86,306.94
2,2033-12-24,Cámara,580.77,7,288.58,418,19,3292.99,1272.94
4,2033-12-25,Laptop,1074.45,1,740.95,382,14,924.03,183.08
3,2033-12-26,Auriculares,141.58,8,22.92,179,11,1008.03,824.63
5,2033-12-27,Auriculares,106.06,2,62.5,465,12,186.67,61.67
4,2033-12-28,Cámara,453.65,3,271.86,227,3,1320.13,504.57
2,2033-12-29,Cámara,583.98,8,293.63,144,9,4251.39,1902.36
2,2033-12-30,Tablet,387.62,3,249.31,366,2,1139.6,391.66
3,2033-12-31,Cámara,514.07,1,321.39,444,4,493.51,172.11
2,2034-01-01,Auriculares,131.37,9,28.46,150,3,1146.84,890.73
1,2034-01-02,Smartphone,603.08,8,413.27,245,18,3956.2,650.06
5,2034-01-03,Laptop,1057.55,4,700.38,339,14,3637.99,836.49
4,2034-01-04,Tablet,422.77,8,255.46,257,6,3179.23,1135.58
5,2034-01-05,Smartphone,649.43,5,419.17,144,2,3182.22,1086.38
3,2034-01-06,Laptop,1022.37,3,674.35,152,15,2607.04,583.99
4,2034-01-07,Laptop,998.11,1,716.21,57,14,858.37,142.16
4,2034-01-08,Laptop,1003.71,5,688.62,185,17,4165.39,722.28
1,2034-01-09,Smartphone,596.89,6,421.92,147,2,3509.7,978.2
3,2034-01-10,Tablet,335.79,4,256.69,448,13,1168.53,141.77
2,2034-01-11,Tablet,349.96,7,245.81,310,0,2449.71,729.05
