Student_ID,Hours_Studied,Attendance_Rate,Assignments_Completed,Midterm_Score,Final_Score,Project_Score,Participation_Score
2515,1,88,8,47,33,50,2
2516,4,55,7,77,70,27,9
2517,17,96,7,87,38,10,7
2518,36,100,4,91,2,33,1
2519,33,96,2,70,84,21,2
2520,10,74,10,17,16,32,7
2521,34,51,5,100,60,6,3
2522,24,97,0,84,64,17,7
2523,28,99,3,5,59,14,7
2524,0,55,9,21,43,63,7
2525,36,51,8,79,59,90,4
2526,11,58,6,6,83,14,6
2527,37,62,6,32,2,56,1
2528,4,55,8,32,43,30,2
2529,23,91,5,92,59,77,6
2530,20,78,9,0,92,16,4
2531,0,55,4,24,23,44,1
2532,23,86,7,41,38,38,5
2533,19,65,4,6,83,27,7
2534,15,53,9,92,66,74,10
2535,11,98,7,95,23,15,5
2536,25,58,2,29,36,23,7
2537,5,68,4,70,0,17,5
2538,18,62,5,27,74,90,10
2539,3,54,9,6,66,72,6
2540,4,66,10,67,47,31,8
2541,25,98,9,56,18,70,9
2542,39,52,5,18,14,49,3
2543,30,57,10,14,27,82,4
2544,17,86,7,93,60,42,2
2545,8,50,9,17,95,33,1
2546,33,97,9,14,74,21,5
2547,30,89,9,8,89,25,0
2548,38,51,7,51,0,1,9
2549,16,50,8,43,36,99,0
2550,35,70,5,34,67,33,9
2551,36,70,9,42,58,60,1
2552,8,73,1,21,92,9,5
2553,35,70,4,2,54,56,4
2554,6,90,5,8,52,31,9
2555,1,63,4,76,28,99,7
2556,1,64,10,75,43,86,0
2557,20,62,0,70,28,54,8
2558,40,68,6,78,27,41,5
2559,11,83,1,8,63,62,5
2560,11,86,8,46,32,77,10
2561,3,76,5,28,56,40,1
2562,35,88,8,63,29,35,9
2563,38,97,1,36,47,70,2
2564,4,68,6,78,54,21,4
2565,25,56,7,22,75,25,8
2566,31,68,4,27,70,98,4
2567,13,63,10,53,44,80,1
2568,12,62,9,42,70,4,2
2569,23,62,4,29,96,19,6
2570,17,51,9,81,50,83,6
2571,12,84,4,29,64,76,5
2572,31,68,10,79,14,53,0
2573,39,71,4,14,82,83,3
2574,23,95,9,90,60,66,10
2575,17,69,9,30,1,95,9
2576,13,91,7,28,53,48,3
2577,31,92,5,54,53,94,9
2578,25,83,1,72,49,99,10
2579,4,92,1,16,67,24,6
2580,1,64,9,4,1,86,4
2581,31,86,4,100,84,40,10
2582,1,100,3,0,62,53,3
2583,40,59,8,10,36,45,10
2584,6,60,0,49,53,73,1
2585,14,55,3,90,40,13,9
2586,38,55,7,31,32,77,5
2587,39,84,0,68,65,85,7
2588,29,82,7,55,51,67,0
2589,22,77,10,68,0,38,3
2590,26,97,6,26,62,33,7
2591,12,82,0,60,99,26,1
2592,27,93,1,25,50,39,5
2593,26,57,9,60,5,72,7
2594,29,78,7,94,42,6,2
2595,1,73,3,70,21,96,0
2596,29,65,6,100,24,92,7
2597,2,65,0,41,39,36,2
2598,21,51,5,87,70,59,6
2599,28,68,1,88,70,17,8
2600,13,60,5,16,36,49,6
2601,14,63,4,89,83,92,8
2602,13,81,7,48,86,36,7
2603,33,87,1,93,19,5,0
2604,2,82,5,89,94,50,6
2605,16,58,2,14,92,39,5
2606,34,89,8,64,45,98,8
2607,32,73,5,0,18,31,0
2608,36,80,3,70,89,46,10
2609,32,98,9,79,49,33,0
2610,22,94,2,45,54,43,5
2611,27,58,6,94,13,69,6
2612,16,54,9,68,38,61,1
2613,11,86,1,71,51,51,0
2614,8,76,2,9,42,36,10
2615,8,65,1,19,45,23,8
2616,10,93,3,48,94,3,9
2617,29,99,3,48,42,47,10
2618,17,63,7,80,89,78,3
2619,16,74,0,81,99,22,7
2620,17,54,4,88,64,79,9
2621,36,86,1,70,51,38,3
2622,13,65,7,81,69,38,6
2623,14,69,7,84,3,50,10
2624,0,51,5,32,68,82,6
2625,7,62,7,34,96,25,0
2626,10,71,6,3,37,61,6
2627,27,69,6,50,29,42,1
2628,32,84,4,61,0,11,8
2629,36,86,10,61,6,82,1
2630,9,53,5,34,34,10,8
2631,3,83,6,22,87,93,8
2632,20,69,5,69,69,71,2
2633,13,59,0,99,56,99,6
2634,15,50,6,38,94,65,7
2635,8,79,6,27,8,38,10
2636,40,61,8,24,15,33,4
2637,40,52,10,78,40,50,7
2638,1,64,8,75,68,13,0
2639,30,91,7,9,62,36,7
2640,32,73,4,97,95,56,8
2641,36,76,0,55,42,85,10
2642,12,96,3,97,15,18,1
2643,24,96,0,19,85,99,10
2644,1,50,2,4,50,18,2
2645,33,95,9,19,52,50,1
2646,30,83,3,11,26,56,10
2647,39,63,9,83,37,34,3
2648,27,78,0,95,76,100,1
2649,28,70,5,75,88,53,7
2650,29,76,10,8,72,85,0
2651,32,71,10,47,67,64,2
2652,17,60,7,58,86,57,0
2653,8,86,4,87,20,58,1
2654,35,68,10,86,4,24,10
2655,38,68,3,43,54,0,8
2656,34,56,6,81,83,51,3
2657,27,61,9,47,41,97,7
2658,28,99,10,22,1,0,8
2659,8,58,2,1,33,69,0
2660,12,66,5,63,84,14,2
2661,12,57,0,45,76,45,10
2662,37,99,0,42,31,48,2
2663,34,50,4,89,12,95,10
2664,26,62,10,23,3,87,10
2665,30,94,9,35,85,30,0
2666,12,56,5,5,83,48,10
2667,19,52,8,57,35,51,2
2668,37,68,10,64,95,43,5
2669,27,99,7,26,60,69,8
2670,40,50,2,84,44,6,6
2671,38,72,10,78,17,6,2
2672,39,76,7,78,54,64,5
2673,9,53,1,38,89,61,5
2674,36,74,2,50,94,79,9
2675,0,89,10,54,45,87,10
2676,1,90,4,89,85,43,3
2677,0,86,4,38,28,77,5
2678,26,54,7,20,21,35,10
2679,33,90,8,87,5,97,9
2680,14,69,4,3,15,48,5
2681,24,67,4,90,42,34,9
2682,35,57,10,100,44,6,7
2683,35,93,3,72,28,65,3
2684,29,88,2,72,31,49,3
2685,2,96,1,56,14,92,3
2686,3,61,2,95,98,9,9
2687,4,83,2,81,25,20,4
2688,35,80,3,35,49,20,9
2689,10,61,6,78,47,85,4
2690,23,90,4,33,17,79,2
2691,2,75,2,80,99,58,10
2692,33,100,3,60,35,66,5
2693,6,78,6,86,22,44,1
2694,10,61,8,3,58,21,5
2695,11,92,10,94,24,72,7
2696,23,74,10,23,1,78,6
2697,18,94,6,61,48,72,6
2698,7,66,9,15,76,60,10
2699,4,80,2,68,16,3,6
2700,0,70,2,0,67,100,3
2701,30,67,10,90,9,29,5
2702,0,81,0,100,53,26,5
2703,19,89,9,18,37,50,4
2704,25,78,8,12,17,99,6
2705,19,50,7,36,15,29,5
2706,31,85,4,49,16,21,4
2707,24,85,4,48,16,40,9
2708,29,71,3,51,65,20,5
2709,23,77,0,95,54,18,0
2710,18,72,3,25,74,54,3
2711,18,59,9,90,53,37,7
2712,21,57,8,91,29,53,1
2713,22,91,4,49,80,67,9
2714,20,77,5,0,17,37,4
2715,31,83,7,33,91,6,4
2716,29,62,8,95,78,83,2
2717,16,72,4,35,66,55,5
2718,37,79,6,2,33,72,9
2719,40,68,7,21,83,82,5
2720,0,93,0,93,54,48,2
2721,21,100,5,76,76,32,3
2722,19,73,1,30,61,81,7
2723,25,71,4,94,50,91,5
2724,14,82,4,66,55,88,8
2725,40,87,8,85,75,64,0
2726,9,77,1,25,73,67,1
2727,22,60,3,5,87,53,4
2728,40,65,5,66,24,17,0
2729,39,76,8,28,42,50,8
2730,8,57,7,96,44,66,2
2731,13,100,7,46,68,49,10
2732,12,84,3,19,9,96,4
2733,7,89,1,90,33,39,2
2734,18,74,3,55,62,5,8
2735,29,73,1,49,61,75,3
2736,27,55,6,74,60,47,9
2737,26,61,8,45,72,35,1
2738,6,76,4,27,39,60,3
2739,25,97,2,1,4,1,0
2740,2,78,2,23,0,96,5
2741,4,70,8,25,51,23,1
2742,19,65,6,0,31,75,4
2743,28,57,10,68,55,37,2
2744,18,100,6,72,51,31,6
2745,24,67,9,45,40,96,0
2746,12,51,6,63,10,48,8
2747,14,68,4,35,48,40,5
2748,23,51,4,82,49,12,8
2749,11,77,6,46,15,49,2
2750,8,75,6,8,6,36,3
2751,20,90,9,63,28,49,4
2752,15,86,0,2,52,22,4
2753,19,57,8,29,94,51,1
2754,39,52,7,66,29,44,7
2755,27,67,6,86,71,31,9
2756,37,54,2,44,13,92,4
2757,12,52,4,88,58,16,9
2758,37,56,2,33,40,80,6
2759,8,94,4,76,63,43,9
2760,28,88,9,73,60,43,4
2761,27,68,4,75,68,64,1
2762,17,100,8,73,64,50,8
2763,18,80,2,26,69,70,4
2764,22,70,6,93,46,41,2
2765,20,85,2,14,76,66,9
2766,32,59,1,9,4,47,0
2767,23,91,3,89,39,23,10
2768,4,81,0,93,5,3,4
2769,35,84,9,33,43,78,9
2770,31,50,10,14,79,66,3
2771,19,92,8,64,89,93,10
2772,33,54,8,76,97,39,4
2773,16,61,0,86,2,62,9
2774,10,69,6,25,71,4,1
2775,2,52,4,8,97,44,10
2776,40,75,7,83,5,57,1
2777,35,73,1,31,15,32,4
2778,19,65,5,35,23,81,2
2779,0,94,0,33,56,42,1
2780,12,69,3,43,17,67,10
2781,11,58,3,85,29,17,2
2782,39,69,0,21,83,47,0
2783,3,83,8,86,6,32,1
2784,11,51,5,54,62,31,1
2785,28,62,1,79,23,66,0
2786,15,69,1,47,53,5,9
2787,31,75,1,91,6,26,9
2788,22,88,3,41,32,34,7
2789,1,65,4,17,2,0,3
2790,5,85,7,74,50,79,0
2791,21,64,8,84,43,2,5
2792,29,90,0,61,100,54,5
2793,27,92,2,74,68,14,9
2794,22,63,7,49,57,31,3
2795,1,51,0,77,54,69,0
2796,33,88,3,3,18,19,0
2797,16,50,5,30,88,33,6
2798,24,95,9,24,41,35,9
2799,10,99,7,19,70,5,4
2800,24,80,10,100,50,66,3
2801,38,54,3,88,65,89,4
2802,38,100,10,40,58,53,6
2803,18,78,7,44,15,26,6
2804,1,97,2,26,42,88,5
2805,30,61,2,72,22,92,4
2806,0,72,0,22,45,42,10
2807,39,72,6,25,33,1,8
2808,10,64,10,35,65,80,2
2809,25,63,1,2,18,34,2
2810,12,93,5,34,53,71,6
2811,28,55,10,91,27,32,0
2812,23,54,10,20,82,57,1
2813,38,53,10,14,38,93,10
2814,12,92,5,100,16,89,1
2815,18,56,7,16,12,84,6
2816,29,51,2,54,76,15,5
2817,37,96,0,18,65,56,3
2818,36,63,2,72,7,26,2
2819,24,77,1,98,78,88,2
2820,34,58,9,22,99,11,8
2821,17,78,9,32,25,96,10
2822,16,73,9,11,17,3,1
2823,13,84,0,70,16,90,9
2824,14,67,6,59,30,24,4
2825,12,60,9,79,96,80,4
2826,3,80,2,2,64,51,3
2827,2,98,2,35,16,74,2
2828,19,98,2,29,84,55,7
2829,9,56,3,74,48,40,7
2830,24,80,3,30,88,47,8
2831,3,83,0,36,11,24,5
2832,19,97,6,66,7,63,0
2833,22,63,6,59,17,62,6
2834,3,75,2,16,78,6,10
2835,8,96,2,94,92,60,3
2836,40,72,5,9,37,45,1
2837,37,71,7,91,100,48,3
2838,28,69,4,77,48,3,7
2839,24,75,0,28,18,5,9
2840,34,95,0,94,56,29,1
2841,13,93,3,16,89,8,5
2842,33,52,5,96,76,60,2
2843,11,64,7,23,81,69,4
2844,25,59,4,85,89,44,9
2845,14,84,0,86,80,42,0
2846,1,62,9,82,42,55,2
2847,6,57,10,90,58,39,5
2848,25,54,3,51,43,55,0
2849,20,97,6,4,15,92,10
2850,3,57,7,88,90,56,3
2851,27,71,4,97,16,70,5
2852,35,97,0,46,17,59,10
2853,25,83,10,22,68,40,1
2854,28,54,10,24,28,31,9
2855,21,74,9,89,52,22,6
2856,14,80,9,17,24,84,9
2857,21,62,0,32,69,100,6
2858,39,91,4,24,22,68,1
2859,37,97,5,15,73,57,7
2860,20,59,10,27,56,5,9
2861,30,55,6,83,65,64,0
2862,6,68,2,42,8,98,8
2863,2,81,3,60,99,92,6
2864,31,53,5,90,82,60,3
2865,3,78,0,30,46,87,4
2866,27,79,6,86,66,5,3
2867,8,76,10,52,5,75,3
2868,5,100,2,8,70,93,9
2869,3,80,3,53,55,90,7
2870,39,60,4,70,57,62,9
2871,29,84,5,16,62,23,7
2872,20,100,5,18,75,19,3
2873,39,94,6,68,96,68,6
2874,40,83,4,37,43,34,9
2875,7,84,7,82,42,79,1
2876,31,88,4,13,81,39,4
2877,13,59,2,1,86,32,10
2878,7,79,2,69,66,21,9
2879,34,59,4,20,78,68,6
2880,19,81,4,47,36,83,7
2881,1,81,6,76,57,38,7
2882,4,96,10,82,55,87,9
2883,15,73,5,33,18,99,1
2884,5,55,10,75,42,58,1
2885,11,75,0,7,47,7,4
2886,21,81,2,20,16,50,5
2887,13,62,4,18,74,37,6
2888,11,96,6,83,33,42,4
2889,1,70,2,8,51,0,2
2890,17,94,10,66,68,30,6
2891,25,88,7,0,83,4,2
2892,29,52,8,50,59,8,1
2893,14,79,6,91,91,25,8
2894,36,78,5,44,14,36,4
2895,9,100,9,19,37,86,9
2896,15,88,9,31,21,34,8
2897,33,50,6,46,78,98,2
2898,24,78,4,24,25,54,3
2899,9,74,1,91,36,70,0
2900,11,60,5,13,22,42,2
2901,21,69,4,67,39,39,4
2902,40,57,7,25,34,85,7
2903,26,92,4,100,94,97,5
2904,8,51,2,53,93,64,0
2905,33,63,10,96,69,80,0
2906,1,53,10,9,80,59,10
2907,34,79,2,27,22,86,4
2908,29,82,1,72,20,92,6
2909,2,83,10,71,68,98,3
2910,5,55,2,78,51,36,6
2911,10,70,1,18,9,87,4
2912,17,61,9,40,73,63,3
2913,9,88,6,31,13,24,5
2914,28,75,7,70,21,44,8
2915,19,75,5,47,98,17,2
2916,6,97,10,23,28,21,10
2917,23,59,6,93,93,91,9
2918,24,97,7,8,11,85,0
2919,10,78,1,49,46,2,7
2920,15,95,1,15,92,9,3
2921,38,80,7,13,45,95,4
2922,0,66,7,65,8,20,3
2923,9,56,4,89,4,25,0
2924,9,78,4,66,63,22,4
2925,10,88,5,53,89,27,8
2926,7,74,4,31,80,64,2
2927,26,93,8,14,56,48,4
2928,18,75,4,83,65,16,2
2929,31,60,9,13,83,43,0
2930,10,52,7,100,84,10,4
2931,25,98,3,84,74,38,7
2932,35,67,7,74,81,13,8
2933,33,56,10,50,79,100,7
2934,18,76,0,94,95,88,8
2935,4,85,1,22,94,74,5
2936,15,66,3,23,6,3,5
2937,2,56,8,37,24,0,2
2938,23,74,6,68,53,94,7
2939,30,89,10,28,92,16,8
2940,39,95,7,18,33,77,6
2941,2,72,0,47,2,17,5
2942,22,94,7,13,61,39,7
2943,2,83,1,70,0,100,10
2944,26,71,6,35,4,36,4
2945,28,79,0,71,100,1,3
2946,28,60,0,57,39,70,4
2947,7,90,2,55,28,12,9
2948,9,81,10,50,94,41,6
2949,20,63,4,10,82,68,3
2950,13,97,9,34,61,39,4
2951,24,60,10,37,37,60,9
2952,0,67,7,53,77,100,3
2953,5,66,3,37,39,59,7
2954,37,61,2,77,39,57,1
2955,6,53,4,100,62,34,4
2956,15,92,7,82,9,6,1
2957,25,77,9,37,74,4,4
2958,36,61,1,7,76,70,1
2959,37,57,7,9,45,13,8
2960,21,99,9,6,17,65,10
2961,7,80,8,11,43,32,7
2962,39,94,9,14,59,59,1
2963,29,91,5,52,29,41,9
2964,27,84,8,70,2,21,1
2965,13,95,5,2,47,81,8
2966,22,55,0,68,13,9,4
2967,5,67,8,25,42,100,3
2968,2,83,8,85,90,45,1
2969,0,74,4,50,46,15,0
2970,28,75,6,92,37,81,9
2971,16,64,0,6,34,77,9
2972,37,89,0,82,5,97,8
2973,33,54,1,38,2,37,7
2974,5,86,9,52,78,28,4
2975,10,82,5,78,76,86,9
2976,18,81,5,96,15,77,2
2977,2,51,0,31,22,96,4
2978,40,98,6,0,52,4,0
2979,12,94,2,79,96,38,8
2980,2,66,8,98,55,7,3
2981,36,80,9,97,96,35,4
2982,32,69,8,4,11,56,6
2983,8,82,6,19,46,13,6
2984,15,97,9,44,3,40,8
2985,29,74,10,100,55,77,9
2986,11,93,3,52,98,41,6
2987,22,98,10,39,100,29,5
2988,35,78,1,41,20,42,8
2989,35,88,10,4,31,39,0
2990,18,58,7,87,44,63,2
2991,7,70,3,42,11,18,3
2992,21,94,8,72,100,59,9
2993,34,82,0,9,1,96,5
2994,16,78,7,83,72,59,5
2995,12,73,4,12,21,34,3
2996,30,51,5,85,21,1,4
2997,6,68,4,7,62,97,4
2998,12,92,5,71,73,27,2
2999,6,96,8,21,87,80,2
3000,39,65,6,23,53,62,10
3001,13,86,6,44,7,47,3
3002,24,52,1,65,62,22,6
3003,15,71,0,46,90,75,5
3004,11,68,6,39,50,20,9
3005,33,75,1,49,25,77,7
3006,14,81,1,98,37,20,5
3007,35,65,10,87,81,33,3
3008,3,68,7,36,61,81,8
3009,12,95,4,41,75,65,2
3010,23,84,4,94,52,12,4
3011,38,90,5,10,90,78,7
3012,0,84,5,41,35,40,9
3013,21,95,0,59,45,13,5
3014,0,79,3,88,80,62,5
3015,33,56,8,18,87,31,7
3016,13,70,3,56,71,99,10
3017,5,55,8,19,81,65,4
3018,32,68,0,77,75,78,6
3019,29,60,5,49,78,65,7
3020,21,69,2,10,16,51,3
3021,8,60,0,40,63,22,4
3022,0,92,8,100,3,93,8
3023,28,66,4,39,77,4,8
3024,8,60,8,61,61,36,7
3025,22,60,3,56,99,75,10
3026,20,71,0,4,20,96,6
3027,22,85,2,38,85,15,9
3028,5,75,5,34,38,88,10
3029,15,77,1,43,59,47,4
3030,39,50,7,27,24,52,1
3031,39,62,5,6,29,1,2
3032,14,74,3,78,32,46,7
3033,10,86,7,26,23,23,2
3034,12,96,5,10,46,81,5
3035,39,66,5,64,9,32,4
3036,30,58,8,43,47,84,10
3037,5,70,5,18,2,51,2
3038,33,78,0,62,9,2,2
3039,29,64,0,34,40,58,1
3040,11,96,9,16,79,22,0
3041,10,70,7,13,39,0,7
3042,5,52,10,44,82,13,3
3043,9,69,2,15,74,68,2
3044,1,84,10,28,74,2,2
3045,38,99,10,89,40,77,2
3046,32,75,3,79,82,7,3
3047,7,91,8,76,46,90,6
3048,33,82,5,39,6,44,10
3049,14,85,6,34,15,42,6
3050,40,100,2,54,17,22,7
3051,30,75,9,91,97,76,1
3052,11,93,6,97,34,98,8
3053,33,100,6,77,94,9,10
3054,4,75,10,82,71,5,3
3055,26,50,1,22,50,0,6
3056,38,60,10,23,40,72,6
3057,2,90,4,87,64,63,10
3058,16,55,2,74,89,98,1
3059,20,64,6,53,81,88,8
3060,4,62,7,18,87,6,6
3061,6,69,0,84,44,34,0
3062,5,93,0,57,62,76,5
3063,30,85,3,6,28,67,7
3064,38,63,4,49,35,6,2
3065,17,66,7,78,76,88,5
3066,24,87,3,6,3,23,6
3067,19,96,10,78,16,84,0
3068,34,86,9,35,82,85,6
3069,10,50,7,100,37,1,3
3070,18,56,5,51,4,33,0
3071,18,98,9,2,97,66,1
3072,0,69,6,78,50,45,5
3073,20,57,10,75,70,92,6
3074,22,50,5,47,39,0,1
3075,35,59,7,29,16,86,9
3076,17,57,7,82,70,33,9
3077,39,52,6,64,38,24,8
3078,7,60,4,53,84,48,9
3079,0,62,1,89,22,30,9
3080,10,80,5,6,47,33,5
3081,36,84,9,23,58,44,10
3082,17,75,10,71,14,13,1
3083,8,92,4,98,58,61,3
3084,33,93,1,12,93,51,2
3085,38,66,6,82,62,81,9
3086,33,57,4,84,12,42,4
3087,32,93,5,26,59,4,3
3088,10,79,7,9,12,81,0
3089,12,84,5,76,50,100,8
3090,0,79,0,70,23,60,8
3091,40,54,8,9,40,86,8
3092,17,81,5,77,6,76,0
3093,14,71,5,58,31,10,1
3094,28,77,6,99,35,70,9
3095,40,62,10,82,61,8,7
3096,5,92,2,19,66,22,9
3097,24,81,10,63,14,21,1
3098,22,53,8,100,32,98,1
3099,34,74,10,90,57,58,7
3100,29,62,9,83,42,73,1
3101,19,84,5,61,81,19,8
3102,8,54,5,86,3,96,3
3103,18,55,6,72,93,81,8
3104,16,77,2,64,26,76,0
3105,12,58,8,72,44,88,10
3106,25,88,2,95,42,90,5
3107,34,99,9,7,72,75,9
3108,20,55,9,79,70,51,5
3109,8,59,10,20,75,42,3
3110,34,85,8,79,8,99,2
3111,34,75,10,16,74,95,5
3112,19,52,10,83,36,83,5
3113,6,50,0,86,62,15,5
3114,3,70,6,36,84,17,10
3115,40,80,9,24,41,0,0
3116,22,63,10,42,96,6,7
3117,9,97,4,97,92,43,10
3118,40,92,9,39,64,1,4
3119,35,76,4,2,49,4,2
3120,10,71,6,98,2,46,6
3121,31,75,5,20,40,83,0
3122,31,61,3,78,23,68,8
3123,31,96,3,84,86,87,10
3124,36,90,2,71,70,21,6
3125,34,90,1,1,100,15,4
3126,11,59,8,51,58,99,1
3127,5,98,10,33,93,92,9
3128,15,75,7,65,83,31,7
3129,18,87,2,46,98,0,9
3130,40,95,9,57,80,3,10
3131,38,86,9,89,94,8,2
3132,39,97,3,43,24,0,8
3133,35,61,7,23,80,80,7
3134,8,87,0,38,66,82,0
3135,39,99,3,81,60,41,8
3136,22,83,0,40,67,35,2
3137,36,52,4,26,51,14,0
3138,23,66,6,93,39,76,7
3139,28,50,0,60,9,5,3
3140,19,95,0,63,23,42,2
3141,8,78,8,87,94,50,0
3142,16,81,6,45,17,25,10
3143,29,64,8,27,95,40,9
3144,20,82,6,38,81,84,8
3145,5,96,7,18,54,30,5
3146,9,64,1,28,85,49,2
3147,12,86,2,60,57,4,10
3148,12,77,5,73,91,1,9
3149,36,59,1,95,29,68,4
3150,12,89,10,81,63,96,1
3151,10,74,3,82,65,88,1
3152,11,94,6,73,2,22,7
3153,12,56,7,54,10,84,4
3154,17,94,3,37,26,84,7
3155,6,52,3,44,40,96,4
3156,12,53,10,4,81,60,6
3157,38,76,4,65,21,98,2
3158,35,80,1,98,82,5,10
3159,7,84,9,100,58,91,3
3160,9,95,3,26,52,98,3
3161,7,55,10,33,23,42,4
3162,37,52,0,79,66,13,6
3163,8,70,10,47,97,95,10
3164,24,92,7,74,30,76,7
3165,32,64,9,84,81,50,1
3166,11,89,10,43,56,79,6
3167,17,67,6,52,50,64,10
3168,21,71,0,2,78,79,0
3169,38,57,3,49,85,63,6
3170,37,89,7,81,72,13,4
3171,7,88,9,3,5,99,3
3172,0,58,10,73,75,8,8
3173,8,55,0,34,50,51,8
3174,3,96,0,4,90,13,5
3175,19,86,10,22,57,16,4
3176,40,65,1,22,28,2,0
3177,9,78,10,28,29,77,4
3178,11,99,10,73,7,63,1
3179,27,80,2,9,99,52,0
3180,26,95,4,83,44,25,5
3181,21,88,10,29,69,93,7
3182,33,50,2,48,22,88,1
3183,40,85,3,88,21,18,10
3184,27,55,5,18,46,46,6
3185,11,64,6,41,52,72,10
3186,12,70,1,9,92,75,1
3187,31,55,6,92,68,95,3
3188,29,51,8,99,99,67,0
3189,29,72,6,88,77,98,2
3190,21,89,10,27,40,69,0
3191,34,94,2,99,37,57,3
3192,36,79,10,71,6,77,6
3193,34,99,4,12,67,28,8
3194,39,75,2,80,64,4,6
3195,18,92,6,32,90,21,10
3196,12,73,4,93,93,23,1
3197,16,86,0,88,78,8,9
3198,2,73,6,39,23,70,0
3199,19,78,2,13,11,98,4
3200,0,68,0,3,19,30,0
3201,25,50,7,60,54,35,3
3202,26,54,7,93,9,55,9
3203,40,94,4,53,2,66,4
3204,1,77,9,17,86,80,1
3205,22,88,9,18,36,99,2
3206,17,69,10,4,33,48,9
3207,39,90,9,26,60,90,5
3208,18,62,5,44,79,43,9
3209,21,75,7,14,20,75,5
3210,4,64,10,85,94,48,10
3211,22,96,1,7,67,40,8
3212,30,67,8,59,50,67,2
3213,14,70,4,9,25,81,6
3214,27,85,0,87,87,71,1
3215,24,89,3,60,98,25,1
3216,29,76,5,35,89,98,6
3217,4,97,9,79,0,1,5
3218,11,75,0,50,23,75,0
3219,25,72,2,30,64,69,2
3220,39,80,10,19,8,9,2
3221,25,51,10,6,90,55,6
3222,35,94,5,66,54,83,1
3223,7,97,0,83,54,100,1
3224,23,68,10,44,26,20,9
3225,16,80,6,39,45,66,7
3226,39,96,4,2,89,72,1
3227,35,67,4,98,30,39,3
3228,34,79,7,85,46,28,0
3229,22,65,7,63,57,27,4
3230,24,89,2,18,77,79,9
3231,11,63,1,60,53,50,1
3232,2,99,7,74,26,66,2
3233,38,69,4,6,91,6,10
3234,9,55,8,41,63,64,9
3235,32,50,6,40,19,35,1
3236,29,75,5,68,90,30,8
3237,27,55,10,98,9,35,8
3238,34,67,0,47,16,48,0
3239,17,55,9,31,29,25,4
3240,8,87,0,69,90,30,1
3241,12,87,9,81,99,85,7
3242,18,100,5,76,81,26,5
3243,13,83,8,58,27,7,8
3244,28,51,0,70,38,8,7
3245,31,79,4,24,12,96,1
3246,24,59,4,73,19,25,1
3247,23,59,8,29,39,27,10
3248,40,97,8,94,10,56,4
3249,40,53,2,51,42,52,8
3250,34,78,10,48,88,77,7
3251,24,58,1,10,7,48,8
3252,16,90,9,42,99,78,8
3253,3,57,7,8,19,72,8
3254,11,54,0,37,20,72,7
3255,32,82,3,100,67,89,9
3256,19,70,10,38,85,83,6
3257,31,54,3,3,22,58,3
3258,7,96,8,38,68,56,0
3259,25,79,4,66,24,45,2
3260,21,69,7,25,76,52,0
3261,35,66,2,53,48,63,5
3262,21,54,2,95,57,59,7
3263,0,92,5,59,78,60,7
3264,20,58,5,53,66,4,10
3265,24,80,3,62,51,32,3
3266,1,57,5,68,91,70,8
3267,33,52,10,2,36,98,8
3268,39,92,0,0,57,64,3
3269,37,64,3,71,89,54,1
3270,27,99,1,20,0,21,0
3271,23,67,8,44,74,99,0
3272,32,98,2,49,25,57,10
3273,2,93,5,0,29,92,0
3274,29,63,10,39,2,93,1
3275,6,99,6,73,66,54,4
3276,38,57,4,48,4,32,5
3277,1,67,3,85,31,44,7
3278,34,72,10,53,33,70,3
3279,31,70,8,43,16,49,6
3280,22,81,10,26,34,72,8
3281,23,52,1,44,56,31,9
3282,23,71,1,55,60,83,9
3283,17,70,10,99,99,31,6
3284,5,89,2,56,78,26,4
3285,36,99,6,94,72,96,7
3286,33,98,1,40,86,10,0
3287,35,84,9,9,12,1,7
3288,8,86,6,33,8,14,9
3289,27,75,9,71,66,79,1
3290,8,84,6,71,64,54,5
3291,11,57,4,25,32,98,8
3292,8,59,0,30,80,91,7
3293,37,79,3,82,82,39,2
3294,23,89,7,77,92,47,10
3295,34,63,2,73,4,19,3
3296,18,75,2,28,34,51,1
3297,30,97,0,22,60,6,9
3298,40,70,4,38,85,43,2
3299,18,59,0,26,1,14,3
3300,3,90,0,75,59,31,7
3301,8,96,5,37,71,63,6
3302,18,54,8,72,94,76,7
3303,32,68,9,29,27,75,4
3304,17,72,7,76,88,49,6
3305,25,75,6,45,60,16,9
3306,38,71,2,91,72,100,4
3307,32,58,4,97,15,55,5
3308,13,58,7,21,100,51,0
3309,33,93,9,7,39,86,1
3310,22,91,10,9,8,29,10
3311,31,81,0,29,12,30,4
3312,6,56,4,90,44,73,7
3313,38,84,8,54,5,21,10
3314,11,79,9,61,25,98,5
3315,5,74,1,96,40,46,0
3316,4,98,6,42,72,72,7
3317,2,59,4,37,9,35,0
3318,7,63,5,36,69,89,8
3319,38,96,2,71,75,24,3
3320,1,82,4,61,63,10,10
3321,36,63,4,55,79,35,9
3322,17,56,3,84,25,74,7
3323,6,77,7,14,84,15,0
3324,29,84,4,52,1,60,7
3325,31,58,0,38,76,62,7
3326,1,98,8,57,28,83,0
3327,0,61,3,51,26,44,8
3328,14,50,0,33,72,72,0
3329,21,97,1,56,76,47,10
3330,38,70,4,72,13,81,8
3331,33,81,4,78,52,69,0
3332,26,91,8,8,16,98,3
3333,20,74,7,7,37,95,8
3334,19,74,4,84,87,59,4
