ID,Edad,Nivel_Educativo,Experiencia_Anios,Departamento,Horas_Entrenamiento_Mensual,Satisfaccion_Laboral,Remoto,Salario_Mensual
9012,40,Técnica,19,Recursos Humanos,7,Media,Sí,5073.09
9013,63,Técnica,39,Recursos Humanos,9,Muy Alta,Sí,8386.28
9014,50,Postgrado,28,TI,8,Media,No,6544.86
9015,56,Universitaria,37,Ventas,15,Media,Sí,7758.84
9016,57,Secundaria,35,Recursos Humanos,12,Alta,Sí,7419.51
9017,35,Técnica,12,Finanzas,14,Muy Alta,No,5335.48
9018,26,Universitaria,7,Ventas,11,Baja,No,4240.62
9019,50,Técnica,29,Marketing,14,Alta,Sí,6536.4
9020,49,Técnica,29,Finanzas,12,Media,No,6480.22
9021,34,Universitaria,16,Finanzas,4,Media,No,4970.9
9022,36,Postgrado,14,Ventas,12,Media,Sí,5481.94
9023,44,Técnica,25,TI,10,Muy Alta,Sí,6813.94
9024,23,Universitaria,2,Marketing,10,Muy Alta,No,3599.1
9025,52,Universitaria,34,Recursos Humanos,13,Alta,Sí,7678.61
9026,54,Universitaria,30,Recursos Humanos,12,Baja,No,5988.19
9027,51,Universitaria,30,TI,11,Muy Alta,Sí,7325.12
9028,37,Universitaria,17,Marketing,10,Alta,No,5567.43
9029,42,Universitaria,24,Marketing,10,Alta,No,6109.02
9030,21,Universitaria,3,Finanzas,5,Alta,No,3271.51
9031,27,Técnica,3,Finanzas,5,Alta,Sí,3416.57
9032,27,Técnica,9,Marketing,8,Media,No,3600.69
9033,41,Universitaria,22,Ventas,7,Media,Sí,6861.78
9034,38,Universitaria,20,Ventas,13,Media,No,5654.42
9035,28,Secundaria,7,Ventas,8,Baja,No,3535.87
9036,44,Universitaria,25,Marketing,11,Muy Alta,Sí,6531.27
9037,33,Técnica,15,Recursos Humanos,12,Baja,No,4273.25
9038,43,Secundaria,22,Ventas,8,Muy Alta,Sí,5388.79
9039,47,Universitaria,26,Recursos Humanos,10,Media,Sí,6642.53
9040,33,Secundaria,11,Ventas,4,Muy Alta,No,4032.88
9041,24,Técnica,3,Marketing,13,Media,Sí,3493.1
9042,33,Universitaria,9,Ventas,5,Alta,No,4542.13
9043,52,Universitaria,29,Recursos Humanos,9,Media,Sí,7051.36
9044,33,Postgrado,13,TI,7,Baja,No,4793.13
9045,57,Postgrado,39,Recursos Humanos,8,Alta,No,8394.67
9046,29,Técnica,5,TI,7,Muy Alta,Sí,4712.2
9047,52,Técnica,34,Recursos Humanos,4,Media,Sí,6778.96
9048,38,Técnica,20,Ventas,6,Alta,Sí,5697.88
9049,60,Universitaria,39,Ventas,12,Alta,No,8213.94
9050,53,Técnica,32,Recursos Humanos,16,Alta,No,6873.53
9051,65,Secundaria,40,Ventas,9,Alta,Sí,7289.67
9052,34,Técnica,11,Ventas,9,Muy Alta,Sí,4540.54
9053,49,Secundaria,30,Marketing,9,Media,No,6038.83
9054,58,Universitaria,39,Finanzas,9,Media,No,7838.93
9055,23,Postgrado,3,Finanzas,11,Alta,No,3913.19
9056,41,Técnica,19,Recursos Humanos,9,Muy Alta,No,5520.65
9057,44,Universitaria,20,Finanzas,6,Baja,No,5543.69
9058,37,Secundaria,17,TI,9,Media,No,4222.86
9059,42,Técnica,24,Recursos Humanos,13,Muy Alta,No,6202.31
9060,19,Universitaria,0,Recursos Humanos,13,Alta,No,3488.71
9061,26,Secundaria,8,TI,4,Alta,No,3671.11
9062,45,Técnica,27,Finanzas,6,Muy Alta,Sí,7042.53
9063,55,Postgrado,33,TI,13,Media,Sí,8108.52
9064,20,Secundaria,0,Ventas,11,Media,No,2748.41
9065,37,Universitaria,15,Recursos Humanos,7,Alta,Sí,5687.38
9066,23,Universitaria,3,Marketing,8,Alta,No,3994.43
9067,56,Universitaria,35,TI,9,Media,No,7617.91
9068,50,Universitaria,29,Recursos Humanos,12,Muy Alta,No,6878.81
9069,18,Secundaria,0,Recursos Humanos,6,Muy Alta,Sí,3103.42
9070,54,Postgrado,33,TI,10,Media,Sí,8170.35
9071,23,Universitaria,0,Marketing,11,Media,Sí,3342.16
9072,62,Postgrado,40,Recursos Humanos,12,Alta,No,8613.79
9073,51,Postgrado,31,Ventas,7,Media,Sí,7827.48
9074,64,Técnica,40,Ventas,16,Alta,No,7961.86
9075,32,Universitaria,13,Ventas,10,Media,Sí,4979.79
9076,62,Universitaria,40,Marketing,9,Alta,No,8293.85
9077,43,Universitaria,21,Finanzas,17,Media,Sí,5897.03
9078,31,Postgrado,9,Ventas,10,Muy Alta,No,5215.97
9079,24,Postgrado,3,TI,6,Alta,Sí,4193.22
9080,63,Técnica,40,Finanzas,8,Alta,Sí,7905.05
9081,48,Universitaria,24,TI,8,Muy Alta,No,6756.36
9082,41,Secundaria,21,Marketing,6,Alta,No,5037.05
9083,48,Universitaria,28,Ventas,9,Muy Alta,Sí,7651.77
9084,46,Secundaria,26,Recursos Humanos,8,Baja,Sí,5175.49
9085,59,Postgrado,38,Ventas,16,Alta,No,7798.16
9086,49,Postgrado,28,Marketing,5,Alta,No,7068.58
9087,34,Secundaria,11,Ventas,8,Muy Alta,Sí,4545.42
9088,31,Universitaria,7,Ventas,8,Baja,Sí,3633.25
9089,57,Técnica,35,Ventas,14,Muy Alta,Sí,7798.58
9090,53,Técnica,30,Marketing,13,Media,Sí,6716.32
9091,65,Técnica,40,Ventas,5,Alta,Sí,8378.53
9092,41,Secundaria,20,Recursos Humanos,12,Alta,Sí,5331.37
9093,62,Técnica,40,Recursos Humanos,12,Media,No,7712.32
9094,44,Técnica,22,Finanzas,8,Media,No,5703.4
9095,42,Universitaria,22,Finanzas,9,Alta,Sí,6378.2
9096,49,Universitaria,28,Finanzas,4,Media,No,6587.63
9097,35,Técnica,13,Finanzas,16,Alta,Sí,4498.28
9098,63,Técnica,40,Recursos Humanos,10,Media,Sí,7998.95
9099,35,Secundaria,16,Finanzas,10,Baja,Sí,4779.8
9100,54,Secundaria,35,TI,11,Baja,Sí,6299.48
9101,43,Universitaria,22,Marketing,9,Media,No,5617.61
9102,26,Técnica,6,Marketing,4,Alta,Sí,3769.91
9103,52,Postgrado,32,Recursos Humanos,11,Media,No,7706.76
9104,25,Universitaria,3,Marketing,16,Muy Alta,No,4166.35
9105,37,Técnica,13,Marketing,8,Baja,No,3964.79
9106,59,Secundaria,38,Ventas,13,Alta,No,7396.49
9107,39,Universitaria,15,Finanzas,11,Baja,Sí,4868.61
9108,36,Postgrado,17,Finanzas,6,Muy Alta,Sí,6089.77
9109,47,Universitaria,24,Ventas,9,Baja,Sí,5901.79
9110,45,Secundaria,23,Recursos Humanos,6,Media,No,5082.64
9111,52,Universitaria,29,TI,12,Media,No,6322.02
9112,60,Postgrado,36,Recursos Humanos,12,Media,No,8143.14
9113,28,Secundaria,6,TI,8,Muy Alta,Sí,4531.31
9114,48,Universitaria,30,TI,12,Media,No,6869.52
9115,65,Universitaria,40,Ventas,6,Baja,Sí,8143.26
9116,56,Técnica,35,Recursos Humanos,14,Baja,Sí,7202.37
9117,53,Universitaria,30,Finanzas,5,Muy Alta,No,7402.99
9118,47,Secundaria,24,Recursos Humanos,9,Alta,Sí,5522.21
9119,40,Universitaria,18,Recursos Humanos,7,Alta,No,5559.45
9120,36,Universitaria,17,TI,5,Alta,Sí,5540.25
9121,29,Secundaria,5,TI,6,Muy Alta,Sí,3916.7
9122,32,Postgrado,14,Finanzas,9,Alta,Sí,5704.23
9123,48,Secundaria,25,Finanzas,12,Media,No,5895.4
9124,60,Técnica,36,TI,5,Media,No,7327.5
9125,54,Secundaria,30,Recursos Humanos,10,Media,Sí,6699.96
9126,54,Universitaria,35,TI,8,Media,Sí,7881.13
9127,32,Universitaria,12,Marketing,8,Media,Sí,4857.3
9128,46,Postgrado,28,Marketing,7,Media,Sí,6687.1
9129,60,Técnica,40,TI,4,Media,No,7891.05
9130,43,Técnica,19,Finanzas,11,Media,Sí,5709.38
9131,61,Técnica,39,TI,5,Media,No,7617.56
9132,19,Secundaria,0,Recursos Humanos,10,Muy Alta,Sí,3114.98
9133,37,Universitaria,17,Marketing,8,Alta,Sí,5618.92
9134,32,Secundaria,10,Ventas,15,Muy Alta,No,4176.77
9135,21,Técnica,0,Finanzas,14,Alta,No,3156.8
9136,39,Secundaria,20,Ventas,8,Alta,No,5486.92
9137,55,Universitaria,36,Finanzas,7,Baja,No,7286.85
9138,40,Postgrado,18,Ventas,14,Baja,Sí,5938.07
9139,43,Universitaria,19,Ventas,9,Media,Sí,5873.03
9140,28,Universitaria,9,TI,14,Baja,No,4253.59
9141,45,Secundaria,22,Finanzas,8,Media,Sí,5748.36
9142,19,Universitaria,0,Marketing,13,Alta,No,3134.12
9143,25,Secundaria,2,Ventas,4,Alta,No,2601.65
9144,46,Técnica,25,TI,9,Alta,No,5913.28
9145,28,Universitaria,8,Recursos Humanos,4,Alta,No,4282.07
9146,54,Técnica,36,Finanzas,5,Baja,No,7194.62
9147,35,Universitaria,13,Finanzas,15,Media,Sí,4939.62
9148,31,Postgrado,9,Marketing,8,Baja,No,4354.33
9149,27,Postgrado,4,Ventas,14,Muy Alta,Sí,5116.26
9150,52,Secundaria,31,TI,12,Media,No,6256.67
9151,26,Técnica,5,Ventas,10,Alta,No,3832.14
9152,52,Universitaria,28,TI,6,Alta,No,6786.18
9153,28,Universitaria,10,Marketing,7,Muy Alta,No,5415.77
9154,61,Técnica,40,Ventas,15,Alta,No,8099.03
9155,29,Postgrado,7,Recursos Humanos,12,Media,Sí,4847.54
9156,20,Universitaria,0,Marketing,5,Muy Alta,No,3531.67
9157,56,Técnica,35,Marketing,8,Media,Sí,7762.18
9158,31,Secundaria,9,Finanzas,14,Alta,No,4097.06
9159,45,Universitaria,22,TI,10,Alta,No,5869.44
9160,28,Secundaria,9,Ventas,12,Alta,No,3939.5
9161,56,Secundaria,34,TI,7,Alta,No,7360.21
9162,42,Universitaria,22,Marketing,10,Media,No,6377.85
9163,38,Secundaria,15,Ventas,11,Alta,Sí,4075.06
9164,27,Universitaria,7,Recursos Humanos,8,Muy Alta,No,4455.78
9165,60,Universitaria,38,TI,7,Alta,Sí,8142.99
9166,32,Universitaria,13,TI,15,Muy Alta,No,5253.49
9167,36,Postgrado,16,Recursos Humanos,7,Media,Sí,5352.2
9168,65,Postgrado,40,Marketing,7,Media,No,8460.56
9169,39,Secundaria,16,TI,11,Muy Alta,Sí,4880.32
9170,38,Postgrado,16,Finanzas,7,Media,Sí,6092.38
9171,61,Universitaria,40,Finanzas,12,Muy Alta,No,8410.65
9172,49,Técnica,28,Ventas,4,Baja,No,5539.13
9173,40,Postgrado,18,Recursos Humanos,12,Alta,No,6356.45
9174,30,Secundaria,6,Marketing,7,Baja,No,2782.2
9175,22,Universitaria,3,Finanzas,7,Alta,Sí,4261.51
9176,21,Universitaria,0,Ventas,10,Alta,Sí,3203.17
9177,45,Técnica,25,Ventas,7,Alta,Sí,5904.81
9178,31,Secundaria,9,TI,10,Alta,Sí,3503.8
9179,25,Universitaria,3,Marketing,10,Media,Sí,3839.67
9180,26,Técnica,6,Finanzas,6,Alta,No,4300.76
9181,52,Postgrado,28,Recursos Humanos,5,Muy Alta,Sí,7026.42
9182,54,Universitaria,36,TI,3,Alta,Sí,7655.64
9183,38,Universitaria,17,Finanzas,8,Alta,No,5892.04
9184,35,Secundaria,15,Ventas,15,Muy Alta,Sí,5419.57
9185,50,Universitaria,28,Recursos Humanos,12,Media,Sí,6893.85
9186,25,Universitaria,4,Ventas,6,Alta,Sí,3933.83
9187,34,Secundaria,10,TI,7,Alta,No,4116.29
9188,60,Universitaria,39,Recursos Humanos,16,Alta,Sí,8346.73
9189,48,Universitaria,30,Recursos Humanos,7,Alta,No,7290.34
9190,51,Universitaria,29,TI,5,Alta,No,6940.38
9191,23,Secundaria,4,Ventas,11,Muy Alta,Sí,3449.42
9192,39,Universitaria,21,Recursos Humanos,13,Alta,Sí,5859.51
9193,31,Universitaria,13,Marketing,13,Media,No,4617.5
9194,20,Postgrado,1,Marketing,11,Media,No,3831.51
9195,29,Postgrado,10,Ventas,11,Muy Alta,Sí,5102.2
9196,53,Secundaria,29,Recursos Humanos,12,Media,Sí,6517.28
9197,29,Postgrado,5,Ventas,16,Alta,Sí,4326.89
9198,62,Universitaria,40,Marketing,7,Baja,Sí,7965.9
9199,19,Técnica,0,Recursos Humanos,8,Muy Alta,No,2556.77
9200,19,Universitaria,0,Recursos Humanos,9,Alta,No,3486.67
9201,32,Técnica,12,Ventas,13,Alta,Sí,4884.33
9202,40,Postgrado,22,Recursos Humanos,12,Media,No,6516.41
9203,46,Técnica,25,Ventas,10,Media,Sí,6143.03
9204,34,Universitaria,15,Finanzas,10,Alta,No,5313.22
9205,49,Secundaria,26,Finanzas,10,Alta,No,5915.95
9206,24,Postgrado,6,Marketing,9,Media,Sí,4322.15
9207,47,Universitaria,25,Marketing,8,Media,Sí,6518.11
9208,45,Universitaria,24,TI,19,Media,Sí,6895.17
9209,31,Técnica,9,Finanzas,5,Baja,No,4072.65
9210,61,Técnica,39,Finanzas,8,Media,No,7731.37
9211,47,Universitaria,29,TI,5,Muy Alta,Sí,7283.38
9212,34,Técnica,13,Ventas,11,Alta,No,4725.52
9213,49,Universitaria,27,Finanzas,5,Media,No,6830.43
9214,63,Técnica,39,Finanzas,13,Alta,Sí,8261.94
9215,23,Secundaria,0,Marketing,6,Baja,No,2665.44
9216,41,Postgrado,20,TI,12,Media,No,6583.96
9217,23,Secundaria,3,TI,11,Alta,Sí,3509.73
9218,44,Postgrado,21,Marketing,11,Alta,No,6890.1
9219,35,Universitaria,13,Finanzas,14,Media,No,5699.04
9220,41,Técnica,19,Recursos Humanos,11,Media,Sí,4914.55
9221,54,Técnica,33,TI,10,Baja,No,6724.02
9222,41,Secundaria,17,Finanzas,14,Media,Sí,4575.06
9223,55,Secundaria,32,Ventas,16,Muy Alta,No,6852.47
9224,51,Universitaria,31,TI,11,Media,Sí,7743.28
9225,57,Secundaria,35,Marketing,11,Media,No,7265.23
9226,64,Técnica,40,TI,9,Alta,No,8044.32
9227,32,Universitaria,8,Marketing,8,Muy Alta,Sí,4925.75
9228,28,Universitaria,7,Ventas,6,Alta,Sí,4289.5
9229,39,Secundaria,18,Finanzas,6,Baja,No,4916.38
9230,41,Postgrado,17,Marketing,5,Alta,No,5698.36
9231,18,Técnica,0,Marketing,8,Muy Alta,Sí,3687.84
9232,35,Universitaria,15,Ventas,12,Alta,No,5121.43
9233,61,Técnica,39,Recursos Humanos,11,Alta,No,7641.66
9234,29,Universitaria,5,TI,9,Media,Sí,4360.31
9235,60,Universitaria,40,Recursos Humanos,8,Alta,No,8191.46
9236,45,Secundaria,23,TI,8,Alta,No,5627.56
9237,57,Universitaria,34,Ventas,7,Muy Alta,No,7652.37
9238,24,Técnica,0,Ventas,14,Baja,Sí,3018.58
9239,40,Universitaria,17,Recursos Humanos,9,Media,Sí,5497.28
9240,38,Universitaria,14,Ventas,12,Media,Sí,5208.24
9241,51,Universitaria,32,Finanzas,11,Muy Alta,No,7642.65
9242,28,Técnica,5,Recursos Humanos,7,Baja,Sí,3918.74
9243,39,Secundaria,16,Marketing,5,Media,Sí,4472.78
9244,59,Postgrado,40,Marketing,10,Muy Alta,No,9641.94
9245,52,Técnica,31,Ventas,9,Media,Sí,6688.46
9246,46,Universitaria,23,Ventas,12,Alta,Sí,6219.29
9247,59,Postgrado,38,TI,14,Alta,No,8377.76
9248,45,Universitaria,21,Recursos Humanos,16,Muy Alta,Sí,6578.76
9249,35,Técnica,15,Recursos Humanos,14,Muy Alta,No,4870.78
9250,31,Universitaria,9,Finanzas,8,Alta,Sí,5051.54
9251,35,Postgrado,17,Marketing,6,Alta,No,5822.69
9252,45,Técnica,21,Marketing,11,Media,Sí,4928.54
9253,41,Universitaria,22,Finanzas,14,Baja,No,6060.3
9254,25,Universitaria,5,TI,7,Alta,Sí,4132.6
9255,59,Secundaria,40,Finanzas,6,Alta,Sí,7568.56
9256,62,Universitaria,40,TI,12,Alta,Sí,8685.72
9257,25,Universitaria,1,TI,13,Baja,No,3204.98
9258,21,Universitaria,2,TI,10,Muy Alta,Sí,3848.25
9259,44,Secundaria,25,Ventas,8,Baja,No,5224.06
9260,53,Secundaria,32,Ventas,7,Muy Alta,No,6438.68
9261,22,Técnica,0,TI,12,Media,No,3007.32
9262,50,Técnica,26,Finanzas,7,Media,Sí,6438.06
9263,51,Secundaria,31,Finanzas,3,Muy Alta,No,7234.07
9264,47,Universitaria,25,Finanzas,7,Alta,No,6029.41
9265,25,Técnica,5,Ventas,10,Alta,Sí,3976.96
9266,56,Técnica,38,TI,9,Muy Alta,Sí,7938.1
9267,64,Técnica,40,Marketing,12,Media,Sí,8045.55
9268,43,Universitaria,20,Finanzas,15,Media,No,5744.12
9269,54,Postgrado,30,Ventas,16,Alta,Sí,7264.08
9270,51,Técnica,32,Recursos Humanos,4,Media,No,6636.42
9271,24,Técnica,5,TI,20,Alta,No,3890.05
9272,57,Universitaria,39,Finanzas,6,Baja,Sí,7829.22
9273,45,Universitaria,27,Ventas,5,Alta,No,6168.64
9274,56,Universitaria,36,Recursos Humanos,8,Alta,Sí,7857.12
9275,56,Universitaria,38,TI,10,Muy Alta,Sí,8615.79
9276,45,Técnica,21,Marketing,9,Alta,Sí,6065.37
9277,31,Postgrado,11,TI,18,Muy Alta,Sí,5847.23
9278,55,Universitaria,33,TI,10,Baja,No,7031.39
9279,21,Técnica,2,Finanzas,6,Alta,Sí,3348.31
9280,59,Universitaria,40,TI,14,Muy Alta,No,8634.33
9281,35,Secundaria,12,Recursos Humanos,11,Muy Alta,No,4397.74
9282,61,Universitaria,38,Recursos Humanos,13,Media,Sí,7616.2
9283,65,Técnica,40,TI,11,Muy Alta,No,7860.24
9284,42,Secundaria,23,TI,15,Muy Alta,No,5967.31
9285,24,Universitaria,0,Recursos Humanos,16,Muy Alta,No,3655.63
9286,55,Postgrado,33,Recursos Humanos,11,Alta,Sí,7659.98
9287,45,Secundaria,23,Finanzas,9,Alta,Sí,5461.83
9288,22,Postgrado,1,Marketing,11,Alta,No,4094.42
9289,20,Secundaria,0,Recursos Humanos,11,Muy Alta,Sí,2600.78
9290,61,Universitaria,38,Marketing,5,Media,Sí,7963.13
9291,48,Postgrado,28,Marketing,9,Alta,No,7344.66
9292,64,Secundaria,40,Recursos Humanos,8,Alta,Sí,8027.88
9293,59,Técnica,38,Finanzas,5,Muy Alta,No,7894.05
9294,37,Técnica,18,TI,12,Alta,No,4750.69
9295,36,Universitaria,12,Ventas,7,Alta,No,5088.23
9296,65,Postgrado,40,TI,9,Media,No,8559.18
9297,28,Universitaria,5,Ventas,8,Muy Alta,Sí,4876.32
9298,57,Universitaria,37,Recursos Humanos,8,Media,No,8185.41
9299,20,Técnica,1,TI,11,Media,No,3090.38
9300,40,Técnica,16,TI,6,Alta,Sí,4913.2
9301,24,Universitaria,6,Ventas,9,Alta,Sí,4534.14
9302,40,Universitaria,17,Finanzas,5,Media,No,5607.28
9303,24,Universitaria,6,Recursos Humanos,13,Media,Sí,4210.46
9304,63,Universitaria,40,Recursos Humanos,11,Media,No,8047.27
9305,51,Secundaria,27,Recursos Humanos,8,Media,Sí,6476.45
9306,59,Técnica,37,TI,14,Baja,Sí,7097.25
9307,36,Secundaria,16,Marketing,15,Alta,Sí,4754.8
9308,26,Universitaria,3,Ventas,13,Media,No,3809.03
9309,65,Universitaria,40,TI,12,Baja,No,7833.4
9310,35,Universitaria,14,Finanzas,10,Alta,No,5272.95
9311,58,Postgrado,37,Finanzas,10,Media,Sí,8536.48
9312,65,Postgrado,40,TI,9,Media,Sí,8245.57
9313,62,Técnica,39,Ventas,14,Muy Alta,Sí,8040.1
9314,59,Técnica,35,Recursos Humanos,15,Baja,Sí,7614.89
9315,42,Secundaria,23,Recursos Humanos,14,Media,No,5453.53
9316,31,Universitaria,7,Marketing,14,Alta,No,4335.87
9317,61,Postgrado,40,TI,10,Muy Alta,Sí,8860.53
9318,42,Secundaria,20,Marketing,9,Baja,No,5033.05
9319,36,Universitaria,12,Finanzas,8,Muy Alta,Sí,5024.74
9320,56,Universitaria,36,Recursos Humanos,12,Muy Alta,No,8309.22
9321,32,Técnica,12,Recursos Humanos,8,Alta,Sí,4583.13
9322,33,Universitaria,10,Marketing,13,Media,Sí,4405.23
9323,44,Universitaria,24,TI,16,Media,No,5852.64
9324,57,Secundaria,34,Marketing,15,Media,Sí,6832.34
9325,27,Universitaria,7,Finanzas,11,Alta,Sí,4500.95
9326,21,Universitaria,0,TI,10,Media,Sí,3171.87
9327,36,Universitaria,18,Finanzas,14,Muy Alta,Sí,5819.71
9328,45,Secundaria,25,TI,10,Alta,No,5197.54
9329,38,Universitaria,20,Marketing,7,Muy Alta,No,5969.43
9330,64,Secundaria,40,Ventas,5,Media,Sí,8266.37
9331,31,Universitaria,9,Marketing,10,Alta,Sí,4082.05
9332,50,Técnica,26,TI,6,Muy Alta,No,6551.41
9333,65,Técnica,40,Finanzas,14,Baja,Sí,7837.88
9334,27,Técnica,8,Marketing,11,Alta,No,3987.63
9335,36,Universitaria,16,TI,17,Alta,No,5497.26
9336,47,Universitaria,23,Finanzas,9,Media,Sí,5983.58
9337,39,Postgrado,16,Finanzas,5,Media,Sí,5486.67
9338,20,Secundaria,1,Finanzas,11,Baja,No,2703.46
9339,54,Universitaria,33,TI,5,Alta,Sí,6847.86
9340,58,Secundaria,40,Finanzas,9,Alta,Sí,7607.29
9341,35,Técnica,12,Finanzas,8,Alta,No,4678.12
9342,28,Técnica,4,Marketing,9,Baja,Sí,3300.61
9343,65,Técnica,40,Finanzas,6,Alta,No,8275.72
9344,19,Universitaria,0,Ventas,9,Media,Sí,3476.35
9345,29,Técnica,8,TI,11,Media,No,3974.24
9346,23,Técnica,5,Finanzas,13,Media,No,3671.88
9347,60,Postgrado,39,Finanzas,7,Media,No,8035.04
9348,57,Técnica,38,Recursos Humanos,6,Alta,No,7836.18
9349,61,Postgrado,40,Marketing,13,Alta,No,9182.44
9350,46,Técnica,23,Finanzas,11,Baja,No,4940.4
9351,47,Postgrado,24,Marketing,12,Media,Sí,6398.02
9352,19,Técnica,0,Marketing,8,Media,No,3056.44
9353,26,Postgrado,3,Ventas,10,Media,Sí,4079.99
9354,64,Técnica,40,TI,9,Media,No,7717.06
9355,19,Universitaria,0,Ventas,7,Muy Alta,Sí,3896.87
9356,46,Técnica,27,TI,8,Muy Alta,No,6204.97
9357,50,Universitaria,30,Recursos Humanos,11,Alta,Sí,7021.84
9358,27,Secundaria,9,Ventas,10,Media,No,3763.39
9359,51,Universitaria,31,Marketing,10,Media,Sí,6998.43
9360,61,Técnica,40,Finanzas,11,Muy Alta,No,7729.83
9361,25,Postgrado,7,Recursos Humanos,8,Baja,No,4126.0
9362,54,Universitaria,35,TI,13,Alta,No,7781.1
9363,50,Secundaria,30,Ventas,8,Media,No,6689.28
9364,64,Secundaria,40,Recursos Humanos,9,Alta,No,7487.2
9365,23,Universitaria,3,Ventas,9,Alta,No,3897.88
9366,61,Técnica,40,Marketing,13,Baja,No,7227.29
9367,57,Técnica,34,Ventas,9,Media,Sí,6552.54
9368,62,Técnica,38,TI,9,Alta,No,7367.44
9369,36,Secundaria,18,TI,8,Muy Alta,Sí,5252.66
9370,49,Universitaria,26,Finanzas,11,Media,Sí,6771.68
9371,44,Técnica,25,Finanzas,11,Media,No,5743.86
9372,18,Postgrado,0,TI,17,Muy Alta,Sí,4209.33
9373,60,Secundaria,36,TI,7,Muy Alta,Sí,7573.05
9374,50,Técnica,27,TI,12,Muy Alta,Sí,6077.52
9375,57,Universitaria,37,Recursos Humanos,8,Media,Sí,8117.82
9376,49,Técnica,25,Ventas,10,Muy Alta,Sí,6243.88
9377,22,Secundaria,2,Recursos Humanos,16,Alta,Sí,3410.22
9378,34,Secundaria,16,Marketing,11,Alta,Sí,5053.72
9379,25,Secundaria,5,Finanzas,4,Alta,No,3729.25
9380,59,Técnica,35,Ventas,11,Media,Sí,7383.41
9381,51,Universitaria,30,Finanzas,13,Media,No,7038.02
9382,26,Técnica,5,Marketing,6,Media,No,3908.46
9383,40,Secundaria,17,TI,13,Alta,Sí,4722.54
9384,52,Secundaria,33,Finanzas,9,Media,Sí,6763.87
9385,24,Técnica,6,TI,15,Media,Sí,3842.51
9386,32,Técnica,10,Finanzas,13,Alta,No,4792.41
9387,37,Secundaria,14,Marketing,15,Alta,No,4341.64
9388,42,Secundaria,23,Finanzas,7,Baja,No,5429.79
9389,20,Técnica,2,Marketing,11,Alta,No,3397.43
9390,63,Universitaria,39,Ventas,11,Muy Alta,No,8188.38
9391,41,Técnica,23,Recursos Humanos,5,Alta,No,6237.54
9392,51,Técnica,27,Marketing,11,Muy Alta,No,6501.74
9393,63,Técnica,40,Finanzas,10,Media,No,7524.19
9394,39,Postgrado,20,Ventas,10,Baja,No,5592.15
9395,28,Universitaria,9,Marketing,7,Alta,Sí,5007.06
9396,65,Secundaria,40,Finanzas,12,Muy Alta,No,7907.21
9397,25,Secundaria,3,Marketing,9,Media,No,2685.38
9398,56,Postgrado,35,Marketing,8,Media,Sí,8042.17
9399,60,Postgrado,40,TI,14,Alta,No,8688.99
9400,52,Universitaria,34,Finanzas,14,Alta,No,7830.74
9401,63,Universitaria,40,Recursos Humanos,15,Muy Alta,Sí,9041.32
9402,55,Técnica,33,Marketing,9,Alta,No,6877.69
9403,25,Técnica,6,Ventas,8,Alta,Sí,3677.01
9404,54,Universitaria,32,Finanzas,11,Alta,No,7673.83
9405,44,Universitaria,21,Recursos Humanos,9,Muy Alta,Sí,6388.25
9406,45,Universitaria,23,Finanzas,17,Media,Sí,6393.14
9407,57,Técnica,39,Recursos Humanos,11,Media,No,7534.12
9408,51,Postgrado,28,Recursos Humanos,10,Media,Sí,7061.35
9409,49,Técnica,26,Marketing,11,Alta,No,5933.56
9410,32,Postgrado,12,TI,12,Alta,Sí,5749.68
9411,61,Técnica,39,Finanzas,12,Baja,No,7469.2
9412,34,Secundaria,15,Ventas,10,Media,Sí,4781.11
9413,50,Universitaria,26,Ventas,13,Alta,Sí,6946.22
9414,64,Postgrado,40,TI,11,Muy Alta,No,8725.87
9415,63,Técnica,40,Ventas,11,Media,Sí,8141.43
9416,33,Universitaria,11,Finanzas,9,Alta,No,4946.07
9417,46,Universitaria,26,Ventas,13,Media,No,6597.07
9418,26,Técnica,4,Finanzas,10,Alta,Sí,3331.87
9419,50,Técnica,32,Recursos Humanos,10,Media,No,6163.96
9420,46,Técnica,26,Marketing,7,Baja,Sí,5508.75
9421,30,Universitaria,11,TI,8,Alta,Sí,5529.22
9422,38,Universitaria,20,TI,8,Baja,Sí,5486.28
9423,38,Técnica,17,Ventas,12,Muy Alta,No,5082.68
9424,22,Universitaria,3,Finanzas,8,Muy Alta,No,4500.02
9425,27,Secundaria,3,Marketing,11,Alta,Sí,3458.08
9426,23,Secundaria,1,Ventas,12,Alta,Sí,2818.9
9427,30,Secundaria,11,Marketing,8,Media,No,3381.12
9428,18,Universitaria,0,Finanzas,13,Media,Sí,3492.24
9429,37,Secundaria,18,Ventas,11,Media,No,4590.68
9430,64,Técnica,40,Ventas,10,Media,No,7945.09
9431,63,Postgrado,40,Marketing,6,Media,No,8787.93
9432,25,Secundaria,6,Ventas,8,Alta,No,3768.35
9433,27,Universitaria,7,Marketing,13,Alta,Sí,4364.86
9434,26,Universitaria,2,Finanzas,5,Alta,No,3685.49
9435,58,Secundaria,37,Marketing,12,Media,No,7350.07
9436,20,Secundaria,1,Finanzas,11,Muy Alta,No,2950.23
9437,28,Postgrado,7,Finanzas,8,Alta,Sí,4777.05
9438,29,Postgrado,6,Recursos Humanos,6,Alta,No,5164.83
9439,27,Postgrado,9,Marketing,12,Media,No,4457.69
