actividad_fisica,pasos_diarios,calorias_gastadas,horas_de_sueno,nivel_descanso
5.55,10875.83,2124.08,7.48,71.96
4.84,9494.49,1911.35,7.14,70.25
5.67,11486.93,2526.66,8.64,85.89
2.64,4705.35,1111.8,7.71,82.76
3.31,6440.7,1143.18,7.57,82.38
3.21,5988.42,1214.68,7.77,80.09
5.21,9983.54,2080.44,9.59,102.02
7.6,14142.63,3064.88,6.71,67.97
8.35,17363.56,3207.31,6.91,68.22
5.96,11570.88,2369.33,6.53,71.23
5.75,12084.22,2228.74,7.34,75.81
2.3,5131.22,808.99,7.67,73.04
4.19,7728.98,1700.36,7.17,76.73
3.82,7092.44,1604.72,7.12,70.18
4.07,9417.71,1711.6,7.6,74.34
4.75,10371.03,1956.55,7.15,75.95
4.29,8567.97,1667.01,7.72,76.73
2.03,4190.79,883.88,8.28,84.74
6.12,11928.31,2479.65,7.97,83.05
3.39,6997.95,1369.75,8.12,77.25
5.36,10359.15,2082.38,8.26,84.53
8.11,15206.07,3194.76,7.7,83.73
3.62,6581.07,1455.76,7.39,69.11
1.2,2419.68,725.81,6.96,71.84
4.57,8576.45,1858.52,7.23,68.11
6.65,13269.24,2599.46,7.13,76.44
7.94,15337.71,3091.77,8.01,85.18
3.16,5920.17,1213.09,7.74,75.66
5.75,11916.68,2515.75,7.99,90.93
4.3,8727.81,1680.89,6.69,72.41
4.84,9677.32,2027.12,8.5,88.56
8.97,18372.51,3549.01,7.2,75.26
2.75,5731.39,1124.34,6.73,72.22
5.38,11484.5,2231.42,7.19,66.95
5.7,11173.15,2223.43,9.24,93.36
6.63,13042.54,2587.36,7.23,74.2
5.15,9643.39,2224.68,7.27,70.72
5.46,10709.66,2283.29,7.37,75.98
4.41,9307.44,1844.08,7.4,80.12
5.4,11457.37,2240.2,6.95,67.42
4.49,9450.58,1840.04,7.6,75.73
5.93,10967.62,2574.72,8.25,78.43
4.45,9432.74,1782.62,7.72,68.27
5.57,10212.04,2283.99,6.72,71.12
4.96,10361.27,1837.35,7.26,72.46
6.69,13194.26,2593.13,7.11,71.38
4.92,10197.09,1849.08,7.54,70.44
2.34,4014.68,1063.59,8.43,83.39
6.89,14371.35,2501.9,7.4,79.44
3.64,6550.32,1416.33,7.44,74.39
4.02,7704.47,1308.37,8.74,87.59
4.11,7713.97,1559.47,8.11,82.17
7.06,13246.17,2775.57,7.9,72.84
1.8,3640.24,857.08,8.87,91.83
9.71,20316.29,3922.31,7.84,72.15
6.58,14501.62,2550.32,6.11,56.4
5.33,10718.29,2240.54,8.08,75.58
4.92,10393.66,1968.85,6.39,62.98
5.43,10972.71,2175.09,7.82,76.4
5.78,11812.81,2192.41,6.3,63.0
5.97,11764.57,2288.13,7.17,67.21
5.83,11764.35,2250.85,7.25,77.48
5.13,10537.48,2058.39,6.96,73.78
4.7,9118.75,1889.39,7.26,71.69
4.77,9507.43,2063.65,8.22,79.84
4.71,9386.06,1921.56,7.0,67.11
6.7,13814.51,2409.51,7.88,77.27
5.89,11247.65,2382.4,6.82,61.24
0.59,1153.06,90.77,7.37,68.88
5.98,12923.71,2296.94,7.73,81.57
5.29,11166.24,2035.62,6.8,69.53
4.97,10618.46,1922.44,6.58,73.99
4.42,8846.66,1629.37,7.84,76.95
6.69,13532.84,2694.82,8.29,81.05
6.42,13343.7,2427.44,7.44,72.41
3.84,8461.49,1571.94,7.18,70.2
5.61,10245.36,2467.93,7.61,72.79
3.54,6427.31,1284.07,7.54,76.74
2.93,6515.87,1143.78,7.67,76.85
4.06,7981.4,1371.62,5.73,54.75
6.29,12251.32,2487.34,6.75,73.77
6.43,12232.29,2636.15,6.91,78.57
5.77,11261.75,2379.92,7.61,81.89
6.09,11474.1,2442.79,7.63,79.09
5.77,12594.08,2398.63,7.95,83.26
4.04,8064.34,1869.72,7.68,86.09
5.65,11266.79,2430.38,6.59,69.7
6.2,12695.27,2427.99,8.51,82.2
6.13,12744.05,2307.46,8.39,85.86
6.78,14039.68,2672.73,6.62,69.32
6.06,12661.72,2330.28,7.73,72.36
5.53,10738.92,2256.0,7.08,69.41
6.61,13061.52,2523.97,7.6,81.47
4.96,10304.95,1976.81,8.24,73.26
3.68,7090.68,1554.68,8.99,83.66
4.76,9508.25,1892.09,8.03,79.38
3.88,7964.67,1458.43,7.71,78.83
3.99,8367.06,1712.37,7.26,65.83
4.78,8677.6,1725.39,7.63,75.64
3.81,7980.11,1491.77,8.45,90.29
4.54,8959.25,1811.06,7.47,75.03
2.16,4672.88,865.42,6.88,73.49
5.32,11028.35,2146.03,6.37,60.7
5.0,10807.57,2061.77,7.86,74.54
3.77,8225.46,1506.21,7.67,80.98
5.99,12651.02,2358.74,7.05,72.32
6.41,13534.55,2521.78,8.22,76.25
2.59,5323.01,974.31,7.2,68.04
3.86,7727.92,1621.12,7.41,81.88
3.85,8128.98,1473.86,7.49,70.26
3.59,7546.33,1520.74,7.25,77.21
6.24,12333.89,2499.58,7.67,74.26
4.71,9620.93,1831.58,8.31,83.04
4.6,9188.91,1903.13,6.7,68.48
1.99,3561.45,724.94,7.84,67.91
5.95,12551.48,2445.07,7.62,68.89
3.14,6309.82,1277.72,7.61,76.51
5.09,11204.15,1976.33,8.11,77.48
5.42,10019.38,2219.29,7.53,80.33
7.04,13803.59,2871.05,7.84,70.33
3.04,6089.86,1330.46,8.0,82.84
0.47,1510.15,284.91,7.15,64.59
5.28,10751.28,2159.44,7.71,75.33
7.7,15556.77,2967.55,7.32,67.92
6.86,13153.21,2988.23,7.41,83.58
5.31,10050.51,1985.43,7.27,66.05
4.26,8686.34,1799.94,7.83,77.69
6.21,11739.31,2527.4,7.56,66.94
3.54,6813.42,1298.46,7.78,85.76
5.71,11679.53,2273.38,7.49,76.88
5.76,11025.25,2295.41,6.38,64.46
6.59,13983.31,2766.68,7.52,82.59
9.14,18890.95,3584.46,7.54,76.18
5.59,10391.54,2209.26,7.67,77.8
4.24,8006.92,1461.01,7.08,71.5
4.96,8780.39,2158.13,6.66,69.45
2.35,4301.48,831.51,7.94,76.91
3.96,8299.05,1615.86,7.31,72.01
4.39,8565.21,1744.29,7.62,80.25
4.21,8658.13,1675.75,7.3,74.42
5.23,9695.9,2172.4,7.5,74.39
3.77,7931.73,1673.67,7.19,64.85
6.68,13085.54,2697.77,6.82,75.71
5.0,10006.71,2065.63,7.83,75.01
4.99,9925.66,2027.31,7.08,75.71
4.51,8380.54,1905.02,7.61,77.03
5.23,9889.03,2046.82,7.79,71.41
6.24,12959.19,2602.6,7.09,77.15
3.7,7598.11,1590.77,6.66,67.85
4.01,8550.68,1713.38,9.2,98.66
4.54,9251.15,1751.75,7.13,70.39
2.98,6033.88,1175.64,7.94,82.88
3.77,6679.22,1532.39,8.86,79.76
4.29,8436.15,1577.18,8.05,78.03
6.31,12609.48,2684.13,7.29,66.53
5.39,11764.24,2156.31,7.45,72.66
5.29,10924.25,2144.55,6.92,71.53
6.28,13320.72,2452.84,8.12,78.15
4.79,9886.65,1784.89,7.9,83.28
5.59,10815.74,2173.88,7.14,67.12
4.85,9748.9,1959.99,6.77,72.13
5.4,10914.2,2226.56,6.58,72.3
4.13,7782.15,1666.52,8.19,86.97
1.34,2491.35,571.38,7.58,74.12
4.8,9494.28,1885.73,7.65,65.88
7.13,15071.05,2903.27,6.92,72.15
6.39,11738.28,2704.01,6.48,64.13
6.45,13499.1,2649.72,8.17,76.85
6.85,13239.99,2822.63,7.53,72.51
5.13,9579.93,2082.6,8.14,88.52
5.3,11181.92,1968.07,7.23,66.61
4.07,8512.99,1524.94,7.33,75.68
4.53,9679.04,1855.84,8.0,81.08
5.92,12247.66,2368.37,8.01,78.34
6.81,14641.58,2766.31,8.06,83.81
4.79,9861.02,2083.97,7.29,81.09
4.32,8571.19,1802.49,7.93,77.82
5.0,10173.05,2126.21,8.28,81.55
5.9,12425.35,2370.19,7.43,77.38
2.83,5278.75,1052.97,7.14,76.0
1.56,2785.51,616.5,8.44,83.76
4.17,8193.91,1589.2,7.04,68.89
3.17,5285.57,1423.4,7.94,68.32
4.24,8544.62,1774.15,7.46,70.7
4.78,8613.59,1963.38,6.21,56.41
4.32,8666.78,1851.65,8.29,86.32
7.18,14790.05,2669.47,5.57,54.48
5.49,10741.8,2254.86,6.11,59.7
5.45,11739.98,2049.22,7.87,78.65
5.93,11136.37,2372.6,7.87,74.34
3.29,7179.13,1285.53,7.05,78.3
6.56,13454.9,2689.64,7.6,82.53
4.89,8914.69,1977.36,5.73,65.37
6.01,13366.84,2536.8,7.99,83.37
3.39,6752.56,1296.7,7.67,76.6
2.67,4899.98,1138.66,7.47,82.75
6.23,11750.13,2506.96,7.51,71.74
5.56,11019.22,2062.32,7.85,74.1
3.65,7230.14,1366.91,7.48,71.79
3.7,7442.33,1463.21,6.19,64.5
6.69,13227.41,2786.49,9.04,86.56
3.22,6748.38,1332.73,8.34,82.63
7.46,14734.2,2868.85,6.6,58.0
3.65,6330.66,1445.6,7.26,74.99
5.96,11840.5,2584.82,7.33,65.76
4.51,7830.41,1813.95,8.26,77.89
5.9,11986.45,2329.18,5.99,65.97
4.18,7878.01,1722.71,7.15,77.41
4.76,9593.3,1978.66,6.27,64.55
5.06,10779.8,1978.93,7.3,74.38
3.5,6519.06,1448.95,7.17,69.04
6.11,12753.1,2411.61,7.56,71.69
4.23,8243.66,1764.0,7.08,68.95
4.66,10190.8,1879.81,6.97,62.17
3.51,6834.38,1451.59,7.93,80.6
1.16,1892.75,386.68,7.82,78.43
4.71,9770.54,1803.25,7.89,74.19
8.62,17019.95,3542.12,7.38,81.61
6.18,11933.09,2462.82,7.1,74.03
4.97,9703.3,2016.95,7.42,77.63
4.61,9189.02,1811.63,7.85,76.07
5.03,10738.49,2103.35,5.98,59.76
5.82,10674.31,2267.49,7.78,80.9
3.23,6469.1,1277.95,7.72,77.93
6.67,13655.42,2747.19,7.54,83.44
6.07,12242.87,2546.53,7.4,72.94
6.08,12809.49,2378.54,5.7,54.51
5.66,11278.25,2459.05,7.19,75.09
5.03,9966.57,2043.09,8.75,81.2
6.01,12314.75,2299.42,7.51,79.71
5.89,11825.1,2391.99,7.28,66.35
4.47,8742.67,1749.28,7.51,78.31
4.14,8537.27,1699.25,7.75,74.24
5.15,9979.3,2056.83,7.96,81.99
7.32,14341.47,2936.84,7.34,77.93
3.14,6018.68,1165.38,7.8,78.74
2.8,6273.96,1218.49,8.67,80.74
5.25,8883.77,1983.24,8.2,77.56
5.08,10350.46,1919.66,9.14,87.74
5.26,10537.16,2140.74,7.04,60.93
5.37,9891.42,2306.66,8.67,92.37
4.67,9485.26,1830.82,6.95,70.02
7.23,14707.47,2964.02,7.75,71.8
2.6,5492.11,1146.79,8.01,87.41
3.76,6188.59,1584.37,7.14,67.92
4.85,10373.43,1906.93,7.56,76.87
2.54,4701.57,904.98,8.14,77.25
4.74,9815.72,1673.73,7.0,59.94
7.49,15354.95,2970.6,8.67,79.86
5.03,9624.31,2130.34,6.53,63.07
5.35,11022.33,2026.0,8.86,93.07
3.11,6026.76,1313.92,8.2,83.74
4.08,7115.23,1535.17,7.44,75.07
4.44,9458.28,1785.49,7.22,62.13
4.52,8659.33,1880.15,7.15,77.8
6.92,13417.68,2703.04,7.4,75.17
5.84,11471.54,2351.66,7.47,74.06
3.33,6801.74,1291.62,8.38,89.45
5.37,10710.88,2218.42,8.88,95.02
5.75,11768.7,2322.46,7.64,82.17
6.71,12750.7,2689.74,6.91,67.85
7.37,14370.43,3104.16,7.12,66.16
3.48,6896.72,1457.17,7.37,78.66
3.78,8516.37,1444.45,6.78,60.96
3.11,6170.36,1236.87,6.67,76.48
4.65,9840.55,1852.0,8.97,89.82
5.7,11418.35,2287.85,7.71,71.81
6.48,12720.17,2844.85,6.92,63.01
4.89,9648.78,1991.51,8.07,74.33
4.52,8956.25,1604.5,6.68,67.45
5.23,10757.1,2036.77,6.73,67.3
3.75,8181.88,1305.68,6.94,63.2
8.13,16448.46,3220.74,8.66,84.8
2.59,5770.56,836.67,7.32,66.39
5.28,10071.83,2023.69,5.79,60.85
8.04,15863.5,3062.09,8.35,83.2
5.01,9658.25,2042.5,7.29,70.96
4.71,9587.11,1886.03,6.21,55.61
4.46,8748.18,1815.83,7.28,71.28
4.73,9823.71,1881.31,7.86,76.57
7.06,13653.04,2684.28,7.78,79.42
1.68,3385.93,724.23,8.76,88.42
7.3,14943.73,3112.28,6.9,72.99
2.86,4695.48,1186.55,7.53,72.9
4.6,10260.86,1797.42,7.01,60.8
4.36,8570.69,1599.65,6.42,69.16
5.88,10753.14,2262.33,8.12,76.52
2.6,5284.67,1086.43,7.82,72.71
5.69,11403.24,2384.62,7.7,76.77
8.04,16031.98,3240.67,7.8,79.5
2.96,6406.07,1262.08,7.02,67.55
5.28,10942.84,2184.59,6.8,65.27
4.01,8162.99,1653.46,7.53,73.31
5.64,11502.74,2189.68,8.31,90.21
5.03,10005.26,2028.88,8.63,86.24
4.04,8963.28,1530.27,8.06,75.73
5.73,10724.02,2294.47,7.52,70.42
7.71,15482.87,3115.7,7.69,75.63
4.71,9459.8,2053.34,7.51,76.27
6.08,12565.91,2300.88,6.78,70.24
3.06,5698.25,1272.19,7.52,75.79
3.57,6258.85,1574.26,6.57,61.45
5.71,11495.63,2359.33,7.41,72.01
7.23,14592.96,2973.76,8.65,90.12
5.53,11811.64,2272.14,8.08,75.03
4.53,8425.64,1942.0,6.85,66.21
5.0,10575.22,1890.83,7.45,77.48
3.12,7432.48,1111.16,6.92,73.54
5.91,11624.66,2362.08,7.46,73.6
6.32,12001.53,2313.28,8.23,80.23
4.32,8440.24,1851.81,7.96,72.96
4.29,8596.88,1840.05,9.24,95.02
5.4,11079.53,2116.19,8.33,89.94
4.34,8394.14,1700.89,7.64,89.25
4.9,10579.2,1953.09,7.97,81.67
8.15,15741.9,3265.04,7.36,73.33
4.63,8389.32,1864.5,6.71,62.51
4.46,9478.33,1840.82,8.41,74.75
4.03,6920.06,1594.21,8.21,82.95
6.12,12130.51,2540.83,7.33,85.06
4.73,11015.17,1935.86,7.69,83.27
4.03,8045.86,1549.68,8.37,89.27
6.98,13403.53,2926.29,8.09,82.15
7.13,14230.11,2715.94,6.48,66.56
4.1,8173.33,1630.53,7.67,64.59
2.2,4480.71,976.77,7.38,77.64
6.51,13353.67,2532.2,8.28,79.89
3.97,7426.55,1620.18,8.22,78.71
6.19,13215.65,2528.71,8.42,82.61
2.04,4212.25,731.89,6.72,65.39
6.34,13041.19,2528.31,6.95,65.92
3.18,6052.41,1257.65,8.28,82.87
6.1,12835.48,2383.28,7.09,68.07
5.02,9914.29,2238.73,6.43,64.85
3.57,7276.96,1351.33,7.87,71.29
4.39,8312.34,1856.27,7.12,70.1
6.03,11560.49,2372.51,8.75,82.05
5.16,10661.79,1954.87,7.71,73.87
5.88,11531.44,2360.93,7.61,76.84
7.96,15502.41,3250.77,7.24,64.4
2.65,4985.68,1153.51,8.61,82.02
7.43,15201.11,3126.55,7.75,80.35
5.16,9998.55,2357.14,7.21,65.07
3.65,7244.82,1485.78,6.94,78.33
3.0,6016.57,1135.5,7.45,80.51
4.72,8473.96,1931.82,6.82,65.68
6.38,12029.39,2526.37,8.22,78.27
4.81,9785.49,2016.07,6.23,63.35
7.27,14164.95,2776.98,7.4,66.79
2.82,6174.84,1366.13,7.93,69.26
4.98,10447.14,2078.35,7.74,75.1
3.12,6602.4,1080.16,7.0,69.31
5.55,12000.78,2147.28,7.96,80.09
6.33,12619.12,2613.74,6.88,65.72
4.37,9062.16,1865.18,7.48,81.21
1.09,1895.16,310.25,7.96,72.09
5.3,11823.03,2190.67,7.82,72.55
5.66,12302.03,2067.31,7.03,72.71
5.61,11218.82,2233.64,8.34,77.57
6.85,13900.64,2852.67,7.56,69.61
3.39,7466.49,1302.22,8.02,80.82
6.02,11967.08,2257.44,8.57,80.44
6.79,13249.21,2730.13,8.28,82.16
2.33,5101.23,872.38,8.28,79.34
5.48,10998.18,2254.75,7.63,72.04
4.24,8578.96,1608.96,8.06,70.05
4.88,9338.3,1873.82,7.65,77.19
5.52,10184.19,2006.51,6.65,60.3
4.27,8656.39,1724.66,7.71,76.28
3.99,8425.36,1578.48,7.68,74.23
5.05,9989.55,1901.65,7.91,78.05
3.37,7456.48,1367.03,7.41,73.36
3.37,6390.57,1451.21,6.97,70.64
6.02,11510.77,2386.07,7.96,75.96
3.28,6520.0,1337.54,6.58,72.02
6.0,11957.64,2427.12,8.52,75.97
5.69,11772.76,2157.12,7.34,72.25
2.41,4435.1,1170.17,7.67,80.9
3.98,8651.35,1546.38,7.89,81.29
6.79,14565.79,2782.08,7.91,74.26
3.53,7036.93,1488.22,6.51,61.1
4.3,9231.64,1707.4,8.08,75.73
5.69,10857.93,2337.92,7.71,80.12
6.18,12887.78,2494.62,7.06,66.85
4.62,9769.02,1707.31,6.98,71.03
4.1,8639.19,1608.27,7.27,73.98
7.13,14259.33,2792.17,6.59,77.75
7.61,13739.57,2997.17,8.71,88.62
6.47,12615.71,2456.91,8.54,81.35
5.13,9943.0,2163.83,7.82,70.86
3.79,7086.08,1675.24,7.34,72.06
3.75,7569.79,1599.53,7.36,73.02
5.78,11358.06,2440.56,8.03,69.25
5.63,10842.89,2216.58,8.73,83.74
7.1,13675.4,2777.33,7.1,72.49
5.98,11593.59,2312.41,6.72,64.52
2.75,6051.51,1162.56,8.58,90.68
6.58,12825.33,2653.87,6.25,54.7
3.5,6748.35,1393.44,6.79,71.32
4.42,8619.74,1899.13,7.33,77.84
5.38,10920.1,2190.61,6.41,68.86
7.99,16215.13,3113.53,8.28,74.96
9.66,17807.43,3797.86,8.1,82.57
5.91,12330.99,2432.23,7.1,67.63
4.73,10168.59,1994.26,8.4,76.93
5.8,11078.42,2375.87,8.51,83.08
6.33,12176.82,2722.28,7.42,69.68
4.52,8812.87,1971.1,7.18,76.45
7.69,15007.63,3121.23,9.08,93.38
5.35,10802.18,2054.18,8.0,74.29
5.75,10519.97,2167.65,7.68,73.17
6.0,11438.81,2360.82,8.45,82.64
5.63,12034.36,2328.27,7.71,76.75
6.26,12052.71,2686.03,7.15,76.49
4.07,8769.95,1671.39,7.56,79.02
4.16,8502.76,1781.89,8.23,82.53
3.35,5794.9,1315.38,6.11,59.75
5.66,11636.17,2325.98,7.3,64.12
6.17,12277.98,2549.7,8.47,91.14
5.69,11145.59,2076.7,7.14,69.18
7.51,15145.96,2963.35,8.58,93.6
4.99,10220.53,2091.61,8.49,85.88
6.0,12360.02,2428.69,7.45,84.67
3.36,7314.02,1225.33,7.1,74.05
4.42,9042.77,1524.73,7.3,65.83
6.04,11398.8,2380.74,9.37,90.58
6.27,12310.48,2502.3,8.81,87.28
4.56,10589.62,1735.23,7.59,71.51
4.89,10147.45,1971.35,7.07,68.86
2.72,6631.02,1139.91,7.58,68.98
4.46,9626.63,1852.85,7.67,76.74
6.34,12792.05,2298.64,6.63,67.48
5.86,11876.32,2213.69,7.56,70.54
5.75,11483.71,2269.94,8.43,93.96
5.07,9280.42,2087.08,6.24,62.72
5.01,10030.21,2053.16,8.08,76.7
4.01,8624.37,1650.99,8.46,76.48
6.05,11796.67,2380.96,7.11,71.38
5.63,11468.9,2219.82,8.69,85.56
5.74,11901.85,2222.38,7.02,74.08
4.21,7967.06,1761.2,7.81,77.37
1.77,3314.32,615.95,7.29,66.88
6.65,12782.5,2743.3,7.29,81.2
4.28,8152.4,1733.48,7.07,72.86
3.71,6767.87,1477.83,7.99,78.62
6.04,11630.21,2350.42,8.09,81.76
4.41,9533.69,1629.24,7.45,76.92
6.59,12722.07,2571.2,6.55,58.34
5.93,11914.25,2337.2,7.78,78.61
6.03,11799.27,2173.24,7.8,75.7
2.95,6491.57,1160.69,7.35,76.02
6.82,14291.41,2819.6,8.81,84.37
5.39,11215.79,2213.47,6.41,61.03
4.45,9045.24,1728.81,5.95,67.79
5.22,10314.64,2090.73,6.99,76.04
2.34,4075.36,878.64,8.0,63.5
5.61,12197.72,2260.07,6.76,73.39
3.46,6532.05,1536.39,6.81,67.76
2.97,6273.81,1285.25,8.17,78.12
2.72,5962.71,1138.66,7.82,73.2
6.67,13060.42,2618.32,7.76,72.89
4.06,8631.22,1697.44,8.05,77.07
7.3,14983.29,2751.55,7.2,66.39
4.2,9256.58,1653.28,7.23,65.57
2.44,4643.25,1033.96,8.07,75.47
3.33,6007.49,1404.13,6.56,67.2
6.85,13454.69,2808.48,6.0,60.25
4.77,9636.73,1935.94,7.2,74.75
4.18,8384.24,1651.46,8.15,81.18
5.24,10283.34,2149.81,7.68,70.26
5.75,10550.75,2205.78,8.1,83.47
6.68,13587.44,2585.97,6.09,55.86
7.17,15331.67,2875.27,7.72,80.44
4.46,9152.82,1801.46,7.96,73.75
3.01,6326.42,1021.81,6.55,62.11
4.38,9045.83,1797.44,8.1,79.23
5.39,10979.36,2233.44,7.42,77.59
3.55,7574.56,1414.02,9.65,97.38
3.56,7326.23,1663.16,5.98,59.86
5.52,10875.03,2137.98,8.46,94.01
4.93,9456.05,1934.7,7.22,63.06
5.05,9973.9,1980.17,6.37,58.49
3.86,7881.58,1537.28,7.13,65.91
4.65,9150.76,1828.89,7.69,68.09
3.61,7384.47,1304.78,8.23,78.66
6.34,12890.17,2479.46,8.71,90.49
6.55,13522.34,2611.39,8.5,82.0
2.23,5102.83,1015.14,6.82,66.58
3.61,7250.47,1662.52,8.29,74.3
2.76,4856.52,1235.63,7.77,73.76
4.02,7877.38,1532.45,7.04,68.11
4.87,9771.72,1880.36,7.35,76.73
2.83,4733.18,1114.28,7.0,61.66
3.62,7928.75,1625.34,7.53,72.98
3.49,7059.32,1381.08,6.99,75.33
5.31,10812.48,1991.61,6.78,65.58
5.1,10890.8,1991.49,7.84,67.78
3.92,7519.72,1642.66,7.94,85.8
5.27,10817.48,2175.09,7.37,77.36
4.18,8305.03,1651.97,8.46,88.92
4.59,9092.99,1905.35,7.32,64.46
7.51,14634.26,2776.75,7.29,80.44
7.01,14854.18,2814.66,7.96,75.76
3.05,5913.51,1306.32,7.41,71.53
6.24,12838.93,2414.55,7.56,72.08
6.22,11496.69,2403.2,5.74,62.09
3.28,7145.2,1124.4,7.51,74.22
6.23,12982.44,2650.26,6.22,64.62
7.31,14662.51,2850.74,6.65,66.83
3.32,6518.89,1350.58,6.57,65.18
3.62,7447.49,1509.89,6.77,62.97
6.53,14197.38,2761.8,7.12,80.22
5.41,9932.87,2147.51,7.16,64.28
5.83,12045.44,2276.94,7.96,81.71
5.51,10565.96,2221.66,7.66,78.44
5.59,11162.13,2362.83,6.17,67.46
3.01,5896.64,1187.1,7.56,82.52
6.57,12927.79,2532.9,7.72,76.54
6.75,13503.54,2547.68,7.27,75.35
4.66,8744.74,1740.24,7.46,83.4
4.93,10384.16,2060.35,7.63,76.01
2.7,4509.61,1049.27,8.04,75.02
5.77,11812.65,2247.8,6.4,62.05
5.86,11552.9,2271.64,7.33,66.77
4.91,9227.96,1971.19,8.56,87.42
6.69,13474.25,2650.67,8.49,90.24
4.5,8219.29,1772.24,8.1,80.35
5.85,11713.67,2473.7,7.88,70.65
3.47,6229.57,1542.0,8.66,91.69
4.96,10159.98,1824.87,8.84,79.54
4.74,9014.76,1928.15,7.41,66.37
5.34,10450.43,2057.5,6.82,67.32
4.45,9038.39,1753.46,7.31,74.37
4.8,9219.31,1952.04,9.67,98.79
6.24,12449.16,2474.36,6.4,63.68
4.34,7932.79,1760.99,7.17,80.51
2.59,5495.71,1103.35,6.51,65.44
7.62,16131.21,3079.21,7.59,81.05
7.07,15540.47,2764.19,6.66,70.52
3.06,6168.8,1161.72,7.42,67.77
6.03,12463.23,2269.85,6.13,60.5
4.25,7600.76,1612.82,7.93,89.94
5.4,11541.83,2354.3,8.36,81.03
5.44,11270.79,2097.33,7.23,68.94
4.65,9054.81,1740.02,7.41,74.91
3.82,8267.29,1561.73,7.39,71.51
3.96,7801.14,1574.64,7.63,72.3
3.63,7022.41,1430.73,7.47,72.32
3.75,7742.2,1641.81,8.04,87.54
4.9,9266.79,2014.61,8.36,82.95
3.93,8363.53,1517.54,6.93,62.66
6.02,11518.16,2366.78,7.28,65.28
7.23,13936.71,2842.09,8.13,92.35
4.13,7805.0,1739.44,6.5,63.93
5.36,11097.96,2112.83,6.12,63.38
5.75,11190.67,2120.5,7.66,72.73
5.71,10742.01,2278.37,7.85,80.08
5.11,9925.03,1891.87,6.99,77.24
6.11,12212.03,2664.03,7.09,67.69
5.72,10856.26,2192.78,6.97,71.97
3.14,5711.17,1241.22,6.89,61.9
6.3,13663.12,2547.31,7.99,89.97
6.33,12231.59,2503.51,6.67,68.08
3.86,7548.62,1513.03,7.31,71.08
5.06,9930.2,2064.95,6.87,67.17
6.02,11839.31,2562.62,6.48,62.26
4.69,9682.73,1951.16,8.11,78.8
6.61,13693.01,2791.64,7.14,59.12
8.55,16938.64,3313.66,7.63,75.83
3.82,7023.8,1560.14,6.44,63.74
2.93,6494.09,1186.9,6.98,72.25
5.46,10863.79,2217.4,8.03,77.68
6.08,13029.85,2570.56,9.31,89.26
4.65,8184.61,1839.4,6.12,61.13
7.18,14457.48,2831.41,7.36,65.53
2.99,6943.49,1250.23,7.79,78.6
6.04,11902.12,2237.93,7.07,61.38
4.09,8069.67,1612.8,8.09,86.55
7.58,15305.89,3018.21,6.89,72.35
7.99,15698.15,3103.47,7.61,71.45
3.85,7543.99,1645.71,7.13,74.65
4.18,8182.42,1564.04,8.35,84.09
6.29,12265.05,2502.17,7.03,65.22
4.42,9453.04,1797.04,7.25,62.42
4.93,10094.31,2108.1,8.16,83.2
5.04,10201.48,2014.18,6.78,63.83
2.12,4645.27,941.81,7.55,80.96
4.98,9826.31,2061.76,6.22,62.31
3.97,7543.71,1598.51,6.74,63.89
4.26,8219.32,1595.17,7.77,86.66
7.17,14331.79,2722.72,6.81,70.95
3.12,5700.87,1256.75,7.12,52.91
6.22,12189.49,2433.65,7.85,76.02
4.58,8905.05,1924.55,7.09,64.03
4.58,10223.0,1906.73,8.08,76.76
6.19,10984.21,2455.76,7.65,75.79
5.51,10930.34,2088.26,7.8,79.82
5.86,12574.69,2393.44,8.37,84.99
6.45,12965.48,2479.12,7.72,82.63
4.5,9382.78,1725.37,8.58,88.95
4.08,8213.2,1534.72,8.14,84.25
3.37,6410.88,1335.06,7.13,72.34
3.76,6402.81,1621.77,8.41,90.49
9.42,18950.01,3768.95,7.68,75.27
6.87,13346.24,2702.49,7.22,70.79
2.97,5546.61,1036.79,7.69,67.42
3.02,5783.13,1261.74,8.28,88.07
5.72,12318.03,2211.08,7.82,77.8
5.82,12844.21,2340.11,8.78,102.42
5.82,11755.26,2293.91,8.26,80.58
4.62,9002.75,1930.84,7.87,79.11
4.81,9035.02,1909.0,6.78,70.55
5.49,11217.91,2190.84,7.37,68.23
5.13,11149.13,2100.11,7.55,77.29
1.67,3218.43,879.11,7.99,80.05
4.66,8121.1,1950.96,7.95,77.94
3.72,7780.81,1480.3,7.62,82.05
5.26,11018.33,2105.45,7.58,71.32
9.48,18162.85,3738.67,8.0,81.42
5.55,11190.69,2125.49,6.9,76.26
4.53,9285.02,1756.61,8.69,83.34
6.38,12728.85,2475.87,6.07,59.19
5.72,11052.68,2354.95,8.52,96.91
5.63,11768.25,2144.94,7.47,77.06
5.91,11618.86,2497.43,8.2,79.49
8.08,15427.04,3309.13,7.75,81.56
3.3,5582.6,1323.52,7.74,74.58
5.71,12051.32,2284.21,7.89,71.06
3.61,7529.19,1388.44,8.07,87.53
5.83,11710.52,2360.32,7.27,67.18
3.62,7023.8,1557.6,8.22,94.5
4.37,8483.4,1679.26,6.74,64.96
4.56,8576.86,1669.61,7.5,85.63
6.46,12711.72,2655.81,8.09,74.01
6.38,11695.32,2583.51,8.2,87.09
